N	3gram	Vygotskiy__1	Istorich
1	и т д	8	15
2	с другой стороны	5	7
3	до сих пор	3	5
4	в том что	9	5
5	тем не менее	2	5
6	мы видим что	2	4
7	что иное как	1	3
8	в связи с	1	3
9	другой стороны и	2	3
10	я не знаю	1	3
11	не что иное	1	3
12	мы видели что	2	3
13	состоит в том	2	2
14	показывает что в	2	2
15	точно так же	3	2
16	что и в	2	2
17	с одной стороны	5	2
18	то время как	5	2
19	и то что	1	2
20	во всяком случае	6	2
21	в целом не	2	2
22	таким образом мы	1	2
23	в то время	5	2
24	о том что	7	2
25	в одном из	2	2
26	не только не	3	2
27	как и в	4	2
28	к тому же	1	2
29	при помощи которых	1	1
30	то что и	1	1
31	хотя и не	2	1
32	что в этом	3	1
33	же как в	1	1
34	но прежде всего	1	1
35	потому что как	1	1
36	и столь же	1	1
37	в чем же	1	1
38	мы имеем дело	1	1
39	образом мы видим	1	1
40	и той же	3	1
41	подобно тому как	5	1
42	в том числе	1	1
43	во многих случаях	1	1
44	в силу того	2	1
45	мы должны будем	1	1
46	с этой точки	4	1
47	с точки зрения	2	1
48	в черный цвет	1	1
49	сами по себе	1	1
50	так как мы	1	1
51	каждое из них	2	1
52	мы видим в	1	1
53	только то что	1	1
54	независимо от того	1	1
55	в таком случае	2	1
56	мысль что и	1	1
57	к ним в	1	1
58	почти во всем	1	1
59	и не всегда	1	1
60	утверждать что в	1	1
61	правил и законов	1	1
62	вместе с тем	2	1
63	того что они	1	1
64	но в таком	1	1
65	ложной предпосылки что	1	1
66	не только в	1	1
67	заключается в том	6	1
68	том что и	1	1
69	смысле этого слова	2	1
70	в себя и	1	1
71	так как они	2	1
72	исходя из этого	1	1
73	в такой же	1	1
74	и каждое из	1	1
75	бы составить предмет	1	1
76	видели что в	1	1
77	но вместе с	1	1
78	могло бы составить	1	1
79	так же как	4	1
80	и в том	1	1
81	что они хотят	1	1
82	этой точки зрения	5	1
83	в тех случаях	1	1
84	силу того что	2	1
85	надо сказать что	3	1
86	между тем из	1	1
87	чтобы убедиться что	1	1
88	не означает что	2	1
89	и вместе с	1	1
90	в свою очередь	1	1
91	это и есть	1	1
92	на самом деле	2	1
93	как будто совершенно	1	1
94	так как в	1	1
95	не может быть	8	1
96	с самого начала	1	1
97	можно сказать что	1	1
98	у нас в	1	1
99	на то что	8	1
100	одной и той	3	1
101	в буквальном смысле	1	1
102	в согласии с	1	1
103	может быть в	1	1
104	из ложной предпосылки	1	1
105	а затем уже	1	1
