N	3gram	Bakhtin_fo_1	Russkaja
1	друг с другом	1	14
2	то же время	9	10
3	в то же	6	10
4	с точки зрения	2	9
5	в том что	2	7
6	во всяком случае	1	6
7	для того чтобы	5	6
8	до сих пор	3	5
9	не может быть	3	4
10	в этом случае	1	3
11	вместе с тем	2	3
12	в данном случае	1	3
13	той или иной	2	3
14	а следовательно и	1	2
15	в себе и	1	2
16	тогда когда они	1	2
17	с самим собой	2	2
18	в значительной мере	1	2
19	самим собой это	1	2
20	тот факт что	1	2
21	но она не	1	2
22	мы говорили в	1	2
23	и в том	1	2
24	по самому своему	1	2
25	и во всяком	1	2
26	о том что	1	2
27	сама по себе	1	2
28	в другом месте	1	1
29	и того же	5	1
30	или хотя бы	1	1
31	воплощает в себе	1	1
32	ему что он	1	1
33	прежде всего на	1	1
34	то есть не	2	1
35	прежде всего в	1	1
36	дело в том	2	1
37	в свою очередь	1	1
38	по отношению к	3	1
39	что в этих	1	1
40	в самом деле	1	1
41	в том числе	4	1
42	во всем мире	1	1
43	в том же	1	1
44	мы уже знаем	1	1
45	которых мы говорили	1	1
46	и не только	2	1
47	в нем все	2	1
48	и в других	4	1
49	до известной степени	1	1
50	все же особенно	1	1
51	в этом отношении	3	1
52	совершенно ясно что	1	1
53	том числе и	2	1
54	основе его лежит	1	1
55	но по существу	2	1
56	здесь же мы	1	1
57	жизни и в	2	1
58	и в частности	2	1
59	роль в истории	1	1
60	в значительной степени	1	1
61	в основе его	1	1
62	и т.д эта	1	1
63	но в то	1	1
64	жизни но и	1	1
65	смысле этого слова	1	1
66	еще не было	1	1
67	и в этом	1	1
68	своей жизни в	1	1
69	во всех этих	1	1
70	прежде всего необходимо	3	1
71	и как бы	1	1
72	самому своему существу	1	1
73	в связи с	5	1
74	друг к другу	2	1
75	что касается до	1	1
76	принципиально отличается от	1	1
77	в его целом	2	1
78	так же как	2	1
79	о которых мы	1	1
80	одну и ту	1	1
81	само собой разумеется	2	1
82	и все же	1	1
83	и тот факт	1	1
84	собой разумеется что	2	1
85	есть по существу	1	1
86	в этом и	1	1
87	с самого начала	2	1
88	в данной стране	2	1
89	себя только в	1	1
90	неразрывно связаны с	1	1
91	поэтому для них	1	1
92	но все же	2	1
93	одного и того	5	1
94	и ту же	1	1
95	и прежде всего	2	1
96	к тому же	2	1
