N	2gram	Vygotskiy__4	Tvorches
1	и в	20	20
2	не только	15	13
3	никогда не	5	11
4	как бы	7	11
5	таким образом	25	10
6	в то	1	10
7	в его	11	10
8	и его	5	9
9	и не	8	9
10	при этом	12	8
11	и с	4	8
12	в том	42	8
13	может быть	12	8
14	в этом	24	8
15	прежде всего	2	8
16	но и	9	8
17	то же	16	7
18	это не	5	7
19	представление о	1	7
20	наряду с	3	7
21	потому что	12	7
22	не может	6	7
23	что в	19	7
24	в целом	11	6
25	как и	9	6
26	в своей	7	6
27	что он	6	6
28	так и	5	6
29	в конце	1	6
30	у него	2	6
31	именно в	3	6
32	а не	7	6
33	в основном	1	6
34	все это	1	6
35	например в	1	5
36	еще не	2	5
37	и на	6	5
38	но не	3	5
39	все же	5	5
40	в этой	3	5
41	и сам	1	5
42	о том	5	5
43	и даже	1	5
44	но это	1	5
45	так же	11	5
46	мы не	1	4
47	все эти	5	4
48	что они	14	4
49	отнюдь не	3	4
50	как в	5	4
51	хотя и	1	4
52	когда он	3	4
53	но в	3	4
54	не в	4	4
55	в дальнейшем	1	4
56	на его	3	4
57	что она	1	4
58	показывает что	2	4
59	если бы	5	4
60	тем самым	7	4
61	ничего не	1	4
62	по нашему	2	4
63	в чем	3	4
64	мы видим	10	4
65	а в	2	4
66	нашему мнению	2	4
67	если не	2	4
68	и потому	1	4
69	и от	3	4
70	том что	35	4
71	одним из	2	3
72	же как	6	3
73	человека и	1	3
74	по мнению	2	3
75	а с	2	3
76	по отношению	1	3
77	тогда как	2	3
78	отношению к	1	3
79	в себе	10	3
80	в нем	2	3
81	он не	1	3
82	в плане	1	3
83	так например	1	3
84	а затем	2	3
85	его в	6	3
86	в самом	6	3
87	в их	12	3
88	место в	2	3
89	в которых	1	3
90	своего рода	1	3
91	заставляет нас	1	3
92	тем что	7	3
93	казалось бы	1	3
94	и это	2	3
95	с ним	1	3
96	до сих	1	3
97	между тем	9	3
98	уже не	1	3
99	в начале	2	3
100	для него	2	3
101	так как	10	3
102	то что	15	3
103	как у	1	3
104	что не	1	3
105	вместе с	8	3
106	в область	1	3
107	с этой	4	3
108	сих пор	1	3
109	нет ничего	1	3
110	один из	3	3
111	не является	5	3
112	одной из	3	3
113	в своих	1	3
114	к этому	4	3
115	в таком	2	3
116	как известно	3	2
117	самом деле	7	2
118	и есть	1	2
119	говорить о	1	2
120	этот факт	1	2
121	я не	1	2
122	и он	2	2
123	как правило	1	2
124	они имеют	1	2
125	так что	3	2
126	в истории	10	2
127	и поэтому	3	2
128	имеет в	1	2
129	в этот	1	2
130	но эта	1	2
131	в которой	3	2
132	бы не	1	2
133	тому же	6	2
134	во многих	2	2
135	так сказать	1	2
136	в статье	1	2
137	при виде	1	2
138	русского слова	1	2
139	едва ли	2	2
140	характер в	1	2
141	и по	1	2
142	том же	2	2
143	известно что	1	2
144	которой он	1	2
145	такой же	2	2
146	в такой	1	2
147	не столько	1	2
148	в отличие	2	2
149	точку зрения	1	2
150	их в	2	2
151	не могли	1	2
152	что этот	2	2
153	не менее	3	2
154	как о	1	2
155	на него	1	2
156	в процессе	27	2
157	и лишь	1	2
158	другой стороны	9	2
159	с полным	2	2
160	целом и	2	2
161	что на	2	2
162	однако это	1	2
163	у нас	1	2
164	мы узнаем	2	2
165	могут быть	7	2
166	ли не	2	2
167	же не	2	2
168	так в	1	2
169	приводит к	3	2
170	роль в	4	2
171	и что	8	2
172	и только	4	2
173	всяком случае	3	2
174	все время	4	2
175	о своих	1	2
176	к которому	3	2
177	с ними	1	2
178	только в	10	2
179	и ее	1	2
180	не мешает	1	2
181	точка зрения	1	2
182	себя в	3	2
183	и у	2	2
184	уже в	6	2
185	в виде	3	2
186	и других	3	2
187	из них	4	2
188	в одном	1	2
189	давно уже	1	2
190	может служить	2	2
191	друг друга	4	2
192	только с	1	2
193	другом в	1	2
194	отличие от	2	2
195	этой задачи	1	2
196	с другим	1	2
197	с другой	12	2
198	на этот	3	2
199	не означает	3	2
200	в частности	5	2
201	думается что	1	2
202	в первой	1	2
203	критики и	1	2
204	но прежде	1	2
205	и тогда	2	2
206	себя на	1	2
207	в основе	17	2
208	с другими	1	2
209	видим в	2	2
210	к самому	1	2
211	но если	1	2
212	из этого	1	2
213	во всяком	4	2
214	ту же	2	1
215	речь идет	5	1
216	в сфере	1	1
217	как его	1	1
218	связана с	2	1
219	переход от	2	1
220	что дает	1	1
221	мы говорим	1	1
222	нас на	1	1
223	почти всегда	3	1
224	видеть в	2	1
225	действительности и	1	1
226	приходит к	3	1
227	мы уже	5	1
228	той же	6	1
229	из всех	1	1
230	и значение	1	1
231	что если	2	1
232	не делает	1	1
233	что уже	2	1
234	на место	3	1
235	этом не	1	1
236	оба эти	1	1
237	мы и	2	1
238	в традиционном	1	1
239	же что	1	1
240	первого взгляда	3	1
241	свою очередь	2	1
242	дает им	1	1
243	между собой	5	1
244	быть в	1	1
245	к целому	1	1
246	во всех	1	1
247	но как	2	1
248	а только	3	1
249	в противоречии	1	1
250	не все	1	1
251	если в	1	1
252	присущей ему	1	1
253	общего с	1	1
254	с этим	5	1
255	опыта к	1	1
256	однако не	1	1
257	перед нами	5	1
258	в мысли	2	1
259	объяснения это	1	1
260	как уже	4	1
261	и как	9	1
262	говорит что	3	1
263	не являются	3	1
264	его к	4	1
265	и к	5	1
266	на всем	2	1
267	выше мы	1	1
268	что это	2	1
269	в известном	2	1
270	говорили что	1	1
271	представляет собой	3	1
272	чуть ли	1	1
273	из этих	2	1
274	он начинает	1	1
275	нами в	4	1
276	на стадии	1	1
277	на то	5	1
278	это утверждение	3	1
279	теории и	2	1
280	главным образом	1	1
281	мысли и	2	1
282	высшей степени	2	1
283	в первую	4	1
284	к одному	6	1
285	этого вопроса	2	1
286	переходит от	1	1
287	означает в	1	1
288	в силу	6	1
