N	3gram	Medvedev_F_3	FransuaR
1	то же время	7	9
2	в то же	7	9
3	для того чтобы	4	6
4	в том что	3	6
5	в этом отношении	3	5
6	в связи с	4	5
7	до известной степени	2	4
8	так же как	1	4
9	на самом деле	12	4
10	в том числе	1	4
11	как мы видели	2	4
12	потому что он	3	3
13	до сих пор	1	3
14	здесь не в	1	3
15	дело здесь не	1	2
16	то же самое	3	2
17	точки зрения на	1	2
18	дело в том	2	2
19	в одной из	1	2
20	с точки зрения	14	2
21	в отличие от	2	2
22	том числе и	1	2
23	можно было бы	1	2
24	переходит в другое	1	2
25	внешнее и внутреннее	1	2
26	о том как	2	2
27	не нуждается в	1	2
28	в данном случае	4	2
29	можно говорить о	1	2
30	и не могут	3	2
31	не может быть	14	2
32	ни в истории	1	2
33	можно сказать что	1	2
34	в большинстве случаев	4	2
35	друг с другом	1	2
36	в конце жизни	1	2
37	это связано с	1	1
38	не перестает быть	1	1
39	и того же	1	1
40	хотя и не	1	1
41	ровно ничего не	2	1
42	в ней и	1	1
43	к одной и	1	1
44	и той же	1	1
45	существенную роль играет	1	1
46	по отношению к	3	1
47	с начала и	1	1
48	в самом деле	4	1
49	провести между ними	1	1
50	это нисколько не	1	1
51	от реальной действительности	1	1
52	и до конца	1	1
53	том что это	1	1
54	и в общем	1	1
55	как и все	2	1
56	и в то	2	1
57	ни в коем	1	1
58	таким образом как	1	1
59	оставаясь в пределах	1	1
60	он и не	1	1
61	между тем как	1	1
62	на самом же	2	1
63	начала и до	1	1
64	и от всего	1	1
65	менее всего можно	1	1
66	произведение в целом	1	1
67	и даже в	1	1
68	одной из своих	1	1
69	мы видели что	2	1
70	вместе с тем	3	1
71	это целое и	1	1
72	во всех областях	2	1
73	в коем случае	1	1
74	в это время	1	1
75	в значительной степени	1	1
76	и что в	1	1
77	но это единство	1	1
78	мы еще вернемся	1	1
79	дело идет не	1	1
80	они вообще не	1	1
81	того чтобы не	1	1
82	и в этой	1	1
83	если мы отвлечемся	2	1
84	но в это	1	1
85	это единство не	1	1
86	в его целом	1	1
87	самом же деле	2	1
88	все то что	1	1
89	мы видели совершенно	1	1
90	в следующей главе	2	1
91	в основе их	1	1
92	одной и той	1	1
93	как таковой он	1	1
94	мы не можем	2	1
95	от того что	1	1
96	так и в	2	1
97	внутреннее противоречие в	1	1
98	как и в	1	1
99	в истории литературы	3	1
100	о том что	1	1
101	и в самом	1	1
102	той или иной	1	1
103	одного и того	1	1
104	не было понято	1	1
105	это не просто	1	1
106	тем не менее	2	1
107	его в конце	1	1
108	в процессе своего	1	1
109	так как он	1	1
110	в предыдущей главе	1	1
111	во все стороны	1	1
112	именно потому что	2	1
113	и только в	1	1
