N	3gram	Vinokur_Ku_2	Marksizm
1	с точки зрения	8	13
2	не может быть	4	10
3	то же время	3	8
4	в то же	3	8
5	в связи с	3	7
6	для того чтобы	8	6
7	в том что	10	6
8	в самом деле	7	5
9	может быть и	1	5
10	на этой почве	3	5
11	с самого начала	1	5
12	в свою очередь	2	5
13	в большинстве случаев	1	5
14	смысле этого слова	1	4
15	бы то ни	1	4
16	то ни было	1	4
17	и пр и	1	4
18	в русском языке	9	4
19	на самом деле	2	4
20	в отличие от	2	3
21	до сих пор	1	3
22	и не в	1	3
23	с одной стороны	1	3
24	о том что	1	3
25	языка и его	1	3
26	к тому что	1	3
27	пр и пр	1	3
28	как мы видели	1	3
29	и пр но	2	2
30	какой бы то	1	2
31	в противном случае	1	2
32	в этом последнем	1	2
33	того или иного	2	2
34	в зависимости от	4	2
35	не было бы	1	2
36	по крайней мере	6	2
37	в значительной степени	1	2
38	того чтобы понять	1	2
39	во всяком случае	5	2
40	во французском языке	1	2
41	все более и	1	2
42	на то что	2	2
43	более и более	1	2
44	в узком смысле	2	2
45	и прежде всего	1	2
46	к тому же	1	2
47	что иное как	1	1
48	а следовательно и	2	1
49	что слово как	1	1
50	не следует что	1	1
51	чуть ли не	1	1
52	дело в том	1	1
53	не говоря уже	2	1
54	подчеркнуть что эта	1	1
55	данного слова в	1	1
56	в соответствии с	2	1
57	точки зрения в	3	1
58	в этом случае	2	1
59	в широком смысле	2	1
60	если бы речь	1	1
61	грамматикой и стилистикой	1	1
62	тот или иной	1	1
63	говоря уже о	2	1
64	сам по себе	1	1
65	сами по себе	1	1
66	от этого не	2	1
67	связанные с этим	1	1
68	что все эти	3	1
69	в первую очередь	1	1
70	в этом отношении	3	1
71	но он не	1	1
72	не сам по	1	1
73	между первым и	1	1
74	широком смысле слова	1	1
75	несмотря на то	2	1
76	и в других	1	1
77	так или иначе	2	1
78	принципиальное значение для	1	1
79	как мы знаем	1	1
80	уже о том	1	1
81	лишь в той	1	1
82	в данный момент	1	1
83	никаких оснований говорить	1	1
84	языка и что	1	1
85	связанных с ними	1	1
86	не только в	4	1
87	к вопросу о	2	1
88	речи заключается в	1	1
89	по сравнению с	1	1
90	тем не менее	5	1
91	не могут быть	1	1
92	contradictio in adjecto	1	1
93	в последнее время	1	1
94	приводит к тому	1	1
95	фигурирует в качестве	1	1
96	само по себе	5	1
97	тем или иным	1	1
98	как впрочем и	1	1
99	этом последнем случае	1	1
100	структуре языка лишь	1	1
101	оно могло бы	1	1
102	с другой стороны	7	1
103	уже с самого	1	1
104	и в том	2	1
105	в современном русском	2	1
106	что же такое	1	1
107	то вопрос о	1	1
108	таким образом в	1	1
109	то или иное	2	1
110	этого слова и	1	1
111	речь в данном	1	1
112	в конечном счете	2	1
113	между грамматикой и	2	1
114	не что иное	1	1
115	но все же	2	1
116	можно сказать что	2	1
117	но что же	1	1
118	они ни были	1	1
119	в данном отношении	2	1
120	речи а на	1	1
121	первым и вторым	1	1
122	при этом совершенно	1	1
123	но также и	2	1
124	тем что он	2	1
125	но не только	1	1
126	но для того	1	1
127	как и в	1	1
128	не нуждается в	1	1
129	и все его	1	1
130	французском языке с	1	1
