N	2gram	Tiupa_Narr_1	Vladivir
1	и в	11	40
2	то что	9	28
3	не только	31	25
4	и не	23	25
5	у него	7	24
6	то есть	9	24
7	том что	7	18
8	в том	8	18
9	но и	27	18
10	еще и	1	18
11	также и	3	17
12	что в	3	17
13	в этом	12	16
14	в его	6	14
15	не может	8	14
16	точки зрения	5	13
17	только в	12	13
18	в конце	2	12
19	а именно	1	12
20	сказать что	2	12
21	едва ли	3	11
22	никогда не	4	11
23	потому что	5	11
24	таким образом	1	11
25	о том	4	11
26	в году	2	10
27	не просто	1	10
28	тем не	3	10
29	и его	10	10
30	прежде всего	4	10
31	как раз	6	10
32	и потому	1	10
33	и то	3	9
34	уже не	8	9
35	что это	1	9
36	в себе	6	9
37	и с	3	9
38	в своей	5	9
39	не менее	3	9
40	как мы	2	8
41	в своем	3	8
42	в этой	6	8
43	он не	3	8
44	а также	6	8
45	раз и	1	8
46	для него	4	8
47	может быть	15	8
48	а не	13	8
49	так же	1	8
50	а только	1	7
51	хотя и	4	7
52	и как	3	7
53	с тем	1	7
54	как и	13	7
55	в то	4	7
56	мы бы	1	7
57	что и	1	7
58	того что	4	7
59	так как	1	7
60	вместе с	2	7
61	к тому	6	7
62	а в	13	7
63	и на	5	6
64	то в	4	6
65	не будет	2	6
66	не мог	6	6
67	с точки	1	6
68	по себе	4	6
69	во всем	1	6
70	и от	2	6
71	так и	5	6
72	об этом	6	6
73	и здесь	1	6
74	и даже	2	6
75	если не	2	6
76	да и	2	6
77	но это	1	6
78	хотя бы	2	6
79	мы уже	1	5
80	в ней	4	5
81	тут же	1	5
82	отнюдь не	2	5
83	более или	1	5
84	тоже не	1	5
85	тому же	6	5
86	содержит в	1	5
87	или менее	1	5
88	дело в	2	5
89	тем что	1	5
90	для нас	1	5
91	ничего не	2	5
92	у нас	3	5
93	еще в	3	5
94	с другой	2	5
95	что он	3	5
96	только на	2	5
97	в одном	4	5
98	не говорит	3	5
99	не было	3	5
100	в данном	11	5
101	в самом	6	4
102	то же	8	4
103	и о	3	4
104	но даже	1	4
105	еще не	4	4
106	но не	4	4
107	все же	4	4
108	но в	7	4
109	на то	2	4
110	в котором	1	4
111	даже в	1	4
112	тому что	1	4
113	не имеет	2	4
114	в глаза	1	4
115	не с	1	4
116	мог бы	1	4
117	она была	2	4
118	никак не	2	4
119	утверждает что	1	4
120	по мнению	1	4
121	а с	1	4
122	говорит о	1	4
123	до конца	2	4
124	однако и	4	4
125	и все	3	4
126	как это	3	4
127	такого рода	10	4
128	указать на	1	4
129	в результате	2	4
130	точно так	1	4
131	же как	1	3
132	на самом	1	3
133	мы имеем	3	3
134	здесь не	2	3
135	бы то	1	3
136	в чем	2	3
137	не все	1	3
138	отличие от	2	3
139	перед нами	5	3
140	и у	1	3
141	уже в	1	3
142	из этих	4	3
143	в нем	4	3
144	при этом	19	3
145	но все	1	3
146	то ни	1	3
147	том случае	1	3
148	в качестве	14	3
149	это было	2	3
150	это не	3	3
151	далеко не	1	3
152	этого не	2	3
153	этот труд	1	3
154	нисколько не	1	3
155	в отличие	2	3
156	не в	6	3
157	что этот	1	3
158	того чтобы	4	3
159	и притом	2	3
160	сводится к	3	3
161	отличается от	1	3
162	оно не	2	3
163	в виду	1	3
164	если бы	7	3
165	и вообще	1	3
166	к нему	4	3
167	плане но	1	3
168	и тем	4	3
169	с одной	1	3
170	всяком случае	2	3
171	само по	1	3
172	и только	2	3
173	даже не	1	3
174	именно в	3	3
175	и нельзя	1	3
176	но о	1	3
177	в связи	2	3
178	как именно	1	3
179	мы видели	1	3
180	одной стороны	1	3
181	как бы	6	3
182	же самое	2	3
183	но для	3	3
184	и для	2	3
185	собственно говоря	1	3
186	или не	4	3
187	же в	2	3
188	только о	1	3
189	в таком	2	3
190	во всяком	2	3
191	сам по	1	2
192	не имел	1	2
193	по его	1	2
194	и само	1	2
195	мы не	3	2
196	в сущности	2	2
197	не вполне	2	2
198	на себя	4	2
199	мы и	1	2
200	это время	1	2
201	он был	1	2
202	он сам	3	2
203	быть в	1	2
204	истории в	4	2
205	данном случае	8	2
206	чем это	2	2
207	могло быть	1	2
208	но как	3	2
209	в теоретической	1	2
210	которые не	1	2
211	с этим	1	2
212	сам же	1	2
213	что касается	2	2
214	и наконец	1	2
215	и к	1	2
216	только то	1	2
217	в которой	1	2
218	в целом	3	2
219	в нашем	3	2
220	но на	1	2
221	что она	1	2
222	и еще	2	2
223	как с	1	2
224	не как	1	2
225	в силу	1	2
226	и по	1	2
227	случае если	1	2
228	одно и	2	2
229	в другом	1	2
230	в жизни	3	2
231	но уже	1	2
232	период его	1	2
233	в этих	2	2
234	себя внимание	3	2
235	в их	1	2
236	оказывается что	1	2
237	свое существование	1	2
238	не понимает	1	2
239	можно ли	1	2
240	тем самым	5	2
241	как можно	1	2
242	что эта	1	2
243	она не	2	2
244	тут тоже	1	2
245	же время	4	2
246	по своей	1	2
247	связи с	2	2
248	обращает на	3	2
249	что на	4	2
250	далеко за	1	2
251	той или	5	2
252	не существует	3	2
253	всей своей	1	2
254	роль в	2	2
255	в мире	4	2
256	но у	1	2
257	является в	1	2
258	которая в	2	2
259	и вся	1	2
260	что каждый	1	2
261	его в	1	2
262	нечто иное	1	2
263	но тут	1	2
264	бросается в	1	2
265	быть и	2	2
266	он прошел	1	2
267	одной из	1	2
268	что даже	1	2
269	он уже	2	2
270	который в	2	2
271	мы будем	1	2
272	не можем	1	2
273	то и	1	2
274	в начале	3	2
275	свидетельствует о	1	2
276	а то	1	2
277	из них	4	2
278	могло бы	3	2
279	не о	2	2
280	друг друга	2	2
281	бытия и	1	2
282	только с	1	2
283	за границу	1	2
284	для того	3	2
285	является носителем	1	2
286	со стороны	8	2
287	которых мы	1	2
288	не на	1	2
289	понятие о	1	2
290	что мы	2	2
291	как не	1	2
292	и красота	1	2
293	наряду с	1	2
294	в церкви	1	2
295	еще раз	3	2
296	при условии	1	2
297	в книге	1	2
298	не является	3	2
299	которых он	1	2
300	то не	1	2
301	этом отношении	3	2
302	только что	2	2
303	все они	1	2
304	на более	1	2
305	а о	2	2
306	другой стороны	2	2
307	совершенно не	1	2
308	того же	1	2
309	к его	2	2
310	жизни а	3	2
311	с его	4	2
312	об этих	1	2
313	но еще	1	2
314	к этой	1	2
315	нельзя назвать	1	2
316	к этому	1	2
317	за ее	1	1
318	как известно	3	1
319	речь идет	3	1
320	например в	1	1
321	в сфере	2	1
322	чтобы не	1	1
323	значении этого	1	1
324	только потому	1	1
325	тех же	1	1
326	это и	1	1
327	так у	1	1
328	и есть	1	1
329	жизни по	1	1
330	что слово	1	1
331	свидетельствует об	1	1
332	из всех	1	1
333	та же	2	1
334	говоря и	1	1
335	он как	1	1
336	что иное	1	1
337	принадлежит к	1	1
338	хотя ни	1	1
339	жизни это	1	1
340	и самого	2	1
341	рода словесный	1	1
342	зрения но	1	1
343	не становясь	1	1
344	иное как	1	1
345	в последних	1	1
346	во всех	1	1
347	сознания а	1	1
348	без которого	1	1
349	сказать и	1	1
350	и главное	1	1
351	это бывает	1	1
352	точка зрения	5	1
353	свою жизнь	1	1
354	если в	2	1
355	один и	2	1
356	как в	4	1
357	и где	1	1
358	когда он	1	1
359	сознания в	2	1
360	автора и	1	1
361	как результат	1	1
362	к чему	3	1
363	еще на	1	1
364	точку зрения	1	1
365	он идет	2	1
366	привести к	1	1
367	как некий	1	1
368	бы не	1	1
369	не подлежал	1	1
370	в известном	2	1
371	не годится	1	1
372	мира но	1	1
373	как он	1	1
374	человек не	1	1
