N	2gram	Tiupa_Narr_1	Istorich
1	в лесу	1	26
2	и в	11	22
3	мы имеем	3	19
4	в этом	12	17
5	и т	1	16
6	т д	1	15
7	что в	3	15
8	не только	31	14
9	мы видели	1	13
10	но и	27	12
11	и не	23	12
12	в этих	2	11
13	может быть	15	11
14	или в	6	11
15	но в	7	10
16	таким образом	1	10
17	еще не	4	10
18	в нем	4	9
19	что и	1	9
20	в том	8	9
21	что он	3	9
22	вместе с	2	9
23	как мы	2	8
24	дома в	1	8
25	с этим	1	8
26	том что	7	8
27	пребывания в	1	7
28	но не	4	7
29	то что	9	7
30	и здесь	1	7
31	уже не	8	7
32	из них	4	7
33	так как	1	7
34	с другой	2	7
35	другой стороны	2	7
36	там где	1	7
37	этих случаях	1	7
38	к этому	1	7
39	то же	8	6
40	мы уже	1	6
41	не вполне	2	6
42	не все	1	6
43	это не	3	6
44	во время	1	6
45	ничего не	2	6
46	связи с	2	6
47	так в	4	6
48	если бы	7	6
49	то и	1	6
50	друг друга	2	6
51	мы можем	2	6
52	а не	13	6
53	связь с	1	6
54	а в	13	6
55	а он	1	5
56	все же	4	5
57	он не	3	5
58	что она	1	5
59	в этой	6	5
60	тем не	3	5
61	не менее	3	5
62	могут быть	1	5
63	живет в	1	5
64	к нему	4	5
65	того что	4	5
66	один из	6	5
67	до сих	2	5
68	в частности	14	5
69	сих пор	2	5
70	одним из	1	4
71	и на	5	4
72	отношение к	1	4
73	не в	6	4
74	и с	3	4
75	лет в	1	4
76	не всегда	3	4
77	у нас	3	4
78	как это	3	4
79	к ней	1	4
80	и его	10	4
81	тем что	1	4
82	что на	4	4
83	она не	2	4
84	в пределах	2	4
85	с появлением	2	4
86	только в	12	4
87	и они	1	4
88	его и	2	4
89	представляют собой	3	4
90	а именно	1	4
91	связано с	1	4
92	они не	1	4
93	в данном	11	4
94	для нас	1	4
95	в свою	2	4
96	не может	8	4
97	что иное	1	3
98	и ее	3	3
99	не совсем	1	3
100	иное как	1	3
101	в чем	2	3
102	со стороны	8	3
103	целый ряд	1	3
104	и как	3	3
105	и к	1	3
106	следующим образом	1	3
107	в целом	3	3
108	представляет собой	8	3
109	из этих	4	3
110	их в	3	3
111	могло быть	1	3
112	его в	1	3
113	для них	2	3
114	все равно	2	3
115	далеко не	1	3
116	как и	13	3
117	состоит в	10	3
118	должны были	1	3
119	можно ли	1	3
120	в русской	3	3
121	никогда не	4	3
122	детей и	1	3
123	потому что	5	3
124	однако это	1	3
125	он и	2	3
126	к тому	6	3
127	они и	2	3
128	о том	4	3
129	здесь не	2	3
130	данном случае	8	3
131	на том	1	3
132	что у	4	3
133	на нее	1	3
134	жить в	1	3
135	в его	6	3
136	с ними	2	3
137	никого не	1	3
138	и у	1	3
139	прежде всего	4	3
140	у него	7	3
141	связи в	1	3
142	мы еще	1	3
143	в связи	2	3
144	о себе	1	3
145	так же	1	3
146	мы увидим	1	3
147	быть и	2	3
148	но это	1	3
149	и от	2	3
150	солнца и	1	3
151	и все	3	3
152	сказать что	2	3
153	этим объясняется	1	3
154	все что	2	3
155	он стоит	1	2
156	например в	1	2
157	и то	3	2
158	на самом	1	2
159	говорилось выше	1	2
160	и есть	1	2
161	в котором	1	2
162	мать и	2	2
163	той же	1	2
164	же как	1	2
165	на себя	4	2
166	из того	1	2
167	и он	6	2
168	он ничего	1	2
169	в ней	4	2
170	бы она	1	2
171	как правило	5	2
172	на другой	5	2
173	к жизни	2	2
174	по отношению	3	2
175	в качестве	14	2
176	его на	1	2
177	как в	4	2
178	в своем	3	2
179	хотя и	4	2
180	ни один	1	2
181	во многих	1	2
182	тому же	6	2
183	не могла	2	2
184	при этом	19	2
185	что еще	1	2
186	и вот	2	2
187	в нее	1	2
188	так и	5	2
189	но все	1	2
190	по комнатам	1	2
191	уже знаем	1	2
192	с тем	1	2
193	со своими	1	2
194	и уже	1	2
195	и для	2	2
196	и было	1	2
197	не мог	6	2
198	точки зрения	5	2
199	в которых	1	2
200	лег в	1	2
201	что было	1	2
202	но они	3	2
203	она или	1	2
204	даже в	1	2
205	не раз	1	2
206	в то	4	2
207	хотелось бы	1	2
208	не имеет	2	2
209	одна из	4	2
210	как следует	1	2
211	это еще	1	2
212	здесь может	1	2
213	я теперь	1	2
214	как будто	3	2
215	детей в	1	2
216	встречается в	1	2
217	время они	1	2
218	и о	3	2
219	говорит и	1	2
220	роль в	2	2
221	в другом	1	2
222	с собой	1	2
223	не с	1	2
224	одного из	6	2
225	о ней	3	2
226	за это	1	2
227	в силу	1	2
228	а также	6	2
229	между тем	3	2
230	уже только	1	2
231	все время	1	2
232	в него	1	2
233	же в	2	2
234	же можно	1	2
235	дело с	2	2
236	они могут	2	2
237	с одной	1	2
238	где они	2	2
239	возвращения героя	1	2
240	героя с	1	2
241	в жизни	3	2
242	для нее	1	2
243	что не	2	2
244	а то	1	2
245	на столе	1	2
246	всяком случае	2	2
247	в одном	4	2
248	у нее	4	2
249	только на	2	2
250	в особенности	2	2
251	и даже	2	2
252	даже не	1	2
253	после смерти	2	2
254	не было	3	2
255	одной стороны	1	2
256	и потому	1	2
257	в тех	1	2
258	матери и	4	2
259	да и	2	2
260	можно сказать	5	2
261	в особом	1	2
262	указать на	1	2
263	если не	2	2
264	то не	1	2
265	еще более	1	2
266	или не	4	2
267	совершенно не	1	2
268	отношению к	3	2
269	жизни и	6	2
270	точно так	1	2
271	он на	1	2
272	во всяком	2	2
273	она была	2	1
274	за ее	1	1
275	также и	3	1
276	и через	2	1
277	пределах этой	1	1
278	а из	1	1
279	самом деле	3	1
280	в приведенном	1	1
281	ясно что	1	1
282	в город	2	1
283	и до	1	1
284	со своей	1	1
285	из всех	1	1
286	мы не	3	1
287	связаны между	1	1
288	принадлежит к	1	1
289	время пребывания	1	1
290	и другая	1	1
291	в некотором	1	1
292	начало и	3	1
293	ни единой	1	1
294	между собой	2	1
295	внимание и	1	1
296	и согласие	1	1
297	быть в	1	1
298	столь же	5	1
299	в различных	1	1
300	сад и	1	1
301	как если	2	1
302	ходит по	1	1
303	мы будем	1	1
304	но как	3	1
305	не то	1	1
306	действия и	1	1
307	со всеми	1	1
308	к ним	2	1
309	ответ на	1	1
310	тут же	1	1
311	не просто	1	1
312	свое существование	1	1
313	отнюдь не	2	1
314	чтобы встать	1	1
315	если она	2	1
316	что ее	1	1
317	нельзя было	1	1
318	перед нами	5	1
319	к этой	1	1
320	возвращения в	1	1
321	еще на	1	1
322	что это	1	1
323	бы не	1	1
324	ни одна	1	1
325	что автор	1	1
326	друг от	1	1
327	на то	2	1
328	а более	1	1
329	человек не	1	1
330	это невозможно	1	1
331	ее героем	1	1
332	главным образом	1	1
333	одному из	1	1
334	не как	1	1
335	в корне	1	1
336	его от	1	1
337	подобно тому	3	1
338	и по	1	1
