N	3gram	Bakhtin_Pr_2	Formalny
1	с точки зрения	8	13
2	в настоящее время	2	10
3	то же время	5	8
4	в то же	5	8
5	и т д	4	8
6	более или менее	3	6
7	на самом деле	1	6
8	до сих пор	7	6
9	не может быть	4	5
10	по отношению к	5	4
11	одной стороны и	1	4
12	с одной стороны	1	4
13	во всяком случае	1	4
14	так и в	1	4
15	и т п	9	4
16	прежде всего в	1	3
17	бы то ни	1	3
18	может быть и	2	3
19	смысле этого слова	1	3
20	бы ни были	1	2
21	а вовсе не	1	2
22	и наконец в	1	2
23	и не в	1	2
24	и не может	4	2
25	как и все	4	2
26	сами по себе	1	2
27	реагировать на него	1	2
28	как мы увидим	3	2
29	бы оно было	1	2
30	и в каждом	1	2
31	как если бы	2	2
32	в большинстве случаев	8	2
33	дело идет о	1	2
34	но в то	3	2
35	в связи с	1	2
36	т е как	1	2
37	в этом пункте	1	2
38	и в их	1	2
39	до настоящего времени	1	2
40	не только не	1	2
41	друг от друга	2	2
42	сама по себе	4	2
43	если бы оно	1	2
44	историка литературы и	1	1
45	вполне понятно что	1	1
46	в целом его	1	1
47	очень важное место	1	1
48	в точке пересечения	2	1
49	в этом его	1	1
50	как один из	1	1
51	как и всякое	1	1
52	в этом смысле	2	1
53	в том и	1	1
54	же как и	1	1
55	как раз и	2	1
56	не может не	1	1
57	оно должно быть	2	1
58	слова но лишь	1	1
59	и во всех	1	1
60	если же он	1	1
61	при этом не	1	1
62	хотя бы и	1	1
63	и отчасти с	1	1
64	в том что	1	1
65	или менее глубокой	1	1
66	но и в	1	1
67	же время не	1	1
68	обрабатывается именно как	1	1
69	занимает очень важное	1	1
70	вместо того чтобы	1	1
71	том числе и	1	1
72	резко отличается от	1	1
73	за ней в	1	1
74	увидим дальше что	1	1
75	быть более или	2	1
76	так сказать в	1	1
77	получается впечатление что	1	1
78	то что было	1	1
79	мы увидим дальше	1	1
80	т е в	1	1
81	большое значение в	1	1
82	и пр он	1	1
83	до конца и	1	1
84	значительно и важно	1	1
85	то ни было	1	1
86	слово т е	1	1
87	художественного произведения или	1	1
88	в отличие от	4	1
89	к одному знаменателю	2	1
90	все эти вопросы	1	1
91	так или иначе	1	1
92	мы здесь не	1	1
93	а не как	1	1
94	не должна быть	1	1
95	в точном смысле	1	1
96	большинстве же случаев	1	1
97	с другой стороны	3	1
98	в каждом своем	1	1
99	если же они	1	1
100	и в том	1	1
101	точки зрения своей	1	1
102	для историка литературы	1	1
103	самом деле в	1	1
104	между тем как	1	1
105	совершенно не изучены	1	1
106	бы ни было	1	1
107	этой точки зрения	1	1
108	вовсе не как	1	1
109	в той же	1	1
110	между этими двумя	1	1
111	настоящее время начинает	1	1
112	б м эйхенбаум	1	1
113	в данную эпоху	1	1
114	в большинстве же	1	1
115	совершается в пределах	1	1
116	в данной социальной	1	1
117	всего того что	1	1
118	в каждом элементе	1	1
119	и до сих	1	1
120	определяющего влияния на	1	1
121	и в идеологическом	1	1
122	часть нашей работы	1	1
123	выдвинул у нас	1	1
124	разобранная нами особенность	1	1
125	т п в	1	1
126	а лишь в	1	1
127	не менее в	1	1
128	но все же	2	1
129	не с точки	1	1
130	как мы знаем	1	1
131	по себе но	2	1
132	в том числе	1	1
133	в отношении к	2	1
134	тем не менее	2	1
135	и всякое иное	1	1
136	и до настоящего	1	1
137	все это не	1	1
138	в конкретном и	1	1
139	мы увидим что	1	1
140	может быть более	2	1
141	в пределах одного	9	1
