N	3gram	Medvedev_F_2	formyVre
1	то же время	5	9
2	и т п	9	8
3	в то же	5	6
4	и в то	3	5
5	в связи с	10	5
6	для того чтобы	3	5
7	и в других	1	4
8	до сих пор	1	3
9	в этом отношении	7	3
10	с самим собою	1	3
11	прежде всего необходимо	1	3
12	не может быть	10	3
13	между этими двумя	2	3
14	но все же	2	2
15	в чем не	1	2
16	как и для	1	2
17	равно как и	1	2
18	и в особенности	1	2
19	как раз и	3	2
20	с точки зрения	7	2
21	не было и	2	2
22	в отличие от	2	2
23	но и в	3	2
24	ни в чем	2	2
25	может быть конечно	1	2
26	вместе с тем	4	2
27	же что и	1	2
28	с одной стороны	1	2
29	может быть и	3	2
30	не для того	1	2
31	в его целом	1	2
32	в широком смысле	1	2
33	связи с этим	3	2
34	с самого начала	2	2
35	место и в	1	2
36	но все эти	1	2
37	и прежде всего	2	2
38	в этом романе	1	2
39	в том что	2	2
40	как и в	1	2
41	лишь один из	1	1
42	теперь мы должны	1	1
43	не могло не	1	1
44	по этому вопросу	1	1
45	ровно ничего не	1	1
46	прежде всего на	1	1
47	а вовсе не	1	1
48	в виду что	1	1
49	прежде всего в	2	1
50	более существенной и	1	1
51	в процессе разрешения	1	1
52	и во всяком	1	1
53	имеем в виду	1	1
54	и до сих	1	1
55	в самом деле	5	1
56	не похож на	1	1
57	та же что	1	1
58	потому что не	1	1
59	находится в противоречии	1	1
60	это время и	2	1
61	на первый план	2	1
62	в других областях	1	1
63	в нем частично	1	1
64	в зависимости от	3	1
65	он не является	1	1
66	сами по себе	2	1
67	в той же	1	1
68	не входит в	2	1
69	особенно важное значение	1	1
70	очень характерно для	1	1
71	как мы увидим	1	1
72	и в дальнейшем	2	1
73	вовсе ничего не	1	1
74	но он не	1	1
75	с тем что	5	1
76	что в нем	2	1
77	с тем и	2	1
78	на деле и	1	1
79	более того если	1	1
80	во всей ее	1	1
81	в нем как	1	1
82	т п все	1	1
83	по самому своему	1	1
84	так сказать в	1	1
85	вместе с ними	1	1
86	процессе разрешения этой	1	1
87	остановимся прежде всего	1	1
88	роль в истории	1	1
89	до известной степени	3	1
90	в значительной степени	3	1
91	в особенности в	1	1
92	в данном случае	1	1
93	т п такая	1	1
94	но в то	1	1
95	могут быть названы	1	1
96	имеет место и	1	1
97	если бы дело	1	1
98	при помощи которой	1	1
99	смысле этого слова	1	1
100	была бы совершенно	2	1
101	так и в	3	1
102	все без исключения	2	1
103	и в этом	5	1
104	не могут быть	4	1
105	самому своему существу	1	1
106	все более и	1	1
107	вовсе не является	1	1
108	во всяком случае	5	1
109	целого произведения и	1	1
110	в его существенных	1	1
111	как раз за	1	1
112	во всех этих	1	1
113	по существу и	1	1
114	то увидим что	1	1
115	она входит в	1	1
116	в свою очередь	1	1
117	быть и речи	3	1
118	в этом случае	1	1
119	более и более	1	1
120	но в этом	2	1
121	мы говорим о	2	1
122	или во всяком	1	1
123	мы имеем в	1	1
124	сама по себе	1	1
125	времени и пространстве	1	1
126	в последнем счете	1	1
127	в высшей степени	4	1
128	не происходит в	1	1
