N	2gram	Tiupa_Lite_2	Tvorches
1	и в	19	20
2	в году	5	16
3	в романе	1	15
4	и т	2	13
5	не только	8	13
6	никогда не	3	11
7	как бы	2	11
8	таким образом	1	10
9	в то	9	10
10	в его	4	10
11	и его	3	9
12	и не	11	9
13	при этом	6	8
14	и с	3	8
15	в том	10	8
16	может быть	17	8
17	в этом	9	8
18	прежде всего	4	8
19	но и	10	8
20	то же	12	7
21	это не	1	7
22	же время	9	7
23	наряду с	1	7
24	потому что	2	7
25	не может	9	7
26	что в	4	7
27	в целом	2	6
28	как и	10	6
29	в своей	1	6
30	что он	3	6
31	так и	7	6
32	в конце	2	6
33	у него	2	6
34	именно в	1	6
35	а не	20	6
36	в основном	1	6
37	еще не	2	5
38	и на	6	5
39	но не	5	5
40	все же	2	5
41	в этой	3	5
42	и сам	2	5
43	в творческом	1	5
44	в мире	9	5
45	то есть	5	5
46	о том	2	5
47	и даже	8	5
48	в творчестве	1	5
49	но это	3	5
50	читателя в	1	5
51	так же	1	5
52	мы не	4	4
53	все эти	1	4
54	отнюдь не	4	4
55	как в	1	4
56	когда он	1	4
57	но в	2	4
58	за собой	1	4
59	не в	4	4
60	в принципе	5	4
61	соответствии с	2	4
62	тем самым	3	4
63	ничего не	3	4
64	по нашему	1	4
65	в чем	1	4
66	а в	3	4
67	нашему мнению	1	4
68	в соответствии	1	4
69	и потому	1	4
70	и от	1	4
71	героя в	2	4
72	том что	7	4
73	одним из	3	3
74	же как	2	3
75	х годов	3	3
76	он сам	1	3
77	а с	1	3
78	по отношению	4	3
79	тогда как	9	3
80	по сути	1	3
81	о жизни	1	3
82	отношению к	3	3
83	в себе	6	3
84	в нем	3	3
85	он не	5	3
86	в образе	1	3
87	человека в	4	3
88	а затем	2	3
89	его в	1	3
90	и мы	1	3
91	но уже	2	3
92	в самом	1	3
93	в их	3	3
94	место в	1	3
95	в дневнике	1	3
96	своего рода	13	3
97	тем что	4	3
98	одна из	5	3
99	казалось бы	1	3
100	быть может	3	3
101	с ним	2	3
102	творческий процесс	1	3
103	любви к	1	3
104	уже не	2	3
105	в начале	3	3
106	для него	4	3
107	так как	3	3
108	то что	7	3
109	как у	1	3
110	и др	3	3
111	что не	2	3
112	вместе с	5	3
113	характера и	1	3
114	с этой	2	3
115	нет ничего	1	3
116	один из	4	3
117	не является	2	3
118	но зато	1	3
119	жизни в	4	3
120	одной из	2	3
121	в своих	2	3
122	к этому	1	3
123	в таком	1	3
124	начинается с	1	2
125	самом деле	1	2
126	по преимуществу	2	2
127	я не	5	2
128	и он	3	2
129	как правило	3	2
130	в ее	2	2
131	нет и	1	2
132	так что	4	2
133	в истории	2	2
134	писателя в	1	2
135	и наконец	2	2
136	в этот	1	2
137	но эта	1	2
138	для которого	1	2
139	в литературном	1	2
140	т п	2	2
141	особое место	1	2
142	во многих	1	2
143	наш взгляд	3	2
144	в статье	1	2
145	а скорее	1	2
146	над героем	1	2
147	едва ли	4	2
148	на наш	3	2
149	и по	1	2
150	он же	1	2
151	которой он	1	2
152	такой же	3	2
153	и еще	2	2
154	в такой	2	2
155	не столько	3	2
156	в отличие	1	2
157	что я	2	2
158	одном из	2	2
159	права на	3	2
160	их в	1	2
161	что этот	1	2
162	не менее	6	2
163	из нас	2	2
164	ее носителя	1	2
165	я буду	1	2
166	в русской	4	2
167	а во	1	2
168	другой стороны	4	2
169	с полным	1	2
170	что на	1	2
171	однако это	1	2
172	у нас	5	2
173	личности в	3	2
174	могут быть	2	2
175	ли не	4	2
176	более не	1	2
177	как по	1	2
178	так в	5	2
179	приводит к	1	2
180	он писал	1	2
181	сводится к	1	2
182	и что	2	2
183	не стоит	1	2
184	восходит к	2	2
185	и только	2	2
186	крайней мере	2	2
187	в ту	1	2
188	все время	1	2
189	в литературе	1	2
190	к которому	1	2
191	не случайно	4	2
192	себя в	6	2
193	уже в	2	2
194	и других	4	2
195	из них	2	2
196	не так	2	2
197	в одном	2	2
198	вовсе не	2	2
199	друг друга	2	2
200	отличие от	1	2
201	рядом с	1	2
202	с другим	2	2
203	с другой	8	2
204	не было	2	2
205	это прежде	2	2
206	по крайней	2	2
207	в произведениях	1	2
208	в частности	4	2
209	к жизни	2	2
210	в россии	2	2
211	это его	2	2
212	х гг	1	2
213	него в	1	2
214	более того	1	2
215	в основе	2	2
216	ни к	1	2
217	с другими	1	2
218	героя и	1	2
219	и без	2	2
220	из этого	1	2
221	сам в	1	2
222	а я	1	2
223	в искусстве	4	2
224	с новыми	1	1
225	от личности	1	1
226	ту же	2	1
227	если б	1	1
228	речь идет	3	1
229	в сфере	4	1
230	так я	1	1
231	с кем	1	1
232	пример и	1	1
233	переход от	1	1
