N	2gram	Propp_Russ_2	slovoVRo
1	и в	29	39
2	может быть	13	37
3	и т	5	35
4	и его	1	33
5	не только	10	24
6	и не	1	22
7	но и	8	21
8	не может	5	20
9	в нем	1	19
10	до конца	3	17
11	в этом	11	16
12	все это	10	16
13	так и	1	15
14	а не	4	14
15	отличие от	3	13
16	как в	7	13
17	в пределах	1	13
18	во всех	3	12
19	в отличие	3	12
20	и с	10	9
21	не в	4	9
22	таким образом	6	8
23	оно не	1	8
24	прежде всего	2	8
25	еще не	6	7
26	в него	2	7
27	при этом	6	7
28	в этих	3	7
29	для него	1	7
30	с ним	1	7
31	никогда не	2	7
32	могут быть	2	7
33	как мы	3	7
34	в его	1	7
35	и даже	1	7
36	и потому	1	7
37	как бы	18	7
38	но не	5	6
39	в своем	1	6
40	все же	2	6
41	но в	5	6
42	все эти	3	6
43	так сказать	1	6
44	в них	4	6
45	как и	11	6
46	она не	3	6
47	в большинстве	1	6
48	там где	2	6
49	этом случае	6	6
50	например в	1	5
51	это не	5	5
52	том что	22	5
53	но все	1	5
54	с другой	2	5
55	один из	2	5
56	в том	22	5
57	с ними	1	5
58	с одной	2	5
59	уже не	4	5
60	одной стороны	2	5
61	остается в	1	5
62	и для	2	5
63	только в	1	5
64	для нас	6	5
65	от него	1	5
66	и все	4	5
67	и наконец	1	5
68	и на	6	4
69	отношение к	1	4
70	сливается с	1	4
71	связанные с	2	4
72	всех этих	1	4
73	то же	4	4
74	его в	8	4
75	входит в	1	4
76	с другими	3	4
77	в новое	1	4
78	не менее	2	4
79	в то	2	4
80	одна из	11	4
81	в основе	1	4
82	эти формы	1	4
83	во всем	2	4
84	здесь не	1	4
85	для этого	5	4
86	и других	3	4
87	так как	13	4
88	и др	1	4
89	и мир	1	4
90	случае она	1	4
91	в основном	1	4
92	а в	9	4
93	в таком	4	4
94	ту же	1	3
95	как это	4	3
96	человека и	1	3
97	говорить о	1	3
98	стороны и	1	3
99	к новому	1	3
100	перед нами	1	3
101	и как	2	3
102	на этом	3	3
103	не с	2	3
104	не столько	2	3
105	не была	1	3
106	связи с	2	3
107	этом отношении	1	3
108	в ней	1	3
109	в состав	2	3
110	а также	4	3
111	к нему	4	3
112	между тем	3	3
113	что и	2	3
114	в свете	3	3
115	быть и	1	3
116	или даже	3	3
117	рядом с	1	3
118	в особенности	1	3
119	здесь в	2	3
120	в свою	1	3
121	может иметь	1	3
122	в некоторых	9	3
123	связано с	2	3
124	смысла и	1	3
125	если она	2	3
126	и там	3	3
127	и от	3	3
128	но это	1	3
129	что в	22	3
130	из себя	1	3
131	сказать что	1	3
132	одновременно и	1	3
133	во всяком	1	3
134	можно говорить	1	2
135	одним из	2	2
136	это и	2	2
137	с таким	1	2
138	мы уже	1	2
139	мы не	6	2
140	но она	2	2
141	на них	4	2
142	не был	2	2
143	не все	4	2
144	и свои	1	2
145	с этим	2	2
146	кроме того	2	2
147	хотя и	1	2
148	как уже	2	2
149	более или	1	2
150	как он	1	2
151	т д	5	2
152	в виде	4	2
153	и более	1	2
154	людей и	2	2
155	в нее	1	2
156	значение в	1	2
157	за ней	1	2
158	здесь это	1	2
159	далеко не	4	2
160	независимо от	1	2
161	мы видели	7	2
162	чем в	2	2
163	или менее	1	2
164	и другие	14	2
165	и при	2	2
166	в их	2	2
167	но эта	1	2
168	которые в	1	2
169	но он	3	2
170	однако в	1	2
171	тогда когда	4	2
172	дело в	1	2
173	того как	2	2
174	того чтобы	6	2
175	в одном	1	2
176	с одним	1	2
177	к ней	2	2
178	п в	12	2
179	и оно	1	2
180	и другим	1	2
181	должен быть	2	2
182	говорит и	1	2
183	свою очередь	1	2
184	на нем	1	2
185	без всякого	1	2
186	так в	2	2
187	в другом	1	2
188	и здесь	1	2
189	на него	1	2
190	о том	9	2
191	или на	8	2
192	влияние на	2	2
193	в различных	1	2
194	может не	1	2
195	в форме	2	2
196	как например	3	2
197	к различным	1	2
198	что он	1	2
199	мы увидим	1	2
200	всяком случае	1	2
201	где они	2	2
202	же и	1	2
203	уже в	1	2
204	в различные	1	2
205	для того	6	2
206	то что	5	2
207	не было	2	2
208	именно в	4	2
209	а именно	3	2
210	и затем	1	2
211	как о	1	2
212	не всегда	3	2
213	в одно	1	2
214	эти слова	1	2
215	вместе с	6	2
216	и особенно	1	2
217	изображается не	1	2
218	в данном	6	2
219	вокруг него	2	2
220	этих случаях	4	2
221	она может	1	2
222	всем этим	1	2
223	или в	7	2
224	жизни в	2	2
225	только с	1	2
226	все что	1	2
227	женщины и	1	1
228	он может	1	1
229	и есть	1	1
230	исключения и	1	1
231	из самых	1	1
232	и до	1	1
233	и за	1	1
234	а как	1	1
235	и о	3	1
236	когда начинается	1	1
237	место в	1	1
238	нас это	1	1
239	в самих	1	1
240	полное и	1	1
241	так называемые	1	1
242	и иначе	1	1
243	между собой	2	1
244	слова эти	1	1
245	что его	1	1
246	самих себя	1	1
247	видели что	4	1
248	совсем не	2	1
249	к ним	1	1
250	что так	1	1
251	не просто	1	1
252	в одной	1	1
253	все остальные	1	1
254	применении к	1	1
255	увидим что	1	1
256	этой цели	2	1
257	в самом	1	1
258	та же	2	1
259	он в	1	1
260	только два	1	1
261	выражение в	1	1
262	в этой	3	1
263	рассказ о	1	1
264	однако как	1	1
265	ее как	1	1
266	на то	1	1
267	если он	2	1
268	вообще не	1	1
269	что она	3	1
270	и еще	2	1
271	характер в	2	1
272	и по	3	1
273	с собой	1	1
274	об этом	2	1
275	на все	1	1
276	однако такая	1	1
277	на этой	1	1
278	знает что	1	1
279	те или	1	1
280	его своему	1	1
281	пародии и	1	1
282	в борьбу	1	1
283	должен был	3	1
284	не соответствует	1	1
285	здесь нет	1	1
286	мог бы	1	1
287	который без	1	1
288	оно все	1	1
289	на основании	1	1
290	они часто	1	1
291	несмотря на	1	1
292	такой же	1	1
293	оно же	1	1
294	и становится	1	1
295	на первый	3	1
296	в эту	3	1
297	в своей	2	1
298	при изучении	1	1
299	в такой	1	1
300	она в	1	1
301	должны были	2	1
302	силу и	2	1
303	тем не	2	1
304	как от	1	1
305	в таких	3	1
306	например и	1	1
307	в двух	1	1
308	с которой	1	1
309	можно понимать	1	1
310	и притом	1	1
311	дело не	2	1
312	иметь в	1	1
313	следовательно и	1	1
314	ничего не	1	1
315	где уже	1	1
316	ее с	1	1
317	по своей	1	1
318	же он	1	1
319	звучит в	1	1
320	от их	1	1
321	к себе	1	1
322	в духе	1	1
323	во все	1	1
324	и всех	1	1
325	как только	1	1
326	своей идеологии	1	1
327	совершенно иной	1	1
328	подходят к	1	1
329	что при	2	1
330	в применении	1	1
331	и это	1	1
332	некоторой степени	1	1
333	интересами и	1	1
334	в виду	2	1
335	и этим	1	1
336	приводит к	1	1
337	и иные	1	1
338	и другими	1	1
339	на которую	1	1
340	еще в	2	1
341	этим в	1	1
342	одно из	2	1
343	но может	1	1
344	не на	1	1
345	образом в	2	1
346	за пределами	2	1
347	с другим	2	1
348	и что	5	1
349	или их	2	1
350	можно сказать	1	1
351	нас в	1	1
352	должно было	3	1
353	в игру	1	1
354	затем в	1	1
355	тем как	1	1
356	во всей	1	1
357	представления о	2	1
358	в ту	1	1
359	смешение элементов	1	1
360	и следовательно	1	1
361	и отдельные	1	1
362	в самый	2	1
363	того что	3	1
364	в какой	1	1
365	друг друга	3	1
366	и действительно	1	1
367	и ее	2	1
368	их не	1	1
369	иной характер	2	1
370	в качестве	3	1
371	чаще всего	1	1
372	характерной для	1	1
373	совершался в	2	1
374	с нею	1	1
375	идеологии и	1	1
376	не можем	2	1
377	только на	1	1
378	значение и	1	1
379	к слову	1	1
380	а это	1	1
381	и обратно	1	1
382	но есть	1	1
383	за ним	3	1
384	мир в	1	1
385	в пространстве	1	1
386	в конце	1	1
387	ту сторону	1	1
388	до некоторой	1	1
389	случае не	1	1
390	из которого	1	1
391	как раз	1	1
392	тем что	3	1
393	в других	15	1
394	которые как	1	1
395	как у	1	1
396	с той	1	1
397	на которые	1	1
398	говорит о	2	1
399	должно быть	2	1
400	притом не	1	1
401	к сожалению	1	1
402	превращается в	1	1
403	а на	9	1
404	а наоборот	3	1
405	зависит от	1	1
406	другой стороны	1	1
407	все время	1	1
408	отнюдь не	1	1
409	или с	3	1
410	для этой	3	1
411	человек или	1	1
412	влияние и	1	1
413	все то	2	1
414	использовать и	1	1
415	даже не	1	1
416	в иных	1	1
417	всех других	1	1
