N	3gram	Voloshinov_1	Myslijsy
1	в том что	1	13
2	не может быть	2	9
3	о происхождении языка	2	7
4	тем не менее	1	6
5	и в этом	1	6
6	с другой стороны	1	5
7	но и в	3	4
8	происхождении языка и	1	4
9	в свою очередь	4	4
10	само по себе	1	4
11	только тогда когда	1	4
12	с точки зрения	5	3
13	и той же	2	3
14	то же время	7	3
15	и как бы	1	3
16	с самого начала	4	3
17	не только в	3	3
18	в то же	9	3
19	одной и той	2	3
20	мы увидим что	2	3
21	что иное как	2	2
22	только потому что	2	2
23	так как в	1	2
24	в том и	1	2
25	мы не имеем	2	2
26	том и другом	1	2
27	заключает в себе	4	2
28	на этот вопрос	1	2
29	одном и том	1	2
30	по крайней мере	1	2
31	к тому что	2	2
32	и том же	1	2
33	и при этом	1	2
34	не иначе как	1	2
35	для того чтобы	7	2
36	все то что	2	2
37	в одном и	1	2
38	вопроса о происхождении	1	2
39	и того же	1	2
40	не только не	1	2
41	одного и того	1	2
42	вопрос о происхождении	1	2
43	не что иное	2	2
44	как и в	1	2
45	слова были бы	1	1
46	и в жизни	1	1
47	не говоря уже	1	1
48	но то что	1	1
49	на самом деле	3	1
50	это будет видно	1	1
51	мы не можем	1	1
52	в разных местах	2	1
53	и не только	2	1
54	себе не может	1	1
55	к тому как	1	1
56	в какой форме	1	1
57	взаимодействия таким образом	1	1
58	не было бы	2	1
59	в этом отношении	2	1
60	жизни как бы	1	1
61	к которому мы	1	1
62	в собственном смысле	1	1
63	до сих пор	1	1
64	при этом не	1	1
65	с тем и	2	1
66	можно было бы	1	1
67	без помощи слова	1	1
68	что язык не	2	1
69	каждому из них	1	1
70	более или менее	1	1
71	можно заметить что	1	1
72	так а не	1	1
73	что мы не	1	1
74	чтобы убедиться в	1	1
75	что у нас	2	1
76	смысле этого слова	2	1
77	а не иначе	1	1
78	в связи с	2	1
79	и не могут	1	1
80	но при этом	2	1
81	и в отношении	1	1
82	то все же	1	1
83	том что язык	1	1
84	между тем в	1	1
85	помощи языка и	1	1
86	что в одном	1	1
87	это служит для	1	1
88	заключать в себе	1	1
89	в себе все	1	1
90	тесно связанные с	1	1
91	мы видели что	2	1
92	по себе не	1	1
93	и все же	1	1
94	между этими двумя	1	1
95	таким образом мы	1	1
96	то что мы	4	1
97	и тем самым	3	1
98	о том что	2	1
99	не существует и	1	1
100	и тем более	1	1
101	вопрос о том	1	1
102	до какой степени	1	1
103	тогда когда мы	1	1
104	но все же	2	1
105	как мы видим	1	1
106	во всех их	1	1
107	к одной и	1	1
108	может перейти в	1	1
109	связь с тем	1	1
110	так как и	1	1
111	что язык и	1	1
112	вопрос только в	1	1
113	говорящего и слушающего	3	1
114	в нас происходит	1	1
115	притом так что	1	1
116	не может получить	1	1
117	друг друга и	1	1
118	если б мы	1	1
119	не так как	2	1
120	как мы видели	3	1
