N	3gram	Tiupa_Anal_1	Problema
1	по отношению к	5	19
2	познания и поступка	1	15
3	и т п	3	13
4	не может быть	16	11
5	в художественном творчестве	1	9
6	но отнюдь не	1	7
7	с точки зрения	4	6
8	в отличие от	6	5
9	между тем как	1	5
10	имеет дело с	1	4
11	эстетический объект не	1	4
12	в данном случае	2	4
13	в художественном произведении	1	4
14	с другой стороны	2	4
15	эстетического объекта и	1	4
16	в конечном счете	4	4
17	в противном случае	1	3
18	в самом деле	2	3
19	в этом смысле	1	3
20	бы то ни	3	3
21	в основе своей	2	3
22	далеко не всегда	2	3
23	с одной стороны	3	3
24	эстетический объект как	1	3
25	от познания и	1	3
26	как мы увидим	1	3
27	то же время	6	3
28	в том что	9	3
29	произведение в его	1	3
30	в то же	8	3
31	внешнее материальное произведение	2	2
32	то же самое	2	2
33	в том же	1	2
34	ни в коем	2	2
35	но и в	2	2
36	и не может	4	2
37	то или иное	1	2
38	в коем случае	2	2
39	и в частности	1	2
40	то есть его	1	2
41	то ни было	3	2
42	не только в	1	2
43	не могут быть	2	2
44	мы имеем дело	4	2
45	с эстетическим объектом	1	2
46	того или иного	3	2
47	во всех своих	1	2
48	чувствую себя как	1	2
49	коем случае не	2	2
50	начало и конец	1	2
51	и тем самым	1	2
52	той или иной	6	2
53	содержания эстетического объекта	1	2
54	эстетического объекта не	1	2
55	для того чтобы	3	2
56	в этом отношении	2	2
57	творца и не	1	1
58	объектом эстетического анализа	1	1
59	чего бы то	1	1
60	становится зыбкой и	1	1
61	что иное как	5	1
62	не становится вследствие	1	1
63	взаимоопределении с опознанной	1	1
64	произведения с точки	1	1
65	рецептивный положительно-приемлющий характер	1	1
66	какою-то мистическою или	1	1
67	в мире тоже	1	1
68	эстетики становится зыбкой	1	1
69	и поступком оцененной	1	1
70	которую я вхожу	1	1
71	незаместимое место в	1	1
72	познавательно социально политически	1	1
73	имеются два эмпирически	1	1
74	а не с	1	1
75	а вовсе не	1	1
76	в свою очередь	1	1
77	его рецептивный положительно-приемлющий	1	1
78	не есть вещь	2	1
79	содержание эстетической деятельности	1	1
80	далеко не все	1	1
81	и значимом познавательно	1	1
82	не говоря уже	1	1
83	в этом последнем	1	1
84	ни в материальном	1	1
85	подобно тому как	3	1
86	также и в	1	1
87	активном взаимоопределении с	1	1
88	могут и должны	1	1
89	базы систематико-философской эстетики	1	1
90	может быть признано	1	1
91	в том и	2	1
92	я чувствую себя	1	1
93	направленной на произведение	1	1
94	о том как	1	1
95	становится вследствие этого	1	1
96	резко отличающая его	1	1
97	до сих пор	1	1
98	говоря уже о	1	1
99	художественном творчестве имеются	1	1
100	систематико-философской эстетики становится	1	1
101	более того в	1	1
102	в самом произведении	1	1
103	сами по себе	2	1
104	в которой я	1	1
105	творчестве имеются два	1	1
106	может иметь место	1	1
107	подхода к художественной	1	1
108	социально политически экономически	1	1
109	на самом же	1	1
110	эстетической деятельности созерцания	1	1
111	по аналогии с	1	1
112	объект не есть	1	1
113	или хотя бы	1	1
114	вследствие этого какою-то	1	1
115	значимом познавательно социально	1	1
116	художественного впечатления но	1	1
117	могли бы быть	2	1
118	отнюдь не к	1	1
119	ни в психике	1	1
120	в материальном произведении	1	1
121	материальное произведение как	1	1
122	вхожу как необходимый	1	1
123	и активном взаимоопределении	1	1
124	и не в	4	1
125	и случайной в	1	1
126	произведение как осуществляющее	1	1
127	может быть понят	1	1
128	в равной мере	1	1
129	может быть найден	1	1
130	найден ни в	1	1
131	в новом свете	1	1
132	и художественное творчество	1	1
133	эстетического резко отличающая	1	1
134	два эмпирически наличных	1	1
135	или о чем	1	1
136	себя как активного	1	1
137	политически экономически религиозно	1	1
138	может служить и	1	1
139	не что иное	4	1
140	лишенная базы систематико-философской	1	1
141	факторы художественного впечатления	3	1
142	не в его	1	1
143	наличных момента внешнее	1	1
144	нашем случае художественного	1	1
145	но в то	2	1
146	не о том	2	1
147	в психике ни	1	1
148	и художественно значимо	1	1
149	смысле этого слова	1	1
150	в равной степени	2	1
151	и должно быть	1	1
152	по отношению ко	1	1
153	и как бы	1	1
154	имеем дело с	3	1
155	в нашем случае	3	1
156	творчества и восприятия	1	1
157	психике ни в	1	1
158	не в том	3	1
159	как эстетический объект	1	1
160	и психический процесс	1	1
161	его от познания	1	1
162	в связи с	1	1
163	напряженном и активном	1	1
164	с опознанной и	1	1
165	опознанной и поступком	1	1
166	поступком оцененной действительностью	1	1
167	его то есть	1	1
168	только в его	1	1
169	художественного творчества в	1	1
170	этого какою-то мистическою	1	1
171	осуществляющее эстетический объект	1	1
172	понять внешнее материальное	1	1
173	но в принципе	1	1
174	самом же деле	1	1
175	художественно значимо в	1	1
176	внутреннего и внешнего	2	1
177	событийный характер эстетического	1	1
178	в свое время	2	1
