N	2gram	Tiupa_Anal_2	Narrotol
1	не только	16	26
2	а не	10	17
3	представляет собой	8	16
4	тогда как	19	15
5	но и	12	15
6	при этом	10	14
7	в том	12	14
8	в качестве	11	14
9	и не	12	14
10	в этом	18	13
11	и в	16	13
12	том что	12	13
13	состоит в	8	12
14	такого рода	2	12
15	только в	4	11
16	в частности	16	11
17	может быть	6	10
18	в данном	8	10
19	своего рода	12	9
20	сводится к	3	9
21	так и	15	9
22	то есть	9	9
23	к тому	7	9
24	а в	3	9
25	в себе	7	8
26	то что	7	8
27	не в	4	8
28	коммуникативного события	4	8
29	в тексте	24	8
30	не может	4	8
31	иначе говоря	11	7
32	у него	4	6
33	в рамках	3	6
34	в своем	4	6
35	и к	5	6
36	но в	6	6
37	всего лишь	8	6
38	в жизни	1	6
39	никогда не	3	6
40	ничего не	9	6
41	данном случае	5	6
42	коммуникативное событие	1	6
43	и т.п	8	6
44	можно сказать	4	6
45	а также	7	6
46	в его	2	6
47	вслед за	2	6
48	того что	2	6
49	со стороны	3	6
50	прежде всего	3	6
51	как бы	10	6
52	я не	1	5
53	ответ на	3	5
54	отличие от	2	5
55	как в	4	5
56	хотя и	4	5
57	в нем	1	5
58	тем не	3	5
59	он не	2	5
60	таким образом	2	5
61	на протяжении	2	5
62	и тем	4	5
63	далеко не	1	5
64	точки зрения	4	5
65	в котором	2	5
66	место в	3	5
67	не столько	3	5
68	человеческого я	1	5
69	тем самым	4	5
70	в то	2	5
71	на него	2	5
72	о том	7	5
73	с одной	5	5
74	по отношению	4	5
75	с другой	6	5
76	одной стороны	4	5
77	в отличие	2	5
78	я в	3	5
79	отношению к	4	5
80	то же	4	4
81	и мира	1	4
82	в ее	1	4
83	в этой	9	4
84	отнюдь не	8	4
85	о жизни	2	4
86	перед нами	1	4
87	встрече с	1	4
88	тому же	4	4
89	в силу	1	4
90	уже не	4	4
91	в мире	6	4
92	об этом	1	4
93	в глазах	1	4
94	все его	1	4
95	в своей	2	4
96	не к	1	4
97	в конце	4	4
98	не менее	4	4
99	при всей	3	4
100	но при	1	4
101	в себя	4	4
102	читателя в	4	4
103	времени и	1	4
104	если бы	3	4
105	как у	1	4
106	и т.д	3	4
107	в другом	1	4
108	уже говорилось	4	4
109	в какой	1	4
110	свидетельствует о	2	4
111	для него	4	4
112	в рассказе	1	4
113	как и	14	4
114	мира в	1	4
115	как это	6	4
116	в литературе	1	4
117	не является	1	4
118	и все	3	4
119	с ним	2	4
120	же в	1	4
121	что в	2	4
122	все что	2	4
123	для себя	1	3
124	самом деле	1	3
125	говорилось выше	1	3
126	едва ли	3	3
127	а как	2	3
128	мы имеем	3	3
129	повествования в	2	3
130	жизни так	1	3
131	с его	1	3
132	как правило	4	3
133	но не	4	3
134	в целом	8	3
135	все эти	1	3
136	в ответ	2	3
137	в известном	1	3
138	и его	4	3
139	особое место	1	3
140	так сказать	1	3
141	не следует	2	3
142	от которого	2	3
143	внутренней речи	4	3
144	и по	1	3
145	конечном счете	2	3
146	самим собой	1	3
147	того или	3	3
148	при встрече	1	3
149	соответствии с	2	3
150	характер и	1	3
151	которой он	1	3
152	что я	1	3
153	тому что	1	3
154	одна из	1	3
155	же время	2	3
156	по своей	1	3
157	этом отношении	3	3
158	той или	3	3
159	коммуникативном событии	1	3
160	и сам	3	3
161	строго говоря	2	3
162	о нем	1	3
163	внимание на	2	3
164	за пределами	2	3
165	в конечном	3	3
166	это не	1	3
167	известном смысле	1	3
168	один из	2	3
169	с ними	3	3
170	и представляет	1	3
171	никак не	2	3
172	между тем	2	3
173	то и	1	3
174	первого лица	1	3
175	или даже	2	3
176	представить себе	1	3
177	как раз	4	3
178	и даже	9	3
179	или иной	3	3
180	только к	1	3
181	в соответствии	2	3
182	да и	1	3
183	с этой	1	3
184	в аспекте	4	3
185	и для	2	3
186	лицо и	1	3
187	от первого	1	3
188	сказать что	2	3
189	к его	2	3
190	или иного	3	3
191	в таком	2	3
192	и т	1	2
193	мере в	1	2
194	в нарративном	1	2
195	к другому	1	2
196	отношения между	1	2
197	по его	1	2
198	современной нарратологии	1	2
199	ему в	3	2
200	самого рассказывания	2	2
201	еще не	2	2
202	столь же	4	2
203	в чем	1	2
204	иного рода	2	2
205	себе и	1	2
206	в центре	3	2
207	встречи с	2	2
208	однако не	1	2
209	как уже	3	2
210	однако на	1	2
211	мертвых душ	1	2
212	в концовке	1	2
213	со своей	1	2
214	в самом	6	2
215	бы с	1	2
216	в нашем	3	2
217	из этих	1	2
218	раз в	1	2
219	роль в	2	2
220	как он	1	2
221	на то	2	2
222	в случае	2	2
223	вследствие этого	2	2
224	соотнесенность с	1	2
225	жизнью и	2	2
226	что она	2	2
227	выше уже	2	2
228	в принципе	1	2
229	и читателя	3	2
230	чтобы в	1	2
231	той же	2	2
232	было бы	3	2
233	о личности	2	2
234	со своими	1	2
235	несмотря на	3	2
236	ведет к	1	2
237	адресата не	1	2
238	с точки	2	2
239	и что	1	2
240	стало быть	2	2
241	и более	1	2
242	однако в	1	2
243	другого сознания	1	2
244	мира не	1	2
245	что с	2	2
246	в обоих	2	2
247	не имеет	2	2
248	текста и	2	2
249	как о	3	2
250	говорить о	6	2
251	и внутренней	1	2
252	картины мира	2	2
253	только не	4	2
254	имеем дело	3	2
255	потому что	1	2
256	для нас	1	2
257	со своим	3	2
258	в сознании	4	2
259	не вполне	1	2
260	к читателю	2	2
261	у нас	1	2
262	личности в	1	2
263	и здесь	1	2
264	его внутренней	1	2
265	мы узнаем	2	2
266	но одновременно	1	2
267	событийности в	1	2
268	имеет место	4	2
269	и он	2	2
270	рецептивного сознания	1	2
271	подобно тому	3	2
272	классического реализма	2	2
273	можно было	3	2
274	те же	2	2
275	начала и	1	2
276	участия в	1	2
277	во второй	4	2
278	личности героя	1	2
279	восходит к	1	2
280	или иначе	1	2
281	что и	3	2
282	свидетеля и	1	2
283	дело с	1	2
284	себя в	2	2
285	в начале	1	2
286	не все	1	2
287	опыта присутствия	1	2
288	персонажа и	1	2
289	в равной	1	2
290	о них	1	2
291	у меня	1	2
292	собой своего	1	2
293	обратиться к	1	2
294	одно из	2	2
295	а то	2	2
296	по словам	1	2
297	вовсе не	2	2
298	может служить	1	2
299	не случайно	8	2
300	читателем в	1	2
301	присутствия в	2	2
302	представляют собой	2	2
303	только на	3	2
304	не оказывается	2	2
305	с другим	1	2
306	именно в	3	2
307	очевидным образом	2	2
308	нового времени	1	2
309	героя и	1	2
310	говорит о	5	2
311	превращается в	2	2
312	принадлежит не	1	2
313	зависит от	1	2
314	толстого или	1	2
315	адекватного восприятия	1	2
316	если не	1	2
317	на фоне	3	2
318	так же	2	2
319	сознания которое	1	2
320	перекликается с	2	2
321	к своему	2	2
322	о чем	2	2
323	тому как	3	2
324	главного героя	3	2
325	но это	1	2
326	и адресата	2	2
327	говоря это	1	2
328	для автора	1	2
329	в результате	3	2
330	своей собственной	1	2
331	собственно говоря	2	2
332	бы в	3	2
333	тем более	1	2
334	хотя бы	1	2
335	только что	1	2
336	вступает в	2	2
337	в свою	1	2
338	и рецептивного	1	2
339	точно так	1	2
340	по поводу	3	2
341	которая состоит	1	2
342	как на	1	2
343	а между	1	1
344	границы между	1	1
345	отношения к	2	1
346	также и	1	1
347	с с	1	1
348	таком случае	2	1
349	противоречие с	1	1
350	так у	4	1
351	с действительной	1	1
352	перед читателем	1	1
353	в ситуации	3	1
354	каждый из	1	1
355	перед лицом	2	1
356	тем же	1	1
357	между двумя	4	1
358	жизни есть	1	1
359	смерть в	1	1
360	из его	2	1
361	противном случае	1	1
362	ведь и	2	1
363	оказывается и	1	1
364	текста в	6	1
365	побуждает его	1	1
366	достаточных оснований	1	1
367	я как	2	1
368	достаточно очевидным	1	1
369	христианской культуры	1	1
370	случае это	1	1
371	именно к	1	1
372	высказывания в	3	1
373	своей судьбы	3	1
374	собственно художественной	1	1
375	жизненной позиции	3	1
376	на себя	5	1
377	отступление от	1	1
378	проявляется в	3	1
379	и самого	1	1
380	собой в	2	1
381	в уста	1	1
382	видения жизни	1	1
383	иное как	1	1
384	быть в	1	1
385	рассказчика хроникера	2	1
386	не хотелось	1	1
387	на своих	1	1
388	во всех	4	1
389	не смерти	1	1
390	а тем	1	1
391	восходящая к	1	1
392	в сторону	5	1
393	в общем	2	1
394	очевидно что	1	1
395	за пределы	4	1
396	общий знаменатель	1	1
397	голосом и	1	1
398	старуха которая	1	1
399	рассказ о	1	1
400	не принимает	1	1
401	как говорит	2	1
402	смысловой значимости	2	1
403	субъекта и	1	1
404	в акте	1	1
405	данный момент	1	1
406	этой стороны	1	1
407	что касается	3	1
408	в противном	1	1
409	по форме	1	1
410	и как	1	1
411	современный человек	1	1
412	и наконец	1	1
413	адресата в	1	1
414	его к	1	1
415	более или	1	1
416	себе не	2	1
417	здесь и	1	1
418	о самом	1	1
419	креативного и	1	1
420	выступающего в	1	1
421	в которой	1	1
422	бы и	1	1
423	в литературном	1	1
424	к наррации	1	1
425	текста именно	2	1
426	так или	1	1
427	это открытие	1	1
428	бы не	1	1
429	поскольку в	1	1
430	в главе	1	1
431	по преимуществу	4	1
432	с их	2	1
