N	3gram	Medvedev_F_1	Istorich
1	и т д	8	16
2	с другой стороны	1	8
3	так же как	1	4
4	с одной стороны	4	4
5	тем не менее	1	4
6	в том что	1	4
7	этой точки зрения	1	3
8	мы уже знаем	1	3
9	с этой точки	1	3
10	с этой стороны	1	3
11	мы видим что	1	3
12	не может быть	5	3
13	в данном случае	1	3
14	уже знаем что	1	2
15	между прочим и	1	2
16	но и в	1	2
17	до сих пор	6	2
18	в том чтобы	2	2
19	так и в	4	2
20	т е в	1	2
21	есть еще одна	1	2
22	мы не можем	2	2
23	но все же	1	2
24	то же что	1	2
25	на то чтобы	1	2
26	что и в	1	2
27	мы увидим что	1	2
28	и здесь нет	1	1
29	с точки зрения	13	1
30	состоит в том	1	1
31	по отношению к	4	1
32	и может быть	1	1
33	что в данном	1	1
34	в своей работе	2	1
35	же как и	1	1
36	в нем и	2	1
37	связь может быть	1	1
38	в зависимости от	2	1
39	сама по себе	2	1
40	но есть еще	1	1
41	бы то ни	3	1
42	как мы увидим	2	1
43	в литературе нет	1	1
44	и т п	4	1
45	в большинстве случаев	2	1
46	и все в	1	1
47	увидим дальше что	1	1
48	как если бы	2	1
49	и не в	2	1
50	вместе с тем	1	1
51	в предыдущей главе	1	1
52	мы увидим дальше	1	1
53	все это в	1	1
54	в самом начале	1	1
55	то ни было	1	1
56	то же происходит	1	1
57	нами в предыдущей	1	1
58	в связи с	2	1
59	в связи со	2	1
60	не может и	1	1
61	еще одна область	1	1
62	тут-то и вступает	1	1
63	более или менее	6	1
64	эта связь может	1	1
65	не один а	1	1
66	это значит что	1	1
67	не только на	1	1
68	но все эти	1	1
69	и вступает в	1	1
70	все в этом	1	1
71	мы и здесь	1	1
72	к тому что	1	1
73	тем более не	1	1
74	все это не	1	1
75	не в этом	1	1
76	и в каждом	2	1
77	как мы видели	2	1
