N	2gram	Vygotskiy__4	Hudozhes
1	и в	33	28
2	в рассказе	8	21
3	том что	22	19
4	в ее	2	18
5	и не	13	18
6	в том	21	15
7	а не	6	14
8	в этом	28	13
9	не в	2	13
10	о том	20	12
11	перед нами	6	11
12	не только	7	11
13	при этом	2	11
14	как и	5	11
15	в его	10	11
16	в себе	6	9
17	но и	3	9
18	так и	3	8
19	между тем	1	8
20	что он	20	8
21	себя в	4	8
22	в жизни	4	8
23	в душе	1	8
24	может быть	22	8
25	я не	4	7
26	по отношению	1	7
27	казалось что	1	7
28	что она	10	7
29	в мире	3	7
30	об этом	4	7
31	к тому	12	7
32	в частности	4	7
33	как это	14	7
34	и все	12	7
35	с ним	5	7
36	жизни в	1	7
37	отношению к	1	7
38	в котором	2	6
39	то же	9	6
40	не было	3	6
41	и с	2	6
42	в своей	4	6
43	в то	3	6
44	тем что	3	6
45	казалось бы	5	6
46	если бы	10	6
47	сводится к	2	6
48	можно сказать	2	6
49	это не	6	6
50	а в	4	6
51	то что	44	6
52	жизни и	4	6
53	с его	2	5
54	в этой	9	5
55	как в	3	5
56	в самом	12	5
57	что это	13	5
58	не могла	1	5
59	рядом с	1	5
60	в своем	7	5
61	у него	6	5
62	никогда не	5	5
63	ничего не	2	5
64	и его	5	5
65	она не	3	5
66	и сам	1	5
67	только на	1	5
68	одно из	2	5
69	для него	1	5
70	как бы	25	5
71	да и	3	5
72	с ее	3	5
73	вот и	1	5
74	что в	21	5
75	и другие	1	5
76	и т	6	4
77	но не	3	4
78	в художественном	2	4
79	подобно тому	1	4
80	он не	11	4
81	и уже	4	4
82	тому что	6	4
83	же время	2	4
84	как будто	8	4
85	и о	4	4
86	того чтобы	22	4
87	в конечном	1	4
88	вслед за	3	4
89	что они	6	4
90	только в	4	4
91	что и	3	4
92	как раз	9	4
93	для того	23	4
94	говорит о	4	4
95	превращается в	1	4
96	не может	10	4
97	тому как	2	4
98	рассказа в	3	4
99	бы и	2	4
100	была бы	2	3
101	человека и	1	3
102	и казалось	1	3
103	едва ли	2	3
104	с толстым	1	3
105	и он	3	3
106	в ней	6	3
107	еще не	1	3
108	и на	5	3
109	столь же	2	3
110	всякий раз	6	3
111	о смерти	5	3
112	перед глазами	1	3
113	не все	2	3
114	со стороны	2	3
115	бы не	2	3
116	раз в	7	3
117	как он	5	3
118	в нем	7	3
119	можно было	4	3
120	что все	11	3
121	мы уже	5	3
122	было бы	12	3
123	в это	2	3
124	в них	2	3
125	несмотря на	1	3
126	в этих	1	3
127	любви и	1	3
128	на него	4	3
129	о них	2	3
130	ни о	1	3
131	как только	2	3
132	же самое	6	3
133	и это	5	3
134	не могу	1	3
135	ни слова	1	3
136	что у	4	3
137	внимание на	2	3
138	героя не	1	3
139	это была	1	3
140	к нему	1	3
141	одной из	1	3
142	деле не	1	3
143	и ее	2	3
144	с одной	3	3
145	для нас	7	3
146	конечном счете	1	3
147	в одном	3	3
148	что на	1	3
149	с другой	2	3
150	на ее	2	3
151	все время	24	3
152	а с	2	3
153	прежде всего	2	3
154	так же	13	3
155	противоречие с	1	3
156	одной стороны	3	3
157	все это	13	3
158	ли в	1	3
159	или в	1	3
160	будто бы	1	3
161	все они	2	3
162	героя и	2	3
163	и состоит	1	3
164	по поводу	4	3
165	самом деле	12	3
166	во сне	1	3
167	же как	3	2
168	и то	2	2
169	характера а	1	2
170	в первом	1	2
171	той же	4	2
172	а как	2	2
173	он знает	2	2
174	говорить о	3	2
175	о боге	1	2
176	он сам	1	2
177	тем как	1	2
178	не понимаю	1	2
179	если в	1	2
180	более чем	1	2
181	разговора о	1	2
182	сюжетного построения	1	2
183	все же	5	2
184	и к	2	2
185	но в	2	2
186	со своей	1	2
187	та же	3	2
188	в нашем	1	2
189	из этих	2	2
190	разговор о	3	2
191	о ее	5	2
192	тому же	3	2
193	мысли и	1	2
194	т д	2	2
195	на этом	3	2
196	могла бы	4	2
197	не будет	4	2
198	зрения на	1	2
199	его в	3	2
200	это было	4	2
201	о которых	2	2
202	характер и	1	2
203	и было	1	2
204	обратимся к	3	2
205	со всей	2	2
206	место в	2	2
207	с точки	4	2
208	она в	1	2
209	не столько	1	2
210	что говорит	2	2
211	нельзя было	1	2
212	начнем с	1	2
213	того как	1	2
214	одна из	4	2
215	не по	2	2
216	только не	2	2
217	к ней	1	2
218	в основе	3	2
219	мысли о	2	2
220	рассказа и	10	2
221	как мы	4	2
222	на другой	1	2
223	мысль о	1	2
224	с собой	1	2
225	те же	2	2
226	и опять	3	2
227	до сих	3	2
228	во второй	1	2
229	том как	3	2
230	в последней	2	2
231	одно это	1	2
232	все те	2	2
233	о нем	4	2
234	в другом	1	2
235	и просто	1	2
236	а также	1	2
237	и только	7	2
238	с матерью	1	2
239	и об	1	2
240	один из	2	2
241	себя с	1	2
242	дело с	3	2
243	ли он	2	2
244	уже одно	1	2
245	мы читаем	2	2
246	именно на	1	2
247	с какой	1	2
248	было так	1	2
249	же и	1	2
250	и у	1	2
251	ни одного	2	2
252	в виде	3	2
253	его и	2	2
254	человеческих отношений	1	2
255	себе в	1	2
