N	3gram	Vygotskiy__7	EvropaiC
1	в том что	13	16
2	до сих пор	3	12
3	по отношению к	5	10
4	друг с другом	2	9
5	с точки зрения	21	8
6	на самом деле	2	7
7	на то что	4	7
8	друг от друга	2	6
9	мы говорили выше	2	6
10	для того чтобы	18	6
11	в самом деле	4	5
12	по сравнению с	7	5
13	которых мы говорили	2	4
14	в каждый данный	1	4
15	в этом случае	14	4
16	в этой области	1	4
17	с другой стороны	1	4
18	не может быть	4	4
19	о том что	4	4
20	тот факт что	1	4
21	о которых мы	2	4
22	тем не менее	3	4
23	в конце концов	1	4
24	в том же	1	3
25	каждый данный момент	1	3
26	и то что	3	3
27	так же как	7	3
28	в данном случае	5	3
29	таким образом в	2	3
30	заключается в том	4	3
31	в том и	3	2
32	том что он	2	2
33	заключает в себе	1	2
34	несмотря на то	1	2
35	вместе с тем	4	2
36	сильнее чем у	1	2
37	с одной стороны	5	2
38	таким же образом	1	2
39	друг к другу	1	2
40	во всяком случае	1	2
41	что несмотря на	1	2
42	во всех этих	1	2
43	как и в	3	2
44	в свою очередь	2	2
45	но все же	1	2
46	в то же	1	2
47	и в конце	2	1
48	потому что как	1	1
49	а следовательно и	1	1
50	нет и не	2	1
51	степени а не	1	1
52	если все эти	1	1
53	мы уже говорили	1	1
54	этом и состоит	1	1
55	и то же	3	1
56	то время как	2	1
57	но при этом	1	1
58	так как эта	1	1
59	так что в	1	1
60	никак не может	1	1
61	самого начала в	1	1
62	то же самое	5	1
63	таким образом оказывается	1	1
64	из этих людей	1	1
65	в одну кучу	1	1
66	только по отношению	1	1
67	что в каждый	1	1
68	только в том	1	1
69	тем что она	1	1
70	и не может	1	1
71	образом оказывается что	1	1
72	в лучшем случае	2	1
73	в зависимости от	1	1
74	представление о том	2	1
75	друг на друга	1	1
76	таким образом все	1	1
77	мы находим в	2	1
78	из того что	2	1
79	том числе и	1	1
80	том и другом	2	1
81	по тем же	1	1
82	это имеет место	1	1
83	точно так же	2	1
84	в одинаковой мере	1	1
85	что оно представляет	1	1
86	одно и то	3	1
87	в равной мере	1	1
88	самое что и	1	1
89	может быть не	1	1
90	то что для	2	1
91	в высшей степени	1	1
92	на вопрос можно	1	1
93	должна была бы	1	1
94	состоит в том	3	1
95	до некоторой степени	1	1
96	благодаря тому что	2	1
97	приводит к тому	2	1
98	но именно в	1	1
99	все что мы	3	1
100	том что они	2	1
101	в этом и	2	1
102	но вместе с	1	1
103	что у него	1	1
104	и той же	2	1
105	есть в этом	1	1
106	вместо того чтобы	1	1
107	из отдельных частей	1	1
108	шаг за шагом	1	1
109	остается в силе	1	1
110	и таким образом	1	1
111	и объяснения его	1	1
112	до тех пор	1	1
113	вопрос можно ли	1	1
114	но для того	1	1
115	таким образом мы	1	1
116	же самое что	2	1
117	через целый ряд	1	1
118	в то время	2	1
119	когда дело идет	1	1
120	из которых каждый	1	1
121	смысле этого слова	3	1
122	с самого начала	7	1
123	не только не	9	1
124	которого в данном	1	1
125	этот факт не	1	1
126	в том числе	1	1
127	к тому что	6	1
128	одной и той	2	1
129	самом деле если	1	1
130	как мы видели	3	1
131	если бы все	2	1
132	что мы можем	1	1
133	таким образом даже	1	1
134	от друга в	1	1
135	связей между отдельными	1	1
136	таким образом по	1	1
137	надо признать что	1	1
138	только тогда когда	1	1
139	и ко всем	2	1
