N	2gram	Bakhtin_Pr_1	StatiiOP
1	и в	23	44
2	в том	11	36
3	что в	8	30
4	том что	9	29
5	в этом	25	21
6	вовсе не	8	19
7	не только	13	18
8	то что	18	18
9	было бы	6	17
10	о том	2	17
11	а в	7	17
12	а не	20	16
13	и не	34	16
14	может быть	21	15
15	в области	3	14
16	в данном	2	14
17	как в	6	13
18	можно было	3	13
19	не в	6	12
20	в первой	2	12
21	самом деле	5	11
22	в этой	4	11
23	того чтобы	4	11
24	у нас	1	11
25	точки зрения	21	11
26	но в	4	10
27	для того	2	10
28	что он	10	10
29	только в	8	10
30	но и	11	10
31	как и	8	9
32	в отношении	2	9
33	в то	10	9
34	так и	10	9
35	во второй	1	9
36	если бы	10	9
37	того что	2	9
38	в его	24	9
39	с другой	2	9
40	например в	3	8
41	во всех	5	8
42	все же	5	8
43	но ведь	1	8
44	это не	10	8
45	из них	2	8
46	с точки	15	8
47	и его	13	8
48	не может	11	8
49	я не	3	7
50	что они	1	7
51	в самом	8	7
52	таким образом	11	7
53	другой стороны	2	7
54	для нас	3	7
55	этом отношении	5	7
56	до сих	2	7
57	прежде всего	7	7
58	сих пор	2	7
59	сказать что	5	7
60	по поводу	1	7
61	на самом	4	6
62	со стороны	2	6
63	из этих	2	6
64	в своей	11	6
65	потому что	12	6
66	данном случае	2	6
67	что и	5	6
68	всяком случае	3	6
69	так что	1	6
70	для него	15	6
71	именно в	6	6
72	дело в	1	6
73	в той	6	6
74	что же	1	6
75	но это	5	6
76	хотя бы	2	6
77	во всяком	4	6
78	и то	1	5
79	то же	10	5
80	той же	6	5
81	в целом	4	5
82	все эти	8	5
83	в нем	20	5
84	и по	2	5
85	такой же	1	5
86	в котором	2	5
87	в которых	2	5
88	не менее	1	5
89	никогда не	5	5
90	могут быть	1	5
91	стр и	1	5
92	мне кажется	1	5
93	так как	7	5
94	тем что	3	5
95	и даже	3	5
96	нужно сказать	1	5
97	там где	6	5
98	что мы	1	5
99	все это	7	5
100	была бы	2	5
101	совершенно не	1	5
102	жизни и	6	5
103	так же	6	5
104	это и	9	4
105	в которой	4	4
106	вопрос о	4	4
107	в новом	1	4
108	бы и	4	4
109	что это	1	4
110	что она	2	4
111	в россии	1	4
112	является не	3	4
113	но все	4	4
114	я считаю	1	4
115	можно ли	1	4
116	же время	7	4
117	это слово	1	4
118	своей статье	1	4
119	как будто	3	4
120	том отношении	1	4
121	в ее	1	4
122	что у	1	4
123	на вопрос	2	4
124	и что	1	4
125	заключается в	2	4
126	во втором	1	4
127	этот вопрос	2	4
128	в качестве	1	4
129	же и	1	4
130	как раз	4	4
131	не было	3	4
132	даже не	1	4
133	к которому	1	4
134	должна была	4	4
135	в частности	1	4
136	как бы	28	4
137	тем более	1	4
138	или иного	1	4
139	того или	1	4
140	это в	2	4
141	гораздо более	1	4
142	же как	1	3
143	тем же	1	3
144	должна быть	2	3
145	и за	1	3
146	то это	1	3
147	конечно и	4	3
148	в ней	1	3
149	еще не	5	3
150	в чем	1	3
151	своего рода	1	3
152	но не	8	3
153	не все	1	3
154	ответ на	1	3
155	по отношению	11	3
156	в истории	2	3
157	с этим	1	3
158	как к	1	3
159	что касается	1	3
160	не являются	1	3
161	то в	1	3
162	точку зрения	4	3
163	в чужую	2	3
164	задний план	1	3
165	не значит	2	3
166	же это	1	3
167	в каждом	8	3
168	и с	4	3
169	лишь в	3	3
170	и тем	2	3
171	даже в	2	3
172	кажется что	3	3
173	ни в	3	3
174	чем в	2	3
175	что не	1	3
176	тому что	2	3
177	что о	1	3
178	в конце	5	3
179	а на	1	3
180	в основе	5	3
181	в каком	1	3
182	здесь совершенно	1	3
183	и вполне	2	3
184	должны быть	1	3
185	что оно	1	3
186	в применении	1	3
187	должен быть	1	3
188	для себя	2	3
189	не трудно	1	3
190	об этом	1	3
191	поэтому в	2	3
192	его жизни	1	3
193	тем или	1	3
194	между тем	5	3
195	и только	1	3
196	но с	1	3
197	в какой	1	3
198	это очень	3	3
199	по этому	2	3
200	в начале	1	3
201	а именно	1	3
202	а с	1	3
203	что для	2	3
204	говорит о	1	3
205	на этот	2	3
206	в тех	1	3
207	да и	2	3
208	материал для	1	3
209	с этой	1	3
210	вопрос в	1	3
211	и для	3	3
212	не существует	1	3
213	в результате	4	3
214	или иным	1	3
215	будто бы	1	3
216	отношению к	11	3
217	капитанской дочки	1	2
218	отношения к	2	2
219	в первом	2	2
220	зрения их	1	2
221	а как	6	2
222	мы не	2	2
223	не была	1	2
224	в сущности	5	2
225	время как	1	2
226	совпадает с	2	2
227	подчеркнуть что	1	2
228	как правило	1	2
229	совсем не	1	2
230	отношение к	1	2
231	за пределы	6	2
232	идет о	3	2
233	что как	1	2
234	в своем	8	2
235	есть в	3	2
236	смысле этого	1	2
237	от этого	1	2
238	ни один	2	2
239	в себе	5	2
240	но он	2	2
241	работ по	1	2
242	но на	1	2
243	вообще не	1	2
244	при этом	3	2
245	но именно	4	2
246	он не	4	2
247	всех этих	3	2
248	он должен	1	2
249	и более	1	2
250	ни были	1	2
251	что ни	1	2
252	я бы	1	2
253	что все	3	2
254	при помощи	1	2
255	его в	4	2
256	ни одной	2	2
257	словам в	1	2
258	и уже	3	2
259	нисколько не	2	2
260	места в	1	2
261	можно найти	1	2
262	академии наук	1	2
263	знает и	1	2
264	их в	2	2
265	критической литературы	3	2
266	произведения в	1	2
267	да ведь	2	2
268	тем самым	1	2
269	как можно	2	2
270	она не	5	2
271	на него	2	2
272	было не	1	2
273	говорить о	2	2
274	случае не	1	2
275	ничего не	6	2
276	к концу	1	2
277	убедиться в	1	2
278	в сознании	2	2
279	только с	2	2
280	есть только	1	2
281	и это	5	2
282	говорит об	1	2
283	то время	2	2
284	и сам	2	2
285	для этого	1	2
286	только у	3	2
287	это объясняется	1	2
288	то есть	24	2
289	и все	3	2
290	все в	6	2
291	и во	2	2
292	а потому	2	2
293	крайней мере	2	2
294	не надо	1	2
295	и можно	1	2
296	нет такой	1	2
297	статье о	1	2
298	более что	1	2
299	к нему	3	2
300	быть и	1	2
301	на которой	1	2
302	по своей	1	2
303	его статьи	1	2
304	со всеми	1	2
305	конечно не	1	2
306	и у	4	2
307	уже в	5	2
308	ведь если	1	2
309	одно из	1	2
310	могло бы	1	2
311	не для	1	2
312	у него	6	2
313	отношении что	1	2
314	хотел бы	2	2
315	бы это	1	2
316	делает в	1	2
317	превращается в	1	2
318	это прежде	1	2
319	по крайней	2	2
320	ни на	2	2
321	и потому	3	2
322	этой работы	2	2
323	нет ни	2	2
324	и их	2	2
325	такого рода	1	2
326	по существу	4	2
327	этого слова	2	2
328	не у	4	2
329	и тогда	1	2
330	но для	2	2
331	которой можно	1	2
332	и перед	2	2
333	ни одного	2	2
334	текстологическая работа	1	2
335	в этих	2	2
336	хотя в	1	2
337	несмотря на	6	2
338	не знает	1	2
339	сам в	1	2
340	в своих	2	2
341	к произведениям	1	1
342	если б	1	1
343	можно говорить	2	1
344	этого в	1	1
345	наук ссср	1	1
346	до него	1	1
347	и есть	5	1
348	почти не	1	1
349	впечатление что	1	1
350	из его	3	1
351	исходит из	3	1
352	этому пути	1	1
353	видеть в	1	1
354	едва ли	1	1
355	в зависимости	3	1
356	и могут	1	1
357	его не	1	1
358	их и	1	1
359	человек является	1	1
360	в лучшем	2	1
361	этом не	1	1
362	в каждый	1	1
363	который был	1	1
364	главы в	1	1
365	личности от	1	1
366	так чтобы	1	1
367	литературы о	6	1
368	теперь о	1	1
369	но даже	1	1
370	степени как	2	1
371	с нашими	1	1
372	зависимости от	3	1
373	черты его	1	1
374	во мне	1	1
375	и самого	4	1
376	двух или	1	1
377	и на	10	1
378	ведь то	1	1
379	бы то	3	1
380	и решал	1	1
381	с его	6	1
382	но как	3	1
383	а только	1	1
384	только при	2	1
385	с собою	2	1
386	его личного	2	1
387	стилистических особенностей	1	1
388	нет и	1	1
389	в свои	1	1
390	и несколькими	1	1
391	вот эти	1	1
392	в настоящем	3	1
393	иногда делает	1	1
394	во что	2	1
395	они ни	1	1
396	в одной	4	1
397	каждая из	1	1
398	до его	1	1
399	перед нами	4	1
400	кроме того	3	1
401	хотя и	1	1
402	и понимания	3	1
403	это тоже	1	1
404	именно такие	1	1
405	и к	4	1
