N	4gram	Vygotskiy__5	Istorich
1	в то время как	1	3
2	с другой стороны он	1	2
3	до сих пор не	1	1
4	о котором говорится что	1	1
5	одно и то же	3	1
6	не что иное как	2	1
7	с этой точки зрения	1	1
8	в том что он	1	1
9	ссылается на то что	1	1
10	но как только мы	1	1
11	с одной стороны и	1	1
12	состоят в том что	1	1
13	что между героем и	1	1
14	мы сейчас увидим что	2	1
15	с одной стороны он	1	1
16	но вместе с тем	1	1
17	мы с одной стороны	1	1
18	так же как и	1	1
19	и т д мы	1	1
20	не только то что	1	1
