N	3gram	Losev_Dial_1	Vladivir
1	о том что	2	7
2	в том что	7	7
3	то что он	1	5
4	дело в том	1	4
5	в этом смысле	3	4
6	что же касается	1	4
7	то же время	4	4
8	на то что	4	4
9	в то же	4	4
10	более или менее	3	3
11	что он не	2	3
12	в конце концов	3	3
13	с другой стороны	4	3
14	не может быть	3	3
15	как это мы	2	2
16	но даже и	1	2
17	как раз и	1	2
18	даже и просто	1	2
19	еще и сейчас	1	2
20	и в то	2	2
21	как мы увидим	1	2
22	так как он	2	2
23	и в частности	2	2
24	в том чтобы	1	2
25	в то время	1	2
26	во всяком случае	2	2
27	можно сказать что	3	2
28	так что в	1	2
29	тем не менее	1	2
30	для того чтобы	1	2
31	к тому же	1	2
32	и т д	19	2
33	я никогда не	2	1
34	но и все	1	1
35	что иное как	1	1
36	как мы теперь	1	1
37	в чем не	1	1
38	да и то	3	1
39	каком случае не	2	1
40	сам говорит что	1	1
41	по одному тому	1	1
42	мы имеем дело	1	1
43	и той же	1	1
44	должны сказать что	1	1
45	в самом деле	1	1
46	и в особенности	1	1
47	и что они	1	1
48	самом же деле	1	1
49	мне кажется что	1	1
50	сказать что по	1	1
51	ни наука ни	1	1
52	на самом же	1	1
53	но все это	2	1
54	только то что	3	1
55	несмотря на свою	1	1
56	об этом не	1	1
57	бы она ни	1	1
58	но что такое	2	1
59	одно и то	4	1
60	дело не в	1	1
61	то время как	1	1
62	содержит в себе	3	1
63	можно сказать только	1	1
64	не потому что	1	1
65	но она тоже	1	1
66	если бы мы	1	1
67	но в то	1	1
68	с одной стороны	2	1
69	в связи с	1	1
70	и то же	4	1
71	и ни с	1	1
72	и в этом	3	1
73	и ничего не	1	1
74	так или иначе	1	1
75	в каком случае	4	1
76	мы уже знаем	1	1
77	это конечно не	2	1
78	и почти не	2	1
79	на весь свой	1	1
80	а в том	1	1
81	одной и той	1	1
82	есть не что	1	1
83	и ни в	2	1
84	ни в каком	8	1
85	ни в чем	2	1
86	и о том	1	1
87	он как раз	1	1
88	вовсе не есть	1	1
89	и что она	1	1
90	это и есть	2	1
91	вплоть до последних	1	1
92	и можно сказать	1	1
93	даже больше того	2	1
94	но это не	1	1
95	к тому что	2	1
96	и больше ничего	1	1
97	не что иное	1	1
98	в сравнении с	1	1
99	т д в	1	1
100	несмотря на весь	1	1
101	привело к тому	1	1
102	в этом отношении	2	1
