N	2gram	Propp_Isto_1	VLabPisa
1	таким образом	8	27
2	в этом	8	26
3	и в	28	25
4	и т	25	24
5	не только	12	22
6	может быть	25	21
7	хотя бы	4	20
8	и не	9	19
9	не может	15	17
10	т е	10	17
11	т д	22	15
12	в его	5	15
13	этом отношении	1	13
14	в том	9	13
15	прежде всего	10	13
16	в частности	2	12
17	как это	3	12
18	все это	4	12
19	в силу	5	11
20	с другой	6	11
21	из них	3	11
22	в качестве	5	10
23	не могут	2	10
24	о том	9	10
25	то же	12	9
26	что в	12	9
27	об этом	4	9
28	по этому	2	9
29	для него	2	9
30	т п	1	9
31	но и	10	9
32	и др	7	9
33	к этому	2	9
34	в своем	5	8
35	реальной действительности	1	8
36	ни один	6	8
37	все эти	4	8
38	на основании	1	8
39	другой стороны	5	8
40	могут быть	4	8
41	в году	1	7
42	во всех	2	7
43	по отношению	3	7
44	из этих	1	7
45	было бы	7	7
46	как и	4	7
47	том что	7	7
48	в конечном	2	7
49	этому поводу	2	7
50	говорит о	2	7
51	не было	1	7
52	а не	15	7
53	вместе с	6	7
54	отношению к	3	7
55	художественного произведения	1	6
56	это и	1	6
57	в зависимости	2	6
58	более или	5	6
59	в себе	2	6
60	в нем	2	6
61	главным образом	1	6
62	это не	7	6
63	или менее	5	6
64	их в	5	6
65	и его	3	6
66	в то	3	6
67	так и	9	6
68	между тем	2	6
69	у него	1	6
70	в основном	2	6
71	то что	9	6
72	одним из	2	5
73	и есть	1	5
74	в их	3	5
75	зависимости от	2	5
76	все же	10	5
77	в пределах	4	5
78	не в	9	5
79	тому что	1	5
80	связи с	4	5
81	образы и	1	5
82	на основе	5	5
83	приводит к	2	5
84	один из	4	5
85	как бы	2	5
86	в результате	1	5
87	сказать что	5	5
88	только в	11	5
89	в этой	6	4
90	вот как	1	4
91	перед нами	3	4
92	когда он	6	4
93	в целом	2	4
94	же говорит	3	4
95	них не	1	4
96	в них	1	4
97	даже в	4	4
98	одна из	2	4
99	никогда не	14	4
100	говорит следующее	1	4
101	вот почему	1	4
102	к тому	6	4
103	утверждать что	3	4
104	должен быть	3	4
105	в ее	2	4
106	показывают что	5	4
107	образов и	2	4
108	что он	10	4
109	в одном	5	4
110	как раз	2	4
111	в связи	4	4
112	приведенных выше	1	4
113	равно как	1	4
114	в своей	1	4
115	например в	5	3
116	в котором	3	3
117	из его	1	3
118	его не	1	3
119	имеет свою	1	3
120	и он	3	3
121	в которых	1	3
122	видели что	3	3
123	но как	1	3
124	что они	5	3
125	с этим	4	3
126	и как	2	3
127	и к	1	3
128	в противоположность	1	3
129	всех этих	2	3
130	и по	3	3
131	в работе	1	3
132	его в	6	3
133	что не	2	3
134	с тем	4	3
135	мы видели	2	3
136	во время	3	3
137	и ее	1	3
138	это делает	1	3
139	одном из	1	3
140	вполне естественно	1	3
141	как о	2	3
142	например что	1	3
143	это мы	1	3
144	к работе	1	3
145	сводится к	1	3
146	у нас	1	3
147	она не	1	3
148	том как	2	3
149	образом в	1	3
150	в виду	1	3
151	никак не	1	3
152	в значительной	1	3
153	что и	6	3
154	вслед за	6	3
155	говорит в	2	3
156	того что	4	3
157	большей или	2	3
158	или меньшей	2	3
159	этот вопрос	7	3
160	является не	1	3
161	и их	3	3
162	момент в	1	3
163	из приведенных	1	3
164	в конце	1	3
165	именно в	3	3
166	мы знаем	4	3
167	так же	7	3
168	по существу	5	3
169	при всем	1	3
170	и от	2	3
171	или в	5	3
172	видно из	2	3
173	бы в	2	3
174	ее в	5	3
175	ту же	1	2
176	также что	1	2
177	также и	3	2
178	чтобы не	3	2
179	связана с	1	2
180	он может	1	2
181	и этот	1	2
182	уже по	1	2
183	по его	2	2
184	а как	1	2
185	мы имеем	13	2
186	же как	2	2
187	часто не	1	2
188	в которой	1	2
189	говорить о	1	2
190	всего сказанного	2	2
191	но даже	1	2
192	то это	3	2
193	подчеркнуть что	2	2
194	в ней	7	2
195	меньшей степени	1	2
196	еще не	7	2
197	например у	1	2
198	бы не	1	2
199	но не	5	2
200	это видно	1	2
201	относится к	2	2
202	отнюдь не	1	2
203	стороны и	1	2
204	этом же	1	2
205	хотя и	1	2
206	как процесс	2	2
207	но в	8	2
208	очень многие	1	2
209	производства в	2	2
210	он в	2	2
211	ее как	1	2
212	как он	2	2
213	что она	5	2
214	после этого	1	2
215	он не	2	2
216	в реальной	1	2
217	том чтобы	2	2
218	в анти-дюринге	1	2
219	подобно тому	1	2
220	так например	6	2
221	а затем	2	2
222	в другом	3	2
223	или наконец	1	2
224	в жизни	1	2
225	только о	1	2
226	не всегда	8	2
227	между собою	1	2
228	и для	4	2
229	этот труд	1	2
230	что такое	2	2
231	самый факт	1	2
232	знаем что	1	2
233	от его	1	2
234	которые в	2	2
235	если бы	8	2
236	чрезвычайно разнообразны	1	2
237	что например	3	2
238	по себе	3	2
239	это особенно	1	2
240	можно ли	1	2
241	не менее	6	2
242	можно указать	1	2
243	мышления в	1	2
244	тогда когда	2	2
245	не по	2	2
246	пока еще	1	2
247	того чтобы	1	2
248	а для	2	2
249	не вполне	2	2
250	отношении что	1	2
251	в области	2	2
252	том отношении	1	2
253	ли не	1	2
254	же самое	3	2
255	должны быть	4	2
256	другом месте	1	2
257	что оно	1	2
258	в самых	1	2
259	для того	1	2
260	на это	2	2
261	мысль о	2	2
262	только то	1	2
263	примеров можно	1	2
264	если они	1	2
265	в образе	3	2
266	и даже	4	2
267	во всяком	1	2
268	на вопрос	2	2
269	в пользу	2	2
270	может не	1	2
271	во всей	2	2
272	значит что	1	2
273	но с	1	2
274	отношении можно	1	2
275	с одной	4	2
276	одной из	2	2
277	у них	1	2
278	при помощи	2	2
279	ни с	1	2
280	вовсе не	2	2
281	к ним	4	2
282	в особенности	2	2
283	одной стороны	4	2
284	даже не	2	2
285	до сих	5	2
286	еще и	2	2
287	показывает что	3	2
288	что для	1	2
289	естественно что	1	2
290	к сожалению	3	2
291	зависит от	2	2
292	что мы	7	2
293	тому как	1	2
294	и потому	2	2
295	эти примеры	1	2
296	из которых	3	2
297	конечном итоге	2	2
298	и некоторые	1	2
299	сих пор	5	2
300	того или	1	2
301	процесс не	1	2
302	можно было	5	2
303	вне его	1	2
304	каждой из	1	2
305	в книге	3	2
306	многие из	1	2
307	на время	1	2
308	по одному	1	2
309	в большей	1	2
310	будто бы	3	2
311	а в	7	2
312	в системе	1	2
313	в целях	3	2
314	между ними	2	2
315	что действие	1	2
316	они не	4	2
317	еще что	1	1
318	можно говорить	1	1
319	речь идет	1	1
320	ограничен и	1	1
321	лежат в	1	1
322	начинается с	3	1
323	она обычно	1	1
324	почти не	3	1
325	и так	1	1
326	оно может	2	1
327	что эти	1	1
328	противном случае	1	1
329	должна быть	5	1
330	в действие	1	1
331	схема которая	1	1
332	к уничтожению	1	1
333	несколько иной	1	1
334	детали а	1	1
335	для достижения	1	1
336	как мы	3	1
337	что если	2	1
338	путь для	1	1
339	вопрос о	5	1
340	воздух и	1	1
341	нам в	1	1
342	меньшей мере	2	1
343	по частям	1	1
344	но она	1	1
345	на себя	1	1
346	мы получаем	1	1
347	приходит к	1	1
348	и называют	1	1
349	это время	2	1
350	и то	1	1
351	он был	1	1
352	между собой	4	1
353	заключена в	1	1
354	именно эти	1	1
355	здесь не	4	1
356	ними в	1	1
357	сад и	1	1
358	как если	1	1
359	а только	2	1
360	было указано	1	1
361	значение и	2	1
362	только тогда	1	1
363	не все	4	1
364	ответ на	2	1
365	уже как	1	1
366	само же	1	1
367	или иное	1	1
368	далее следует	1	1
369	в истории	1	1
370	связи а	1	1
371	что во	1	1
372	первый этап	1	1
373	миф не	1	1
374	что ее	1	1
375	быть отличаем	1	1
376	кроме того	1	1
377	уже указывалось	1	1
378	в единый	1	1
379	необходимо сделать	1	1
380	целый ряд	1	1
381	что этим	1	1
382	то в	1	1
383	а во-вторых	1	1
384	свойственна не	1	1
385	за это	1	1
386	тут и	2	1
387	рассказ о	1	1
388	постепенно и	1	1
389	тому же	1	1
390	тот этап	1	1
391	на то	4	1
392	дальше и	1	1
393	так сказать	1	1
394	и если	2	1
395	это представление	2	1
396	как оно	2	1
397	да и	1	1
398	и еще	1	1
399	не значит	1	1
400	прямом смысле	1	1
401	в понимании	1	1
402	не как	3	1
403	что еще	1	1
404	ими в	1	1
405	необходимо для	1	1
406	очень разнообразны	3	1
407	в сад	3	1
408	уже не	3	1
409	его от	1	1
410	на этом	3	1
411	именно это	2	1
412	в понятие	2	1
413	вполне возможен	1	1
414	этих материалов	1	1
415	связанных с	1	1
416	знаем не	1	1
417	обычно нет	1	1
418	ее нельзя	2	1
419	саду и	1	1
420	при которой	1	1
421	эту же	1	1
422	этом смысле	1	1
423	чаще всего	1	1
424	кажется что	1	1
425	смерть и	2	1
426	не чем	1	1
427	не покидать	4	1
428	ни одной	2	1
429	материалов из	1	1
430	соответствии с	1	1
431	этого не	1	1
432	образы в	1	1
433	которой он	1	1
434	несмотря на	1	1
435	здесь можно	2	1
436	ею и	1	1
437	на этот	2	1
438	энгельс в	2	1
439	обратимся к	1	1
440	в саду	1	1
441	в этих	7	1
442	как некую	1	1
443	еще недостаточно	1	1
444	явления подлежащие	1	1
445	он должен	2	1
446	материалы показывают	2	1
447	его мнению	1	1
448	себе из	1	1
449	быть признана	1	1
450	иногда у	1	1
451	может вызвать	1	1
452	образом и	1	1
453	но он	1	1
454	друг другу	1	1
455	иным как	1	1
456	в прямом	1	1
457	говорит как	1	1
458	и эти	3	1
459	что этот	2	1
460	отличаем от	1	1
461	бы быть	3	1
462	изучение структуры	1	1
463	это вопрос	1	1
464	изоляции от	1	1
465	задачи и	1	1
466	не представляют	1	1
467	роль играют	2	1
468	нет никакого	1	1
469	поэтому у	1	1
470	ее нужно	1	1
471	а отсюда	1	1
472	вплоть до	1	1
473	эта мысль	3	1
474	в таких	2	1
475	а иногда	2	1
476	как можно	1	1
477	что эта	1	1
478	с которой	1	1
479	об изоляции	1	1
480	с теми	1	1
481	дело не	5	1
482	эти формы	3	1
483	того как	3	1
484	из дальнейшего	1	1
485	что их	2	1
486	на себе	1	1
487	знать по	1	1
488	время как	3	1
489	материала в	1	1
490	иметь в	1	1
491	и пытается	1	1
492	указывалось что	2	1
493	мышления и	1	1
494	о природе	1	1
495	к ней	1	1
496	видим что	9	1
497	бывает как	1	1
498	друг друга	1	1
499	что самые	1	1
500	из вариантов	1	1
501	только с	2	1
502	так то	1	1
503	как будто	4	1
504	приступает к	1	1
505	в основе	4	1
506	в каком	1	1
507	он вполне	1	1
508	один раз	1	1
509	уже о	1	1
510	чрезвычайно важно	1	1
511	лежит в	1	1
512	ней снять	1	1
513	раз навсегда	1	1
514	бы он	1	1
515	данной области	1	1
516	и это	1	1
517	чем иным	1	1
518	принцип который	1	1
519	таковы некоторые	1	1
520	но по	1	1
521	связи со	1	1
522	как один	1	1
523	и многие	1	1
