1	в том что	6	11
2	о том что	1	7
3	к тому что	2	4
4	в то же	4	4
5	подобно тому как	3	4
6	то же время	4	4
7	тем не менее	5	3
8	ни о чем	1	3
9	для того чтобы	1	3
10	не может быть	18	3
11	с одной стороны	1	3
12	в самом деле	3	3
13	до сих пор	1	2
14	не только в	4	2
15	хотя бы и	1	2
16	что она не	1	2
17	с точки зрения	4	2
18	и в этом	1	2
19	и в то	3	2
20	не только не	1	2
21	можно было бы	3	2
22	и т д	20	2
23	о том как	2	2
24	в данном случае	2	2
25	но еще и	2	2
26	так же как	1	2
27	а не в	1	2
28	что они все	1	1
29	с ее внутренней	1	1
30	в первом случае	2	1
31	тот или иной	1	1
32	в самом начале	1	1
33	дело в том	2	1
34	только о том	1	1
35	что же такое	2	1
36	но то что	2	1
37	уже не мог	1	1
38	ни с чем	2	1
39	зачем же я	1	1
40	самим собою в	1	1
41	и то что	4	1
42	именно потому что	1	1
43	что не только	1	1
44	что бы то	1	1
45	ни с какой	1	1
46	как раз и	1	1
47	то что я	1	1
48	о чем не	1	1
49	если бы оно	1	1
50	самом деле не	1	1
51	нельзя сказать что	1	1
52	заключается в том	2	1
53	с самим собою	2	1
54	она могла бы	2	1
55	к реальной жизни	1	1
56	она не могла	1	1
57	чем и объясняется	1	1
58	содержит в себе	5	1
59	то время как	1	1
60	в этом случае	1	1
61	но все же	1	1
62	это уже не	1	1
63	не то что	1	1
64	и все же	1	1
65	что он не	1	1
66	сих пор мы	1	1
67	в жизни в	1	1
68	это было бы	1	1
69	так или иначе	2	1
70	говорит только о	1	1
71	можно сказать что	2	1
72	в то время	1	1
73	а в том	1	1
74	что и в	1	1
75	то и в	1	1
76	к другому человеку	1	1
77	бы то ни	9	1
78	именно тем что	2	1
79	с другой стороны	1	1
80	которая была бы	2	1
81	что несмотря на	1	1
82	и о них	1	1
83	не иметь никакого	1	1
84	то и другое	3	1
85	наряду с его	1	1
86	самим по себе	1	1
87	все же не	3	1
