N	2gram	Tiupa_Lite_1	Psycholo
1	то что	10	37
2	и в	8	30
3	в том	16	27
4	что в	3	24
5	и что	1	23
6	потому что	3	23
7	том что	14	21
8	таким образом	3	20
9	как бы	7	19
10	на то	1	17
11	что он	5	17
12	не только	24	16
13	и мы	1	16
14	если мы	1	16
15	в этом	12	14
16	в самом	3	14
17	то есть	6	13
18	как раз	4	13
19	показать что	1	12
20	в сущности	2	12
21	с одной	2	12
22	одной стороны	2	12
23	вместе с	1	12
24	может быть	13	11
25	если бы	1	11
26	о том	2	10
27	и то	2	9
28	никогда не	4	9
29	так как	1	9
30	с другой	3	9
31	для этого	4	9
32	не может	5	9
33	сказать что	1	9
34	самом деле	2	8
35	мы имеем	1	8
36	при этом	19	8
37	с тем	1	8
38	не в	8	8
39	к тому	2	8
40	того что	6	8
41	а не	16	8
42	могут быть	2	8
43	то же	5	7
44	зависимости от	1	7
45	но не	4	7
46	все же	4	7
47	и как	1	7
48	в нем	2	7
49	точки зрения	6	7
50	в основе	3	7
51	мы можем	1	7
52	героя и	1	7
53	как это	8	7
54	в зависимости	1	6
55	в своем	11	6
56	и если	1	6
57	на этом	2	6
58	как и	6	6
59	никак не	1	6
60	и его	4	6
61	как будто	2	6
62	произведение искусства	8	6
63	или в	1	6
64	и здесь	1	6
65	и тем	4	6
66	уже в	5	6
67	тем что	2	6
68	но и	17	6
69	именно в	1	6
70	и не	12	6
71	совершенно не	1	6
72	жизни и	3	6
73	в искусстве	2	6
74	и есть	3	5
75	еще не	4	5
76	по этому	2	5
77	ответ на	1	5
78	что они	1	5
79	в себе	7	5
80	в целом	8	5
81	в этой	4	5
82	материала и	1	5
83	было бы	2	5
84	несмотря на	3	5
85	сих пор	1	5
86	как мы	1	5
87	но в	3	5
88	сводится к	3	5
89	искусства и	5	5
90	один из	3	5
91	только в	8	5
92	до сих	1	5
93	а с	1	5
94	художественное произведение	2	5
95	другой стороны	1	5
96	в своих	4	5
97	исходит из	3	4
98	то это	2	4
99	в виду	3	4
100	могли бы	1	4
101	есть не	1	4
102	в них	1	4
103	с такой	1	4
104	в своей	4	4
105	не могли	1	4
106	из которых	1	4
107	казалось бы	5	4
108	мысль о	1	4
109	этому поводу	1	4
110	в его	7	4
111	на одном	1	4
112	только что	1	4
113	не можем	1	4
114	только на	2	4
115	в конце	4	4
116	прежде всего	11	4
117	что искусство	1	4
118	в частности	15	4
119	искусства как	2	4
120	от него	1	4
121	и все	1	4
122	а в	3	4
123	не есть	2	4
124	художественного произведения	1	3
125	тем же	3	3
126	в их	3	3
127	той же	3	3
128	мы не	1	3
129	и о	1	3
130	из того	2	3
131	и на	1	3
132	в ее	1	3
133	он говорит	1	3
134	как в	5	3
135	в которой	1	3
136	из этих	2	3
137	он не	1	3
138	состоит в	11	3
139	не как	4	3
140	в силу	4	3
141	так например	1	3
142	можно было	2	3
143	человека в	1	3
144	в другом	2	3
145	это не	4	3
146	и уже	1	3
147	в этих	1	3
148	одним и	1	3
149	вопрос о	1	3
150	вовсе не	1	3
151	есть нечто	1	3
152	самого начала	1	3
153	одна из	3	3
154	иметь в	1	3
155	но только	1	3
156	онегина и	1	3
157	этом отношении	2	3
158	в каком	1	3
159	эстетический объект	3	3
160	с другом	1	3
161	что при	1	3
162	данном случае	4	3
163	и говорит	1	3
164	с самого	1	3
165	так в	1	3
166	так и	4	3
167	в состав	1	3
168	искусства с	1	3
169	что и	1	3
170	и только	2	3
171	тот же	1	3
172	для него	2	3
173	в состоянии	1	3
174	у него	3	3
175	из двух	1	3
176	со стороны	4	3
177	была бы	1	3
178	в данном	5	3
179	в той	1	3
180	и татьяны	2	3
181	речевого материала	1	3
182	на самое	1	3
183	лучшем случае	1	3
184	при таком	1	3
185	для нас	1	3
186	целый ряд	1	3
187	хотя бы	2	3
188	в свою	1	3
189	в лучшем	1	3
190	имеет место	1	3
191	в трех	1	3
192	по поводу	2	3
193	к этому	1	3
194	ту же	2	2
195	же как	1	2
196	того же	2	2
197	к другому	1	2
198	отношения между	2	2
199	по преимуществу	4	2
200	должна быть	2	2
201	едва ли	1	2
202	а как	2	2
203	и он	1	2
204	собой в	1	2
205	он был	1	2
206	с его	5	2
207	во всех	1	2
208	на самом	1	2
209	по отношению	3	2
210	очевидно что	1	2
211	отличие от	5	2
212	и читатель	1	2
213	в центре	1	2
214	в одной	1	2
215	его на	1	2
216	перед нами	1	2
217	следующим образом	2	2
218	в противоположность	1	2
219	он в	1	2
220	все эти	2	2
221	в ответ	1	2
222	в нашем	1	2
223	как он	2	2
224	в нашей	2	2
225	оно в	1	2
226	качестве своего	1	2
227	и вот	1	2
228	что от	1	2
229	но все	1	2
230	мы никогда	1	2
231	в каждом	1	2
232	а затем	1	2
233	каком отношении	1	2
234	и с	1	2
235	говорил что	1	2
236	образом если	1	2
237	искусства в	1	2
238	в глазах	1	2
239	из них	4	2
240	должно быть	1	2
241	и того	2	2
242	одного и	1	2
243	на первый	1	2
244	бы на	2	2
245	как все	2	2
246	это делает	1	2
247	в котором	1	2
248	с точки	2	2
249	в отличие	5	2
250	в которых	1	2
251	в словах	1	2
252	что есть	1	2
253	в отношении	1	2
254	в то	5	2
255	что ему	3	2
256	дело в	3	2
257	своего героя	2	2
258	во всякой	1	2
259	переживания в	1	2
260	в полной	1	2
261	искусство которое	1	2
262	начинает казаться	1	2
263	со своим	1	2
264	все то	1	2
265	ли не	3	2
266	отличается от	1	2
267	должен быть	2	2
268	в себя	2	2
269	приводит к	3	2
270	на том	2	2
271	искусство как	1	2
272	и другими	1	2
273	мог бы	1	2
274	еще в	4	2
275	и даже	3	2
276	или иной	2	2
277	строго говоря	1	2
278	можно сказать	1	2
279	пор пока	1	2
280	места и	1	2
281	это может	1	2
282	стороны он	1	2
283	в сферу	2	2
284	тех пор	1	2
285	как например	1	2
286	что даже	1	2
287	их не	2	2
288	в качестве	17	2
289	связи с	6	2
290	мы получим	1	2
291	в душе	3	2
292	мы знаем	1	2
293	представить себе	1	2
294	в одном	1	2
295	герой и	1	2
296	представляют собой	1	2
297	с той	1	2
298	в воображении	1	2
299	себя и	1	2
300	полагал что	2	2
301	до конца	1	2
302	в рассказе	1	2
303	или с	1	2
304	произведения искусства	3	2
305	прямо противоположное	1	2
306	эту мысль	1	2
307	по существу	1	2
308	исходя из	3	2
309	с этой	5	2
310	не является	2	2
311	смерти он	1	2
312	находит свое	1	2
313	же в	5	2
314	для читателя	2	2
315	до тех	1	2
316	в романе	1	2
317	между ними	1	2
318	не знает	1	2
319	весь в	1	2
320	из этого	1	2
321	во внешнем	1	2
322	событий в	1	2
323	гораздо более	1	2
324	одним из	5	1
325	например в	3	1
326	в сфере	3	1
327	этого романа	1	1
328	переходит к	1	1
329	из принципа	1	1
330	только потому	1	1
331	и формой	1	1
332	идет о	1	1
333	от самого	2	1
334	на две	1	1
335	из его	2	1
336	то самое	1	1
337	и за	1	1
338	воображении и	1	1
339	ощущать себя	1	1
340	в повестях	3	1
341	еще на	1	1
342	конструктивный фактор	1	1
343	для своего	2	1
344	говоря и	1	1
345	двумя или	1	1
346	на вымышленный	1	1
347	отступление от	1	1
348	не имеющим	1	1
349	ударение на	1	1
350	столь же	4	1
351	в чем	1	1
352	чуть ли	2	1
353	могло быть	2	1
354	но как	1	1
355	а только	2	1
356	здесь этому	1	1
357	с самой	1	1
358	к которой	1	1
359	было указано	1	1
360	отношение к	1	1
361	тут же	1	1
362	не просто	1	1
363	теперь не	1	1
364	этом есть	1	1
365	один и	1	1
366	относится к	2	1
367	общего с	2	1
368	а третий	1	1
369	в художественном	4	1
370	и нет	2	1
371	как нам	1	1
372	еще и	3	1
373	неизмеримо более	1	1
374	имеет в	1	1
375	в действительности	1	1
376	этой цели	2	1
377	за собой	1	1
378	себе как	1	1
379	та же	2	1
380	представляет собой	4	1
381	большей части	1	1
382	время чумы	1	1
383	в последнее	1	1
384	всем его	1	1
385	что художественное	1	1
386	в употреблении	1	1
387	тому же	2	1
388	во многих	2	1
389	так сказать	1	1
390	с чем	2	1
391	задний план	1	1
392	в поэтике	1	1
393	этой фразы	1	1
394	в понимании	1	1
395	в произведение	1	1
396	не к	2	1
397	евгения онегина	2	1
398	с собой	4	1
399	не бывает	1	1
400	в одну	1	1
401	подход к	1	1
402	как онегин	1	1
403	различие между	2	1
404	произведения с	2	1
405	самого автора	1	1
406	воображении а	1	1
407	полной мере	1	1
408	первой главе	1	1
409	каждого элемента	1	1
410	в жизни	6	1
411	человек который	1	1
412	далеко не	3	1
413	свое начало	1	1
414	уклонением от	1	1
415	основывается на	1	1
416	жизни но	1	1
417	жизнь то	1	1
418	за ним	1	1
419	в один	1	1
420	не мог	3	1
421	как частный	1	1
422	целого ряда	1	1
423	со всей	1	1
424	в эту	1	1
425	о ком	1	1
426	как некоторое	1	1
427	уверен что	1	1
428	что такое	2	1
429	опоры для	1	1
430	в следующем	1	1
431	которого является	1	1
432	и нашедшая	1	1
433	пример в	1	1
434	негой и	1	1
435	его тем	1	1
436	от себя	2	1
437	жизни с	2	1
438	не менее	7	1
439	одном из	1	1
440	эта мысль	2	1
441	принадлежит ему	1	1
442	в россии	2	1
443	по крайней	1	1
444	такие отношения	1	1
445	тому чтобы	1	1
446	того кто	1	1
447	бы быть	1	1
448	даже в	2	1
449	есть всегда	1	1
450	что чем	1	1
451	героем и	1	1
452	если и	1	1
453	случае в	1	1
454	при всех	2	1
455	вплоть до	2	1
456	она не	1	1
457	иной раз	1	1
458	татьяны в	1	1
459	на котором	1	1
460	тогда когда	1	1
461	только из	1	1
462	сознания однако	1	1
463	ее с	1	1
464	на него	1	1
465	у пушкина	1	1
466	в русской	10	1
467	когда они	1	1
468	из такой	1	1
469	пока еще	1	1
470	это еще	1	1
471	не могло	2	1
472	не имеет	1	1
473	это мы	1	1
474	карамазова и	1	1
475	из четырех	1	1
476	х годов	2	1
477	и является	2	1
478	именно его	1	1
479	и остаться	1	1
480	только с	1	1
481	в области	3	1
482	перед ним	1	1
483	к себе	3	1
484	от эстетического	3	1
485	надежд и	1	1
486	в стихотворении	4	1
487	как человек	1	1
488	отказаться от	1	1
489	на это	2	1
490	говоря словами	3	1
491	в работах	1	1
492	следует отнести	1	1
493	не делает	1	1
494	более не	2	1
495	но по	1	1
496	искусство на	1	1
497	с ее	1	1
498	свою очередь	1	1
499	в некоторых	1	1
500	как один	1	1
501	только при	1	1
502	и от	1	1
503	последнее время	1	1
504	только то	2	1
505	в произведении	1	1
506	значение в	1	1
507	каждого из	1	1
508	возникающее в	1	1
509	что подобное	1	1
510	по тому	1	1
511	предмет его	1	1
512	это должно	1	1
513	в последней	1	1
514	быть может	1	1
515	трактуется как	1	1
516	о нем	1	1
517	другом месте	1	1
518	и т.д	1	1
519	имеем дело	1	1
520	это вполне	1	1
521	что перед	1	1
522	этом последнем	1	1
523	его жизни	1	1
524	к действительности	1	1
525	означает не	1	1
526	в значительной	1	1
527	в евгении	1	1
528	и во	1	1
529	в конечном	5	1
530	под именем	1	1
531	к нему	1	1
532	том или	1	1
533	между тем	2	1
534	русской литературе	5	1
535	однако с	1	1
536	существу в	1	1
537	нуждается в	3	1
538	крайней мере	1	1
539	вслед за	1	1
540	единство так	1	1
541	может стать	1	1
542	не тот	2	1
543	что эстетическая	1	1
544	который бы	1	1
545	это приводит	1	1
546	не так	1	1
547	и пусть	1	1
548	и другую	1	1
549	воли в	1	1
550	наконец в-третьих	1	1
551	о его	1	1
552	не о	1	1
553	одной из	1	1
554	однако в	2	1
555	в какой	1	1
556	отказ от	7	1
557	то в	1	1
558	эстетики но	1	1
559	который в	1	1
560	между этими	1	1
561	искусства об	1	1
562	поэтому для	1	1
563	себя в	6	1
564	оказывается в	1	1
565	уже не	7	1
566	эти и	1	1
567	в поэзии	1	1
568	в виде	1	1
569	в начале	1	1
570	в сознании	2	1
571	кажется что	1	1
572	за счет	1	1
573	от других	1	1
574	по выражению	2	1
575	конечном счете	4	1
576	не сам	2	1
577	никто не	1	1
578	слова в	1	1
579	нами как	1	1
580	произведения и	1	1
581	тем как	1	1
582	в стихах	1	1
583	или ином	1	1
584	состав произведения	1	1
585	позволить себе	1	1
586	и т.п	4	1
587	сюда же	1	1
588	я был	1	1
589	чем он	1	1
590	в сознание	3	1
591	на чем	1	1
592	и др	3	1
593	что не	2	1
594	что для	2	1
595	превращается в	2	1
596	не было	3	1
597	легко и	1	1
598	есть лишь	1	1
599	понятие о	1	1
600	произведение в	2	1
601	и ему	1	1
602	если не	1	1
603	между собою	1	1
604	угодно но	1	1
605	все более	2	1
606	письма что	1	1
607	ни на	1	1
608	согласно этой	1	1
609	оказывается не	2	1
610	звучать как	1	1
611	существует как	1	1
612	внешнем мире	1	1
613	многих случаях	1	1
614	целом ряде	1	1
615	искусства но	1	1
616	это становится	1	1
617	тому как	2	1
618	что же	1	1
619	да и	3	1
620	в первой	1	1
621	как к	1	1
622	для понимания	2	1
623	сам не	1	1
624	евгении онегине	1	1
625	иначе говоря	1	1
626	может служить	1	1
627	тенденцию к	1	1
628	в любом	2	1
629	только для	1	1
630	общественной жизни	1	1
631	но для	1	1
632	себя с	1	1
633	всего в	3	1
634	и времени	1	1
635	не имея	1	1
636	совершается в	1	1
637	и другим	1	1
638	на задний	1	1
639	искусства то	1	1
640	которая в	2	1
641	эстетической деятельности	4	1
642	от всех	1	1
643	у них	1	1
644	пушкин совершенно	1	1
645	держится на	1	1
646	тем более	2	1
647	все они	2	1
648	во время	1	1
649	я в	5	1
650	отношению ко	1	1
651	переживает все	1	1
652	мы в	2	1
653	ее развития	1	1
654	может и	1	1
655	нет ничего	2	1
656	произведении искусства	1	1
657	в моем	1	1
658	и одно	1	1
659	состоит из	1	1
660	они все	1	1
661	на один	2	1
662	нашей мысли	1	1
663	отношению к	2	1
664	ко всему	2	1
665	самого онегина	1	1
666	однако мы	1	1
667	героя как	2	1
668	можно назвать	1	1
669	во всяком	3	1
670	все что	1	1
671	этой точки	3	1
672	ничего общего	1	1
673	и эстетической	1	1
