N	2gram	Losev_Dial_1	Mirosoze
1	и в	18	46
2	в нем	16	22
3	у него	1	22
4	это –	24	22
5	может быть	17	21
6	в этом	12	20
7	не только	13	18
8	и не	30	18
9	никогда не	9	18
10	для него	2	18
11	есть лишь	1	17
12	но и	7	15
13	не может	12	15
14	как и	2	13
15	а не	14	13
16	не есть	40	13
17	прежде всего	10	12
18	потому что	14	12
19	и он	5	11
20	не было	6	11
21	но он	1	11
22	в ней	3	11
23	но в	6	10
24	та же	3	10
25	в себе	11	10
26	он не	3	10
27	не в	6	9
28	не знает	2	9
29	и есть	16	8
30	отношение к	5	8
31	в своем	5	8
32	на земле	2	8
33	так как	11	8
34	она не	6	8
35	переходит в	1	8
36	как бы	11	8
37	но это	8	8
38	он –	18	8
39	в мире	2	7
40	как в	2	7
41	и к	1	7
42	в этой	1	7
43	любви к	1	7
44	хотя бы	6	7
45	и потому	3	7
46	и для	2	7
47	что он	11	7
48	о мировой	1	6
49	вопрос о	2	6
50	что это	11	6
51	нем есть	6	6
52	не могу	4	6
53	он сам	5	6
54	доходит до	1	6
55	во власти	1	6
56	жизнь в	1	6
57	и зла	1	6
58	так же	4	6
59	того что	2	6
60	и там	1	6
61	жизни и	3	6
62	по преимуществу	1	5
63	то же	10	5
64	есть не	3	5
65	я не	5	5
66	друг к	2	5
67	совсем не	1	5
68	в самом	3	5
69	бы и	2	5
70	и вот	6	5
71	что она	7	5
72	что все	1	5
73	к другу	2	5
74	в своей	2	5
75	в отношении	5	5
76	в конце	4	5
77	есть прежде	1	5
78	во всем	2	5
79	и его	1	5
80	к тому	4	5
81	и это	2	5
82	добра и	1	5
83	это не	9	5
84	один из	3	5
85	в его	3	5
86	для того	2	5
87	то что	13	5
88	образ и	4	5
89	тот кто	2	5
90	и все	3	5
91	в духе	1	5
92	также и	7	4
93	к чему	1	4
94	есть религия	1	4
95	у них	3	4
96	его на	1	4
97	на деле	2	4
98	думать что	3	4
99	в жизни	1	4
100	нет в	1	4
101	том что	9	4
102	жизнь и	3	4
103	тому что	3	4
104	не имеет	15	4
105	того чтобы	1	4
106	только и	4	4
107	должны быть	1	4
108	должен быть	1	4
109	что у	1	4
110	так и	9	4
111	для этого	2	4
112	себя в	1	4
113	уже не	2	4
114	вопроса о	1	4
115	на поверхности	1	4
116	что и	3	4
117	они не	1	4
118	т е	25	4
119	есть уже	1	4
120	что в	13	4
121	все что	1	4
122	же как	2	3
123	чтобы не	2	3
124	стали бы	1	3
125	это и	4	3
126	к другому	1	3
127	той же	1	3
128	они были	2	3
129	и самого	1	3
130	иное как	1	3
131	в чем	6	3
132	и религия	1	3
133	менее всего	1	3
134	что нет	1	3
135	идея и	7	3
136	как он	4	3
137	идеи и	5	3
138	не бывает	1	3
139	в каждом	2	3
140	не будет	1	3
141	и с	5	3
142	его в	1	3
143	на почве	1	3
144	ни в	15	3
145	в них	3	3
146	все равно	3	3
147	всю жизнь	1	3
148	одна и	2	3
149	для чего	2	3
150	и тогда	2	3
151	же есть	1	3
152	в такой	1	3
153	не для	1	3
154	можно ли	1	3
155	того как	1	3
156	она никогда	1	3
157	что иное	1	3
158	мировой процесс	1	3
159	по своей	1	3
160	людей и	1	3
161	только с	3	3
162	не существует	7	3
163	в образе	1	3
164	ничего подобного	1	3
165	если бы	12	3
166	с ним	6	3
167	и перед	1	3
168	и должно	1	3
169	о том	4	3
170	не стоит	1	3
171	и можно	1	3
172	что они	3	3
173	в том	9	3
174	природой и	1	3
175	только в	3	3
176	есть в	1	3
177	не так	1	3
178	от того	1	3
179	с другим	1	3
180	до сих	2	3
181	связано с	1	3
182	с которым	1	3
183	тогда только	1	3
184	– не	11	3
185	жизни в	1	3
186	сих пор	2	3
187	и от	2	3
188	лишь как	2	3
189	отношении к	3	3
190	сказать что	10	3
191	не что	1	3
192	есть и	5	3
193	я и	1	2
194	нем нет	3	2
195	отношения к	3	2
196	он также	1	2
197	сам по	6	2
198	тут в	1	2
199	его не	6	2
200	идеей и	2	2
201	науки и	5	2
202	есть гибель	1	2
203	но она	3	2
204	как то	1	2
205	же что	1	2
206	не был	2	2
207	во всех	1	2
208	должно привести	1	2
209	то он	2	2
210	к богу	3	2
211	себе и	2	2
212	она есть	5	2
213	хотя и	4	2
214	говорит что	3	2
215	есть ли	1	2
216	от этого	3	2
217	то в	7	2
218	и этим	1	2
219	в которой	1	2
220	бы не	1	2
221	если он	1	2
222	дальше и	2	2
223	и если	1	2
224	не к	1	2
225	одной и	1	2
226	на этом	2	2
227	образа и	2	2
228	еще более	3	2
229	тут не	4	2
230	– то	2	2
231	– вот	3	2
232	мире как	1	2
233	то все	1	2
234	если я	1	2
235	а за	1	2
236	не всегда	1	2
237	очень важное	1	2
238	должно быть	3	2
239	в этих	5	2
240	закона и	1	2
241	точки зрения	17	2
242	нас не	2	2
243	место в	1	2
244	них есть	2	2
245	и любят	1	2
246	и той	1	2
247	мир и	1	2
248	но эта	3	2
249	которые в	1	2
250	ему как	1	2
251	стоит в	1	2
252	правда в	1	2
253	– все	6	2
254	чем не	1	2
255	человека от	1	2
256	ничего не	17	2
257	жизни не	1	2
258	внутрь себя	1	2
259	природы в	1	2
260	к ней	4	2
261	– его	1	2
262	связи с	1	2
263	ни образа	1	2
264	как будто	1	2
265	в основе	3	2
266	нет ни	2	2
267	всегда есть	2	2
268	оно не	1	2
269	мысль о	1	2
270	верит в	1	2
271	можно было	5	2
272	есть также	1	2
273	еще в	1	2
274	в которые	1	2
275	быть может	4	2
276	по себе	25	2
277	в разных	3	2
278	нет уже	1	2
279	вот почему	1	2
280	и та	3	2
281	и что	12	2
282	к нему	8	2
283	чтобы получить	1	2
284	все время	1	2
285	но с	3	2
286	только можно	1	2
287	мы видим	4	2
288	к свету	3	2
289	мы увидим	2	2
290	на природу	1	2
291	а лишь	3	2
