N	2gram	Propp_Morf_1	Myshleni
1	с помощью	1	42
2	и в	13	25
3	в том	6	23
4	том что	4	20
5	таким образом	21	17
6	так же	3	17
7	что в	8	17
8	с тем	2	16
9	в основе	1	16
10	как и	3	15
11	в его	1	15
12	то что	8	15
13	в этом	14	14
14	между собой	4	13
15	может быть	52	13
16	в целом	3	13
17	так как	16	12
18	в качестве	5	12
19	могли бы	1	11
20	на основании	1	11
21	по своему	2	11
22	что они	2	10
23	перед нами	10	10
24	и что	2	10
25	что и	7	10
26	было бы	3	10
27	того что	3	10
28	только в	2	10
29	как бы	3	10
30	и не	12	10
31	мы не	8	9
32	связи с	10	9
33	ни в	1	9
34	как в	3	9
35	как мы	6	8
36	того чтобы	3	8
37	тем что	4	8
38	не является	3	8
39	все эти	2	7
40	в области	1	7
41	является то	1	7
42	мы можем	2	7
43	для того	2	7
44	что мы	2	7
45	как это	3	7
46	высшей степени	1	6
47	и на	1	6
48	но не	4	6
49	потому что	3	6
50	как уже	2	6
51	представляет собой	17	6
52	не только	4	6
53	собственном смысле	3	6
54	в силу	1	6
55	в высшей	1	6
56	не может	14	6
57	точки зрения	2	6
58	не в	3	6
59	не менее	5	6
60	самого начала	1	6
61	приходит к	1	6
62	в собственном	3	6
63	с самого	1	6
64	можно было	2	6
65	один из	5	6
66	что он	4	6
67	отличие от	1	6
68	со всеми	1	6
69	и у	1	6
70	с другой	8	6
71	в связи	9	6
72	благодаря этому	3	6
73	все же	7	6
74	мы должны	3	6
75	одним из	1	5
76	мы уже	1	5
77	с ее	1	5
78	и как	5	5
79	и к	4	5
80	что это	1	5
81	что она	2	5
82	при этом	1	5
83	и по	2	5
84	тем не	5	5
85	но это	6	5
86	с другом	1	5
87	могут быть	16	5
88	о том	2	5
89	так и	6	5
90	если бы	2	5
91	в этой	2	5
92	входит в	2	5
93	с одной	1	5
94	для него	1	5
95	из которых	3	5
96	одной стороны	1	5
97	друг с	1	5
98	мы имеем	9	4
99	время как	3	4
100	еще не	3	4
101	которые не	1	4
102	по пути	1	4
103	из этих	1	4
104	предметов и	1	4
105	на то	2	4
106	он не	3	4
107	как с	1	4
108	в основу	2	4
109	мы говорили	1	4
110	не столько	1	4
111	что с	1	4
112	в то	3	4
113	не могут	4	4
114	встречается в	1	4
115	к тому	4	4
116	то время	3	4
117	приводит к	2	4
118	мог бы	1	4
119	в ход	1	4
120	значит что	3	4
121	в какой	3	4
122	всяком случае	2	4
123	какой степени	1	4
124	рассматриваться как	2	4
125	из них	3	4
126	могло бы	1	4
127	друг друга	3	4
128	от того	3	4
129	но и	4	4
130	прежде всего	9	4
131	там где	5	4
132	независимо от	3	4
133	с этим	11	4
134	это значит	1	4
135	тем и	2	4
136	и все	1	4
137	а в	7	4
138	сказать что	2	4
139	мы увидим	8	4
140	в частности	2	4
141	во всяком	2	4
142	которая не	1	4
143	то в	3	3
144	эта форма	13	3
145	но как	2	3
146	если в	5	3
147	по отношению	4	3
148	формы в	1	3
149	им в	1	3
150	этот вывод	1	3
151	но на	1	3
152	что эти	2	3
153	на этом	3	3
154	его в	2	3
155	понятия и	1	3
156	или менее	2	3
157	в которых	2	3
158	которые в	1	3
159	состоит в	2	3
160	их в	1	3
161	того как	2	3
162	эти связи	1	3
163	во всем	1	3
164	перед ним	1	3
165	не есть	1	3
166	ничего общего	1	3
167	были бы	1	3
168	когда в	1	3
169	на ряд	1	3
170	вслед за	5	3
171	в него	1	3
172	задача и	1	3
173	мы видим	13	3
174	с ними	1	3
175	этот вопрос	2	3
176	дело с	1	3
177	путь к	2	3
178	который в	2	3
179	между тем	5	3
180	не можем	1	3
181	если мы	5	3
182	в виде	2	3
183	и их	2	3
184	этом отношении	1	3
185	а с	2	3
186	к разрешению	1	3
187	наряду с	5	3
188	с этой	1	3
189	в результате	7	3
190	между ними	1	3
191	другой стороны	4	3
192	огромное значение	2	3
193	к этому	3	3
194	смысле слова	4	2
195	решить задачу	1	2
196	и то	1	2
197	между двумя	1	2
198	уже по	1	2
199	то же	7	2
200	он получает	1	2
201	в чем	1	2
202	с его	2	2
203	вступают в	3	2
204	все остальные	1	2
205	хотя и	3	2
206	помощью этого	1	2
207	не связаны	1	2
208	животных и	3	2
209	но все	3	2
210	нами в	2	2
211	в себе	1	2
212	на его	4	2
213	связанные с	1	2
214	и задачи	2	2
215	момента в	1	2
216	постольку поскольку	1	2
217	слова не	1	2
218	здесь мы	3	2
219	главным образом	4	2
220	в совершенно	1	2
221	конечно в	1	2
222	об этом	4	2
223	может возникнуть	1	2
224	а по	3	2
225	того или	1	2
226	с другими	1	2
227	лишь на	2	2
228	или другого	1	2
229	из нее	1	2
230	в них	1	2
231	это положение	2	2
232	в один	3	2
233	на первый	3	2
234	в этих	13	2
235	в своей	1	2
236	часто не	1	2
237	что элементы	1	2
238	что говорит	1	2
239	однако в	2	2
240	бы быть	1	2
241	тому что	4	2
242	теми или	1	2
243	можно ли	1	2
244	но они	1	2
245	существенным для	1	2
246	эти формы	2	2
247	на котором	3	2
248	одна из	4	2
249	вытекает из	1	2
250	в другую	2	2
251	и его	1	2
252	в каком	2	2
253	очень часто	6	2
254	образом что	1	2
255	по характеру	1	2
256	все еще	3	2
