N	3gram	Tiupa_Disk_1	Problema
1	с точки зрения	1	11
2	той или иной	3	11
3	тем не менее	1	10
4	содержит в себе	1	8
5	в том что	13	8
6	то же самое	2	6
7	по крайней мере	2	6
8	сам по себе	1	6
9	с другой стороны	3	6
10	то есть в	2	6
11	в данном случае	2	5
12	не только в	2	4
13	во всяком случае	1	4
14	мы имеем дело	2	3
15	на самом деле	1	3
16	в этом смысле	1	3
17	только в том	2	3
18	вместе с тем	1	3
19	тех или иных	1	3
20	в связи с	1	3
21	того или иного	1	3
22	о том что	5	3
23	в чистом виде	1	2
24	не говоря уже	2	2
25	хотя бы и	1	2
26	сами по себе	2	2
27	как будто бы	1	2
28	тот или иной	2	2
29	в другом случае	1	2
30	в том или	1	2
31	можно даже сказать	1	2
32	в том чтобы	2	2
33	более или менее	2	2
34	заключается в том	1	2
35	и тем более	1	2
36	же самое можно	1	2
37	и прежде всего	1	2
38	в то же	3	2
39	дело не в	1	2
40	здесь как и	1	2
41	к тому же	4	2
42	зашла речь о	1	2
43	и может быть	1	1
44	но все же	1	1
45	на том что	1	1
46	только потому что	1	1
47	в виде вещей	1	1
48	дело в том	1	1
49	далеко не все	1	1
50	уже не является	2	1
51	том что он	1	1
52	свидетельствует о том	1	1
53	о том как	1	1
54	что же касается	2	1
55	как раз и	1	1
56	себя не только	1	1
57	одной стороны это	1	1
58	и не может	1	1
59	и в то	1	1
60	что он не	1	1
61	времени и пространства	1	1
62	самое можно сказать	1	1
63	в первую очередь	1	1
64	только то что	1	1
65	что не только	1	1
66	том числе и	2	1
67	во всех областях	1	1
68	в основе своей	2	1
69	говоря уже о	2	1
70	одно и то	1	1
71	в таком случае	1	1
72	до сих пор	1	1
73	ту или иную	1	1
74	но здесь это	1	1
75	по мнению автора	1	1
76	она еще не	1	1
77	прежде всего как	1	1
78	с одной стороны	9	1
79	и потому что	1	1
80	и как бы	3	1
81	имеем дело с	1	1
82	не в том	3	1
83	актеров на сцене	1	1
84	только при наличии	1	1
85	или иной области	1	1
86	прежде всего в	1	1
87	хотя бы на	1	1
88	в том числе	2	1
89	в новое время	1	1
90	но в случае	1	1
91	не то чтобы	1	1
92	одной из возможных	1	1
93	а в том	2	1
94	в известном смысле	1	1
95	в этом же	1	1
96	даже сказать что	1	1
97	так и в	1	1
98	сказать и о	2	1
99	в свою очередь	3	1
100	это и есть	1	1
101	не может существовать	1	1
102	с самого начала	1	1
103	в понятии же	1	1
104	но отнюдь не	2	1
105	вольно или невольно	2	1
106	несмотря на все	1	1
107	на то что	1	1
108	к мысли о	1	1
109	как учение о	1	1
110	как и в	1	1
111	обратить внимание на	2	1
