N	4gram	Vygotskiy__6	EvropaiE
1	с этой точки зрения	1	5
2	так же как и	1	3
3	заключается в том что	5	2
4	одного и того же	4	1
5	чтобы ответить на этот	1	1
6	в том числе и	1	1
7	в том смысле что	2	1
8	один и тот же	1	1
9	в то время как	5	1
10	в связи с этим	1	1
11	того чтобы ответить на	1	1
12	пределах одного и того	1	1
13	но так как мы	1	1
14	для того чтобы ответить	1	1
15	на то что в	1	1
16	в гораздо большей степени	1	1
17	ответить на этот вопрос	1	1
18	в пределах одного и	1	1
19	несмотря на то что	2	1
