N	3gram	Bakhtin_Fr_4	Problema
1	о том что	2	14
2	в конце концов	4	7
3	и то что	1	7
4	в данном случае	1	5
5	с одной стороны	2	5
6	в связи с	1	5
7	с другой стороны	3	5
8	то же самое	1	5
9	более или менее	3	4
10	до сих пор	1	4
11	и вовсе не	1	4
12	в то же	8	4
13	в том что	1	4
14	одной стороны и	1	3
15	на первый план	1	3
16	но и в	3	3
17	не может быть	1	3
18	даже и в	1	3
19	можно сказать что	1	3
20	все на свете	1	3
21	так же и	1	2
22	на самом деле	1	2
23	в том числе	3	2
24	имеется в виду	2	2
25	с самого начала	3	2
26	том числе и	2	2
27	в том случае	1	2
28	может быть и	1	2
29	для того чтобы	3	2
30	на эту тему	1	2
31	не только в	2	2
32	и тот же	2	2
33	один и тот	2	2
34	это и есть	3	2
35	и независимо от	1	2
36	то есть в	2	2
37	подобно тому как	3	2
38	таким образом что	1	1
39	но как раз	1	1
40	дает нам право	1	1
41	далеко не все	1	1
42	но даже и	1	1
43	лежащего в основе	1	1
44	важно то что	1	1
45	и не может	1	1
46	том случае если	1	1
47	знает что такое	1	1
48	и со стороны	1	1
49	речь но и	1	1
50	смысл то есть	1	1
51	на самом же	2	1
52	в этом отношении	1	1
53	литературы и искусства	1	1
54	но это не	1	1
55	как мы уже	5	1
56	в известной мере	3	1
57	и в то	4	1
58	то время как	1	1
59	тем что он	1	1
60	мы не знаем	1	1
61	на первый взгляд	1	1
62	и то же	1	1
63	а с другой	1	1
64	перед нами в	1	1
65	вполне понятно почему	1	1
66	именно тем что	1	1
67	самом же деле	2	1
68	так и их	1	1
69	и до наших	1	1
70	так и от	1	1
71	в то время	2	1
72	говорить о том	1	1
73	так и в	1	1
74	но это же	1	1
75	в хронологическом порядке	1	1
76	свои слова и	1	1
77	узком смысле слова	1	1
78	о чем мы	1	1
79	в вопросе о	1	1
80	в узком смысле	2	1
81	мы сказали что	1	1
82	в буквальном смысле	1	1
83	свою роль в	2	1
84	но в них	1	1
85	по своему смыслу	1	1
86	такой точки зрения	1	1
