N	4gram	Tiupa_Anal_2	Hudozhes
1	в то же время	2	4
2	состоит в том что	4	2
3	то же самое что	1	2
4	мы имеем дело с	1	1
5	не байрон я другой	1	1
6	в самом деле не	1	1
7	бы постепенно снята а	1	1
8	с кротким мягким взглядом	1	1
9	которому казалось бы место	1	1
10	таков что душевная характеристика	1	1
11	мягким взглядом очень здоровая	1	1
12	тихая добродушная жалостливая барышня	1	1
13	полные розовые щеки на	1	1
14	на мягкую белую шею	1	1
15	ее полные розовые щеки	1	1
16	была тихая добродушная жалостливая	1	1
17	это была тихая добродушная	1	1
18	была бы постепенно снята	1	1
19	с темной родинкой и	1	1
20	недуховность была бы постепенно	1	1
21	на ее полные розовые	1	1
22	для общей художественной концепции	1	1
23	постепенно снята а так	1	1
24	упускать из виду что	1	1
25	щеки на мягкую белую	1	1
26	глядя на ее полные	1	1
27	и в самом деле	1	1
28	определений таков что душевная	1	1
29	а так она подхваченная	1	1
30	одних и тех же	1	1
31	добродушная жалостливая барышня с	1	1
32	о себе как о	1	1
33	его недуховность была бы	1	1
34	нет я не байрон	1	1
35	я не байрон я	1	1
36	белую шею с темной	1	1
37	жалостливая барышня с кротким	1	1
38	к тому же в	1	1
39	кротким мягким взглядом очень	1	1
40	мягкую белую шею с	1	1
41	не в состоянии заменить	1	1
42	барышня с кротким мягким	1	1
43	розовые щеки на мягкую	1	1
44	заключается в том что	1	1
45	приводит к тому что	1	1
46	мотивом смерти не случайно	1	1
47	и в этом случае	1	1
48	шею с темной родинкой	1	1
49	снята а так она	1	1
