N	3gram	Vinokur_Ku_3	StatiiOP
1	в том что	8	16
2	о том что	3	11
3	и т д	8	6
4	до сих пор	8	5
5	вместе с тем	1	5
6	для того чтобы	11	5
7	к тому что	1	5
8	что он не	1	4
9	то обстоятельство что	3	4
10	обратить внимание на	1	4
11	после того как	4	4
12	в одном из	1	3
13	и т п	41	3
14	так же как	1	3
15	обращает на себя	1	3
16	с другой стороны	3	3
17	во всяком случае	1	3
18	в другом месте	1	2
19	на себя внимание	2	2
20	в одной из	1	2
21	с точки зрения	16	2
22	принять во внимание	2	2
23	в отличие от	2	2
24	бы то ни	1	2
25	не столько в	1	2
26	и в этом	4	2
27	не в том	2	2
28	в этих словах	1	2
29	то что он	1	2
30	мере в какой	1	2
31	более или менее	2	2
32	так и в	3	2
33	не только не	1	2
34	в самом деле	11	2
35	само собою разумеется	1	2
36	но все же	1	2
37	с тем что	1	2
38	по этому поводу	1	2
39	в том смысле	1	2
40	пушкина и в	1	2
41	той мере в	1	2
42	тем не менее	9	2
43	в той мере	1	2
44	не потому ли	1	2
45	к тому же	2	2
46	в этом его	1	1
47	русского литературного языка	1	1
48	точка зрения на	1	1
49	в пределах данной	1	1
50	мои критики но	1	1
51	одним и тем	2	1
52	не говоря уже	2	1
53	на самом деле	3	1
54	в этом смысле	1	1
55	при таких условиях	1	1
56	в полной силе	1	1
57	что же касается	1	1
58	эту сторону дела	1	1
59	здесь не место	1	1
60	о чем и	1	1
61	в наши дни	1	1
62	сам по себе	3	1
63	ответить на вопрос	1	1
64	языка в его	1	1
65	в первую очередь	3	1
66	и пр на	1	1
67	говоря уже о	2	1
68	на этот вопрос	1	1
69	и в области	3	1
70	содержания именно потому	1	1
71	пределах данной статьи	1	1
72	и я не	1	1
73	в зависимости от	7	1
74	ставит себе целью	1	1
75	бы может быть	1	1
76	т е за	1	1
77	уже о том	1	1
78	т е в	1	1
79	в чем же	1	1
80	в данном случае	4	1
81	и тем же	2	1
82	том смысле что	1	1
83	на французском языке	1	1
84	в известном смысле	2	1
85	и вместе с	1	1
86	как на самом	1	1
87	таким образом при	1	1
88	в связи с	4	1
89	том-то и дело	1	1
90	тем что в	1	1
91	в свое время	2	1
92	на вопрос о	1	1
93	при некотором внимании	1	1
94	этот вопрос в	1	1
95	нельзя было бы	1	1
96	отмечу лишь что	1	1
97	по отношению к	2	1
98	ни одного слова	1	1
99	совершенно независимо от	1	1
100	между прочим следующее	1	1
101	то же время	1	1
102	не то что	1	1
103	уже потому что	1	1
104	но также и	1	1
105	заключается в том	1	1
106	в то время	1	1
107	против того что	1	1
108	в том чтобы	3	1
109	спорить против того	1	1
110	в свою очередь	1	1
111	в этом случае	4	1
112	на ряду с	1	1
113	т п в	3	1
114	по языку в	2	1
115	сразу поняли и	1	1
116	судить по тому	1	1
117	прямой связи с	1	1
118	в данном отношении	1	1
119	в каком смысле	1	1
120	хотя бы уже	1	1
121	в то же	1	1
122	в том-то и	1	1
123	в том числе	2	1
124	это еще не	1	1
125	легко видеть что	1	1
126	дело не в	2	1
127	что в ней	1	1
128	некотором внимании к	1	1
129	не имеет ничего	1	1
130	как мы видели	2	1
