N	4gram	Tiupa_Narr_2	Analitik
1	состоит в том что	4	4
2	с той или иной	1	2
3	в том или ином	1	2
4	в то же время	3	2
5	к тому или иному	1	1
6	мы имеем дело с	2	1
7	ответ на этот вопрос	1	1
8	единственный в тексте случай	1	1
9	в качестве некоторого я	1	1
10	имеет место слияние пространственных	1	1
11	в самом деле не	1	1
12	и временных примет в	1	1
13	в осмысленном и конкретном	1	1
14	место слияние пространственных и	1	1
15	к тому же в	2	1
16	как уже говорилось выше	1	1
17	не что иное как	1	1
18	имеет в своем составе	1	1
19	встречи креативного и рецептивного	1	1
20	осмысленном и конкретном целом	1	1
21	человеческого я в мире	1	1
22	с этой точки зрения	1	1
23	никак не может быть	1	1
24	вступает в противоречие с	1	1
25	а не все что	1	1
26	слияние пространственных и временных	1	1
27	присутствия человеческого я в	1	1
28	ровным счетом ничего не	1	1
29	примет в осмысленном и	1	1
30	креативного и рецептивного сознаний	1	1
31	представляет собой своего рода	2	1
32	пространственных и временных примет	1	1
33	свидетельствует о том что	1	1
34	выше уже говорилось о	1	1
35	одним и тем же	1	1
36	есть не что иное	1	1
37	в данном случае это	1	1
38	временных примет в осмысленном	1	1
