N	3gram	Potebnia_M_4	Istorich
1	и т д	3	16
2	в этих случаях	2	10
3	с другой стороны	1	8
4	о том что	5	5
5	с одной стороны	1	4
6	на первый взгляд	1	4
7	тем не менее	4	4
8	в том что	7	4
9	отсюда видно что	1	3
10	то что в	2	3
11	не может быть	5	3
12	в данном случае	2	3
13	дело не в	1	3
14	точно так же	1	2
15	но и в	1	2
16	после того как	2	2
17	на этот вопрос	2	2
18	и здесь мы	1	2
19	до сих пор	4	2
20	но тем не	2	2
21	здесь мы имеем	1	2
22	в том чтобы	1	2
23	образом мы видим	1	2
24	а в том	2	2
25	мы не можем	3	2
26	таким образом мы	2	2
27	в то время	1	2
28	что это не	1	2
29	то же что	1	2
30	как и в	1	2
31	что и в	2	2
32	о том как	1	1
33	от одного лица	1	1
34	таким образом что	2	1
35	не в состоянии	2	1
36	хотя и не	1	1
37	только потому что	2	1
38	сказать что в	1	1
39	с точки зрения	3	1
40	выше мы видели	1	1
41	мере того как	4	1
42	а не в	1	1
43	но так как	1	1
44	по отношению к	8	1
45	по мере того	4	1
46	в этом случае	5	1
47	о том почему	1	1
48	то же самое	4	1
49	во многих других	1	1
50	только в том	2	1
51	и то и	1	1
52	мы должны признать	1	1
53	ответить на вопрос	1	1
54	и та же	1	1
55	можно сделать из	1	1
56	и т п	4	1
57	в большинстве случаев	2	1
58	и не в	1	1
59	то и другое	2	1
60	и что это	1	1
61	вместе с тем	3	1
62	первый взгляд кажется	1	1
63	тогда как в	1	1
64	том что такое	1	1
65	что то что	1	1
66	в первый раз	1	1
67	то что она	2	1
68	и тот же	2	1
69	выводы можно сделать	1	1
70	в непосредственной связи	1	1
71	это не так	1	1
72	имеем дело с	1	1
73	в связи с	1	1
74	одна и та	1	1
75	может быть названо	1	1
76	на вопрос что	1	1
77	только о том	1	1
78	в них не	1	1
79	один и тот	2	1
80	не в его	1	1
81	мы можем видеть	1	1
82	на вопрос почему	2	1
83	непосредственной связи с	1	1
84	и тем более	1	1
85	что в действительности	1	1
86	вопрос о том	2	1
87	по тому что	1	1
88	с тем и	2	1
89	во второй половине	1	1
90	в этом мы	1	1
91	конечно не в	1	1
92	к тому что	1	1
93	т д то	1	1
94	ее так и	1	1
95	мы видели что	1	1
