N	2gram	Tiupa_Lite_2	Myshleni
1	в развитии	1	28
2	то что	7	26
3	в этом	9	25
4	что он	3	25
5	потому что	2	21
6	таким образом	1	19
7	точки зрения	4	18
8	в том	10	18
9	не может	9	18
10	того чтобы	1	17
11	не только	8	16
12	и в	19	16
13	того что	5	16
14	так как	3	16
15	что в	4	16
16	том что	7	15
17	так же	1	15
18	для того	2	14
19	в сущности	3	13
20	по отношению	4	12
21	в ходе	1	12
22	в области	4	12
23	и что	2	12
24	и не	11	12
25	отношению к	3	12
26	из того	2	11
27	в его	4	11
28	но не	5	10
29	было бы	2	10
30	как мы	1	10
31	а не	20	10
32	с точки	3	9
33	в отношении	1	9
34	может быть	17	9
35	то же	12	8
36	в известном	1	8
37	понятий в	1	8
38	как и	10	8
39	тем самым	3	8
40	в основе	2	8
41	о том	2	8
42	он не	5	8
43	как это	2	8
44	же как	2	7
45	того же	4	7
46	переход от	1	7
47	представляет собой	2	7
48	в нем	3	7
49	но он	1	7
50	приводит к	1	7
51	так и	7	7
52	к объекту	2	7
53	и на	6	6
54	но в	2	6
55	в этой	3	6
56	как он	2	6
57	состоит в	9	6
58	в другом	3	6
59	не в	4	6
60	в школе	1	6
61	у него	2	6
62	но и	10	6
63	в какой	2	6
64	к тому	1	6
65	в сфере	4	5
66	в такой	2	5
67	должна быть	1	5
68	мы и	1	5
69	как в	1	5
70	в своем	1	5
71	он должен	1	5
72	тому что	1	5
73	мысли и	2	5
74	с ним	2	5
75	в то	9	5
76	того как	1	5
77	никогда не	3	5
78	ничего не	3	5
79	этом отношении	3	5
80	можно было	1	5
81	же мере	1	5
82	но мы	1	5
83	можно сказать	1	5
84	тот же	2	5
85	хотя бы	2	5
86	для него	4	5
87	тем что	4	5
88	как бы	2	5
89	не является	2	5
90	еще более	1	5
91	не знает	2	5
92	и то	3	4
93	отношений в	1	4
94	той же	2	4
95	за пределы	1	4
96	в самом	1	4
97	все эти	1	4
98	при этом	6	4
99	подобно тому	2	4
100	и по	1	4
101	это не	1	4
102	такой же	3	4
103	сущности говоря	1	4
104	мышления и	1	4
105	не имеет	1	4
106	казалось бы	1	4
107	могут быть	2	4
108	же самое	1	4
109	в пределах	1	4
110	еще не	2	4
111	и т.д	7	4
112	в новой	1	4
113	в качестве	5	4
114	так что	4	4
115	не могут	1	4
116	с другой	8	4
117	именно в	1	4
118	к которому	1	4
119	что мы	1	4
120	вместе с	5	4
121	тому как	2	4
122	с этой	2	4
123	в целом	2	4
124	в результате	2	4
125	бы в	1	4
126	в системе	1	4
127	в свою	1	4
128	этой точки	1	4
129	самом деле	1	3
130	это и	1	3
131	в первом	1	3
132	отношения между	1	3
133	мы не	4	3
134	и чужого	1	3
135	как я	3	3
136	частный случай	1	3
137	понятия в	1	3
138	но как	2	3
139	если в	2	3
140	ответ на	1	3
141	все же	2	3
142	сознания в	3	3
143	как уже	2	3
144	и как	3	3
145	в действительности	1	3
146	то в	2	3
147	на этом	2	3
148	с тем	2	3
149	мы видели	1	3
150	в этих	1	3
151	в их	3	3
152	и понятий	1	3
153	из которых	2	3
154	не менее	6	3
155	до конца	2	3
156	в смысле	1	3
157	только не	1	3
158	по своей	1	3
159	и его	3	3
160	связи с	1	3
161	ничего общего	1	3
162	приходит к	1	3
163	свою очередь	1	3
164	в себя	3	3
165	то как	2	3
166	еще в	4	3
167	и с	3	3
168	вот почему	1	3
169	никак не	1	3
170	в чем	1	3
171	этих двух	1	3
172	а потому	2	3
173	что и	2	3
