N	2gram	Propp_Isto_7	Psycholo
1	то что	7	32
2	и в	24	31
3	в том	7	30
4	и т	17	26
5	что в	13	23
6	может быть	14	22
7	таким образом	7	20
8	при помощи	3	20
9	совершенно ясно	4	19
10	при этом	4	19
11	ясно что	1	19
12	так как	8	18
13	не может	14	17
14	как и	6	16
15	том что	10	16
16	т п	1	16
17	и не	4	16
18	точки зрения	4	15
19	только в	6	14
20	не только	21	13
21	что и	8	13
22	а не	8	13
23	мы не	4	12
24	так же	6	12
25	в этом	12	12
26	в самом	2	11
27	не в	9	11
28	на то	3	10
29	того что	6	10
30	потому что	9	10
31	самом деле	1	9
32	по себе	1	9
33	ни в	2	9
34	как в	12	9
35	показать что	1	8
36	т д	16	8
37	и что	10	8
38	всякий раз	1	8
39	никогда не	4	8
40	что мы	3	8
41	вместе с	7	8
42	все это	8	8
43	только тогда	1	7
44	том чтобы	3	7
45	на основании	1	7
46	сказать что	2	7
47	и его	3	7
48	о том	9	7
49	что он	21	7
50	этой теории	1	6
51	что это	6	6
52	зависимости от	1	6
53	очевидно что	1	6
54	из этих	3	6
55	что она	5	6
56	для того	1	6
57	было бы	2	6
58	если бы	1	6
59	в его	1	6
60	вслед за	1	6
61	вовсе не	4	6
62	и даже	3	6
63	одной стороны	5	6
64	а в	10	6
65	и есть	1	5
66	в зависимости	1	5
67	то же	8	5
68	время как	2	5
69	в ее	2	5
70	с одной	5	5
71	в целом	1	5
72	показывает что	8	5
73	оказывается что	2	5
74	она не	2	5
75	в то	2	5
76	тогда когда	3	5
77	как будто	1	5
78	утверждать что	1	5
79	то время	2	5
80	для нас	6	5
81	с другой	9	5
82	мы видим	10	5
83	в какой	1	5
84	так что	3	5
85	эта теория	1	5
86	как бы	4	5
87	этой точки	3	5
88	все же	9	5
89	для выражения	1	5
90	формы и	1	5
91	и все	6	5
92	другой стороны	8	5
93	же как	4	4
94	в котором	2	4
95	мы имеем	12	4
96	в которой	2	4
97	у него	10	4
98	искусство и	1	4
99	и если	3	4
100	по существу	4	4
101	в совершенно	1	4
102	от себя	1	4
103	что я	1	4
104	тому что	2	4
105	одна из	7	4
106	очень часто	1	4
107	к тому	1	4
108	те же	1	4
109	со стороны	2	4
110	никак не	1	4
111	прежде всего	2	4
112	один из	7	4
113	мы увидим	6	4
114	и у	2	4
115	мы можем	4	4
116	там где	5	4
117	и так	2	4
118	как это	2	4
119	с этой	6	4
120	и о	2	4
121	в этих	13	4
122	указывает на	1	4
123	и другие	9	4
124	к этому	2	4
125	например в	3	3
126	почти всегда	2	3
127	что эти	2	3
128	должна быть	1	3
129	с теорией	1	3
130	вопрос о	3	3
131	из которых	1	3
132	в которых	1	3
133	совсем не	1	3
134	но не	6	3
135	с этим	2	3
136	стороны и	2	3
137	в своем	1	3
138	хотя и	3	3
139	что по	2	3
140	и к	1	3
141	но в	5	3
142	та же	2	3
143	уже в	3	3
144	в этой	1	3
145	им в	2	3
146	состоит в	1	3
147	надо сказать	1	3
148	в силу	2	3
149	и вот	1	3
150	и по	3	3
151	в каждом	1	3
152	не будет	2	3
153	общественного развития	2	3
154	с тем	1	3
155	мы знаем	2	3
156	в своей	1	3
157	представление о	3	3
158	для объяснения	3	3
159	и той	1	3
160	задачи и	3	3
161	случае в	1	3
162	чистом виде	1	3
163	что эта	1	3
164	точно так	2	3
165	во всем	2	3
166	не могут	2	3
167	что при	2	3
168	и это	2	3
169	и когда	2	3
170	так и	5	3
171	что у	4	3
172	по тому	1	3
173	но мы	1	3
174	он не	6	3
175	ее от	1	3
176	в частности	1	3
177	дело с	1	3
178	который в	1	3
179	форма этого	1	3
180	не можем	2	3
181	только на	2	3
182	мышления и	1	3
183	это обстоятельство	2	3
184	в конце	3	3
185	от того	1	3
186	и только	1	3
187	до сих	2	3
188	могут служить	1	3
189	совершенно очевидно	2	3
190	под влиянием	1	3
191	в одной	2	3
192	противоречие с	1	3
193	из его	1	3
194	в состоянии	4	3
195	сих пор	3	3
196	но это	3	3
197	должны быть	3	3
198	от всех	2	3
199	т е	16	3
200	жизни и	1	3
201	все что	1	3
202	как на	1	3
203	в таком	1	3
204	ту же	1	2
205	того же	2	2
206	и то	1	2
207	и без	1	2
208	есть не	1	2
209	она в	3	2
210	как мы	3	2
211	бы что	1	2
212	оно есть	1	2
213	большей частью	1	2
214	в чем	5	2
215	на основе	1	2
216	а только	1	2
217	и всякий	1	2
218	искусство в	1	2
219	отношение к	5	2
220	что они	3	2
221	сама по	1	2
222	независимо от	1	2
223	совершенно другой	1	2
224	когда он	3	2
225	более или	1	2
226	увидим что	2	2
227	есть ли	1	2
228	представляет собой	4	2
229	в известном	1	2
230	и тот	2	2
231	как он	6	2
232	в нем	6	2
233	этого вопроса	1	2
234	как они	1	2
235	и с	1	2
236	не дает	1	2
237	его в	3	2
238	если при	1	2
239	и тем	2	2
240	в них	3	2
241	он же	1	2
242	далеко не	1	2
243	то чтобы	2	2
244	не всегда	4	2
245	такой же	1	2
246	или менее	1	2
247	что такое	2	2
248	именно и	1	2
249	с точки	1	2
250	и другого	1	2
251	тем не	4	2
252	можно ли	1	2
253	не менее	5	2
254	тем самым	1	2
255	в науке	1	2
256	в основе	2	2
257	мы все	1	2
258	ничего не	5	2
259	в противоречие	1	2
260	показывает как	3	2
261	видим что	3	2
262	с достаточной	1	2
263	в сознании	1	2
264	ли это	1	2
265	же самое	1	2
266	если же	1	2
267	на вопрос	4	2
268	и поэтому	1	2
269	приходит к	3	2
270	связи со	2	2
271	без всякого	2	2
272	подойти к	1	2
273	с ним	5	2
274	означает что	1	2
275	все дело	2	2
276	и здесь	12	2
277	там же	2	2
278	но и	11	2
279	и во	1	2
280	этой формулы	1	2
281	самому себе	1	2
282	в другой	3	2
283	как она	1	2
284	заключается не	1	2
285	в него	1	2
286	и другую	2	2
287	к нему	7	2
288	что здесь	7	2
289	как например	1	2
290	видели что	1	2
291	тот же	2	2
292	которых они	1	2
293	и потому	1	2
294	бы ни	1	2
295	по этому	2	2
296	в качестве	3	2
297	из которого	1	2
298	вот что	1	2
299	уже не	2	2
300	в жизни	1	2
301	из них	2	2
302	ту или	1	2
303	и их	1	2
304	к ним	2	2
305	но что	1	2
306	говорит о	2	2
307	то и	4	2
308	о чем	1	2
309	когда она	2	2
310	в связи	2	2
311	мы видели	7	2
312	что же	1	2
313	и там	2	2
314	с ложным	1	2
315	отличается от	2	2
316	она должна	1	2
317	в книге	1	2
318	как прием	1	2
319	и может	1	2
320	и от	2	2
321	его не	2	2
322	тот кто	5	2
323	ее и	1	2
324	от него	3	2
325	к этой	1	2
326	и как	1	2
327	только что	1	2
328	или не	1	2
329	утверждал что	1	2
330	всех других	2	2
331	из этого	1	2
332	только о	2	2
333	что то	1	2
334	имеет в	1	2
335	это в	1	2
336	и наиболее	1	1
337	их заранее	1	1
338	от этой	1	1
339	он также	2	1
340	к нашему	1	1
341	связана с	1	1
342	он показывает	6	1
343	утверждение что	1	1
344	может сделаться	1	1
345	действительно мы	1	1
346	и больше	1	1
347	это объяснение	1	1
348	он уже	1	1
349	в несколько	1	1
350	на тех	1	1
351	что если	1	1
352	которую мы	1	1
353	в первый	1	1
354	совершенно так	1	1
355	еще до	1	1
356	который был	1	1
357	но она	1	1
358	что иное	1	1
359	я не	1	1
360	и ее	2	1
361	ему в	1	1
362	то это	5	1
363	в ней	1	1
364	собой в	1	1
365	еще не	8	1
366	и на	2	1
367	может сделать	1	1
368	бы то	1	1
369	с его	3	1
370	во всех	7	1
371	только после	2	1
372	тем как	1	1
373	по своему	1	1
374	быть признаны	2	1
375	то он	1	1
376	о смерти	1	1
377	ответ на	6	1
378	тогда как	3	1
379	один и	1	1
380	это говорит	1	1
381	этом очень	1	1
382	для испытания	1	1
383	и нет	2	1
384	перед нами	2	1
385	тех случаях	4	1
386	и наконец	3	1
387	в древнейшем	1	1
388	в непосредственной	1	1
389	конечно не	2	1
390	он на	2	1
391	и свою	1	1
392	можно сделать	1	1
393	и хотя	1	1
394	или иную	1	1
395	за собой	1	1
396	из самых	2	1
397	потом уже	1	1
398	а последний	1	1
399	но отсюда	1	1
400	в черный	1	1
401	в тех	5	1
402	во многих	2	1
403	какую роль	1	1
404	на его	2	1
405	вокруг себя	1	1
406	не получаем	1	1
407	эту задачу	3	1
408	в ряд	2	1
409	что цель	1	1
410	значения но	1	1
411	ни было	1	1
412	и попытка	1	1
413	что ни	1	1
414	ясности если	1	1
415	в нее	1	1
416	но все	4	1
417	в одну	2	1
418	могла бы	1	1
419	существует между	1	1
420	об этом	6	1
421	сочетание с	1	1
422	на все	1	1
423	а как	1	1
424	знает что	1	1
425	это не	10	1
426	его существенную	1	1
427	живет в	1	1
428	за ней	1	1
429	чаще всего	3	1
430	формула для	1	1
431	на этот	2	1
432	тех которые	1	1
433	это положение	2	1
434	она и	1	1
435	ни одной	1	1
436	и уже	1	1
437	которой он	3	1
438	и вне	1	1
439	задач в	4	1
440	мы хотели	1	1
441	для себя	1	1
442	автора и	1	1
443	обратимся к	1	1
444	и становится	3	1
445	та что	1	1
446	но если	1	1
447	и при	1	1
448	связь со	1	1
449	соответствующие им	1	1
450	по реке	1	1
451	женщин и	1	1
452	нас не	2	1
453	можно найти	2	1
454	взгляд на	1	1
455	о той	1	1
456	указать что	2	1
457	из анализа	2	1
458	стоит в	2	1
459	знаем что	3	1
460	должны были	3	1
461	такое толкование	1	1
462	природы но	1	1
463	не стоят	1	1
464	образом и	1	1
465	такую же	1	1
466	некоторые черты	2	1
467	при рассмотрении	1	1
468	и более	1	1
469	только те	1	1
470	не могли	1	1
471	и наоборот	1	1
472	что этот	2	1
473	он дает	3	1
474	же мы	1	1
475	нас к	2	1
476	это верно	1	1
477	приводят к	1	1
478	гораздо ярче	1	1
479	вплоть до	2	1
480	чтобы иметь	1	1
481	в таких	2	1
482	как можно	1	1
483	в испытании	1	1
484	дело не	5	1
485	то чего	1	1
486	дело в	1	1
487	живые люди	1	1
488	это совершенно	1	1
489	того как	3	1
490	склонен думать	1	1
491	имеем дело	1	1
492	здесь совершенно	1	1
493	увидим ниже	1	1
494	или когда	3	1
495	связи с	3	1
496	и делает	1	1
497	не до	1	1
498	перед ним	1	1
499	к объяснению	1	1
500	и такие	2	1
501	лежит в	2	1
502	как только	2	1
503	его за	2	1
504	вели это	1	1
505	для его	1	1
506	они и	1	1
507	все еще	1	1
508	оно не	1	1
509	он создает	1	1
510	оно может	1	1
511	можно и	1	1
512	назвал его	1	1
513	как не	1	1
514	но при	2	1
515	однако ни	1	1
516	не могу	1	1
517	на другой	1	1
518	раз мы	1	1
519	мысль о	1	1
520	духа и	1	1
521	стоят в	2	1
522	из двух	1	1
523	на нее	1	1
524	раз он	2	1
525	того и	1	1
526	здесь нет	3	1
527	можно только	1	1
528	его она	1	1
529	том как	1	1
530	основана на	1	1
531	составные части	1	1
532	с этого	1	1
533	мы всегда	1	1
534	сводится к	1	1
535	в состав	1	1
536	и та	1	1
537	обращается к	3	1
538	как ее	1	1
539	с социальной	1	1
540	можно сказать	1	1
541	в различных	3	1
542	а также	1	1
543	образом мы	2	1
544	все в	2	1
545	в приведенных	2	1
546	новое что	1	1
547	на составные	1	1
548	помощи которых	1	1
549	убеждают нас	1	1
550	во всей	1	1
551	в свете	3	1
552	не знаю	3	1
553	в самый	1	1
554	тех пор	1	1
555	но так	1	1
556	в ту	1	1
557	но с	1	1
558	д и	1	1
559	только у	1	1
560	это вытекает	2	1
561	чем это	1	1
562	одной из	4	1
563	вступить в	1	1
564	что этого	1	1
565	достаточной ясностью	1	1
566	и действительно	1	1
567	должен быть	1	1
568	очень много	2	1
569	одна и	1	1
570	прямо не	1	1
571	теперь уже	1	1
572	утверждают что	1	1
573	племени а	1	1
574	если в	2	1
575	этому вопросу	1	1
576	за ним	1	1
577	и значения	1	1
578	конечно у	1	1
579	возможна и	1	1
580	не так	2	1
581	превратившись в	1	1
582	или это	2	1
583	она будет	2	1
584	как при	1	1
585	с искусством	1	1
586	ее на	4	1
587	в других	4	1
588	но из	1	1
589	в особенности	2	1
590	ей не	1	1
591	и из	1	1
592	связаны с	2	1
593	именно в	1	1
594	здесь в	1	1
595	такое же	2	1
596	а с	1	1
597	мы еще	1	1
598	и др	2	1
599	и пр	1	1
600	и самый	1	1
601	да не	1	1
602	своего рода	4	1
603	его как	1	1
604	вероятно не	1	1
605	для этой	1	1
606	один раз	1	1
607	если это	2	1
608	и пришли	1	1
609	случаях эта	1	1
610	из форм	1	1
611	к другой	1	1
612	образом на	1	1
613	что именно	1	1
614	наблюдение что	1	1
615	прямо говорит	1	1
616	представления о	4	1
617	он говорит	2	1
618	а если	2	1
619	же представления	1	1
620	в литературе	2	1
621	а потом	2	1
622	и всей	1	1
623	из авторов	1	1
624	ему при	1	1
625	него есть	2	1
626	для понимания	1	1
627	она на	1	1
628	есть признак	1	1
629	развития но	1	1
630	должно быть	1	1
631	бег и	1	1
632	туда и	1	1
633	в условиях	1	1
634	часто совпадают	1	1
635	новые и	2	1
636	но для	2	1
637	между собой	1	1
638	д то	1	1
639	же значение	1	1
640	приводит нас	1	1
641	или в	8	1
642	его с	1	1
643	от задачи	1	1
644	то не	4	1
645	и смысл	1	1
646	мы должны	4	1
647	находится в	1	1
648	хотя бы	1	1
649	в мировом	1	1
650	же в	1	1
651	но вот	2	1
652	различных формах	1	1
653	только как	1	1
654	в их	4	1
655	роль играет	1	1
656	с ними	1	1
657	религии и	1	1
658	к другу	1	1
659	при изучении	1	1
