N	2gram	Vygotskiy__5	KulturaY
1	и т	7	33
2	в том	27	30
3	и в	30	24
4	потому что	23	23
5	том что	21	21
6	т п	3	18
7	что в	24	17
8	того чтобы	20	17
9	для того	20	16
10	было бы	5	15
11	в этом	14	14
12	т д	3	14
13	точки зрения	7	14
14	может быть	11	13
15	все же	7	12
16	таким образом	20	12
17	и не	6	12
18	в его	4	12
19	не в	8	11
20	только в	5	11
21	хотя бы	3	10
22	в самом	14	10
23	не только	16	10
24	в силу	3	10
25	у нас	4	10
26	вовсе не	3	10
27	самом деле	8	9
28	с точки	2	9
29	так как	9	9
30	если бы	11	9
31	о том	10	9
32	того что	8	9
33	отношению к	1	9
34	прежде всего	4	9
35	то что	37	9
36	а только	1	8
37	по отношению	2	8
38	уже не	1	8
39	то обстоятельство	1	8
40	то же	7	8
41	том чтобы	2	8
42	обстоятельство что	1	8
43	тем что	6	8
44	как раз	13	8
45	а не	8	8
46	не может	9	7
47	что язык	1	7
48	не трудно	1	7
49	это не	3	7
50	в них	4	7
51	не менее	1	7
52	связи с	2	7
53	в области	1	7
54	так и	3	7
55	бы в	5	7
56	в качестве	2	7
57	с другой	9	7
58	с помощью	2	7
59	как бы	19	7
60	вместе с	12	7
61	только потому	1	6
62	мы имеем	8	6
63	зависимости от	7	6
64	в ней	4	6
65	в которой	3	6
66	все эти	2	6
67	при этом	8	6
68	в которых	2	6
69	тогда когда	1	6
70	можно было	3	6
71	что он	17	6
72	в какой	1	6
73	но и	6	6
74	именно в	6	6
75	что же	1	6
76	все это	2	6
77	другой стороны	5	6
78	что такое	1	6
79	например в	1	5
80	в зависимости	6	5
81	еще не	5	5
82	но не	7	5
83	не просто	1	5
84	и вовсе	1	5
85	что это	8	5
86	слово это	1	5
87	и с	2	5
88	но уже	1	5
89	рядом с	5	5
90	с тем	8	5
91	так сказать	1	5
92	по крайней	1	5
93	и его	6	5
94	к тому	8	5
95	в виду	4	5
96	и что	23	5
97	между тем	1	5
98	крайней мере	1	5
99	еще и	1	5
100	содержание и	4	5
101	что не	1	5
102	в той	3	5
103	в результате	4	5
104	целый ряд	3	5
105	этом отношении	3	5
106	а в	4	5
107	речи и	1	5
108	во всяком	1	5
109	того же	2	4
110	это и	2	4
111	что эти	2	4
112	и на	3	4
113	с его	2	4
114	что они	5	4
115	как в	3	4
116	в целом	5	4
117	из этих	3	4
118	учение о	1	4
119	на то	17	4
120	в нем	7	4
121	русском языке	1	4
122	того или	1	4
123	в данном	3	4
124	из области	1	4
125	речи в	1	4
126	на язык	1	4
127	того как	2	4
128	в русском	1	4
129	и является	1	4
130	к себе	1	4
131	внимание на	4	4
132	что и	3	4
133	с ними	1	4
134	должен быть	2	4
135	так что	3	4
136	не есть	4	4
137	речь в	2	4
138	из них	2	4
139	со стороны	3	4
140	до сих	5	4
141	там где	4	4
142	в частности	4	4
143	и потому	5	4
144	с этим	2	4
145	по существу	2	4
146	сих пор	5	4
147	один из	5	4
148	указать на	1	4
149	же в	2	4
150	в этих	3	4
151	так же	13	4
152	и то	9	3
153	в котором	2	3
154	той же	3	3
155	ему нужно	1	3
156	в сущности	12	3
157	то это	4	3
158	так называемые	1	3
159	и он	2	3
160	с большим	1	3
161	то мы	1	3
162	очевидно что	2	3
163	в своем	6	3
164	хотя и	1	3
165	когда он	5	3
166	более или	1	3
167	что слово	1	3
168	что так	1	3
169	в этой	5	3
170	в себе	5	3
171	и если	6	3
172	на его	3	3
173	должна быть	2	3
174	на том	2	3
175	состоит в	3	3
176	что она	6	3
177	и может	1	3
178	он есть	1	3
179	несмотря на	5	3
180	должно быть	2	3
181	или менее	1	3
182	в их	3	3
183	представление о	1	3
184	и эти	1	3
185	даже в	1	3
186	тому что	8	3
187	казалось бы	4	3
188	ли не	2	3
189	что оно	6	3
190	свою очередь	1	3
191	здесь не	1	3
192	не сделал	1	3
193	сводится к	5	3
194	не с	2	3
195	ясно что	6	3
196	это только	3	3
197	для этого	9	3
198	и здесь	6	3
199	можно сказать	2	3
200	нуждается в	1	3
201	этом смысле	2	3
202	обе эти	2	3
203	мы увидим	9	3
204	уже в	6	3
205	в одном	2	3
206	связано с	1	3
207	даже и	2	3
208	не было	1	3
209	и даже	2	3
