N	3gram	Voloshinov_1	Mirosoze
1	не может быть	3	17
2	не было бы	1	5
3	но и в	1	4
4	это и есть	1	4
5	– один из	3	3
6	мы увидим что	4	3
7	по отношению к	9	2
8	до сих пор	3	2
9	и не может	1	2
10	хотя бы и	2	2
11	что он не	1	2
12	в свою противоположность	1	2
13	к тому чтобы	3	2
14	он никогда не	1	2
15	человек не может	1	2
16	как будто бы	1	2
17	не могут быть	3	2
18	на этом пути	1	2
19	в то время	1	2
20	для того чтобы	1	2
21	в высшей степени	2	2
22	он не только	1	2
23	все в нем	1	1
24	– все это	4	1
25	нет и не	1	1
26	а иногда и	1	1
27	– не только	1	1
28	новых и новых	1	1
29	в себе самом	1	1
30	в самом деле	5	1
31	никогда не отражает	1	1
32	они не могут	1	1
33	находятся в состоянии	1	1
34	было для него	1	1
35	в зависимости от	2	1
36	точку зрения и	1	1
37	в отличие от	1	1
38	у него никогда	1	1
39	в наше время	1	1
40	социальной среды если	1	1
41	он не был	1	1
42	часто трудно бывает	1	1
43	жизни и в	1	1
44	может быть и	1	1
45	иное отношение к	1	1
46	быть может наиболее	1	1
47	культуры и истории	1	1
48	в истории –	1	1
49	в глубине ее	1	1
50	вообще не существует	1	1
51	до конца и	1	1
52	это прежде всего	1	1
53	так как они	1	1
54	человека и все	1	1
55	и по отношению	2	1
56	по сравнению с	1	1
57	во всех этих	1	1
58	чем он сам	2	1
59	страдания и это	1	1
60	в самые последние	1	1
61	во всяком случае	3	1
62	но не только	1	1
63	как бы в	1	1
64	но не может	1	1
65	в себе и	1	1
66	на протяжении всей	5	1
67	что он был	1	1
68	с еще большей	1	1
69	к нему и	1	1
70	нужно сказать что	1	1
71	о том что	1	1
72	в первый период	4	1
73	и есть та	1	1
74	влечет его к	1	1
75	в вопросе о	1	1
76	есть прежде всего	1	1
77	– одно из	2	1
78	– только одно	1	1
79	в человеке –	1	1
80	него никогда не	1	1
81	во многих отношениях	1	1
82	мы чувствуем себя	1	1
83	в том что	4	1
84	выходит за пределы	1	1
85	она не может	1	1
86	не был связан	1	1
87	выходят за пределы	1	1
88	ответ на это	1	1
