N	2gram	Losev_Dial_3	Vladivir
1	и в	24	40
2	то что	14	28
3	не только	23	25
4	и не	27	25
5	учение о	8	24
6	у него	2	24
7	то есть	1	24
8	том что	8	18
9	в том	5	18
10	но и	9	18
11	еще и	2	18
12	также и	2	17
13	что в	7	17
14	в этом	8	16
15	в его	2	14
16	так что	8	14
17	не может	19	14
18	в виде	8	13
19	точки зрения	25	13
20	вовсе не	13	13
21	только в	5	13
22	даже и	7	12
23	а именно	2	12
24	сказать что	4	12
25	едва ли	1	11
26	никогда не	7	11
27	потому что	7	11
28	таким образом	13	11
29	о том	6	11
30	не просто	18	10
31	ни в	9	10
32	тем не	10	10
33	и его	5	10
34	то это	9	10
35	не есть	54	10
36	прежде всего	8	10
37	как раз	7	10
38	и потому	2	10
39	это есть	8	10
40	и то	4	9
41	уже не	5	9
42	что это	12	9
43	в себе	2	9
44	и с	6	9
45	не менее	11	9
46	есть только	12	9
47	что же	11	9
48	как мы	2	8
49	в своем	3	8
50	он не	5	8
51	и что	15	8
52	раз и	3	8
53	для него	4	8
54	может быть	13	8
55	а не	26	8
56	так же	4	8
57	а только	1	7
58	хотя и	5	7
59	и как	8	7
60	и если	2	7
61	что все	14	7
62	как и	7	7
63	несмотря на	2	7
64	в то	5	7
65	что и	6	7
66	того что	12	7
67	так как	6	7
68	вместе с	1	7
69	к тому	4	7
70	а в	2	7
71	в своих	2	7
72	оно есть	2	6
73	и на	3	6
74	кроме того	6	6
75	то в	2	6
76	не будет	3	6
77	не мог	1	6
78	с точки	14	6
79	по себе	20	6
80	иной раз	2	6
81	в смысле	2	6
82	во всем	3	6
83	и это	4	6
84	и от	3	6
85	так и	5	6
86	об этом	6	6
87	и здесь	2	6
88	почему же	2	6
89	значит что	24	6
90	и даже	13	6
91	если не	3	6
92	да и	1	6
93	это значит	24	6
94	но это	5	6
95	хотя бы	4	6
96	отношения к	1	5
97	мы уже	3	5
98	в ней	2	5
99	тут же	1	5
100	отнюдь не	10	5
101	в истории	4	5
102	более или	1	5
103	все эти	3	5
104	тому же	2	5
105	содержит в	1	5
106	должно быть	3	5
107	или менее	1	5
108	но если	6	5
109	в отношении	1	5
110	тем что	3	5
111	для нас	2	5
112	ничего не	17	5
113	только и	2	5
114	эти три	1	5
115	у нас	4	5
116	для себя	2	5
117	учении о	1	5
118	с другой	4	5
119	что он	13	5
120	только на	7	5
121	в одном	1	5
122	не говорит	3	5
123	не было	3	5
124	в данном	2	5
125	это учение	1	5
126	никакого отношения	3	5
127	в самом	7	4
128	то же	6	4
129	что если	2	4
130	и о	3	4
131	вопрос о	5	4
132	но даже	3	4
133	философии но	1	4
134	учение об	1	4
135	еще не	2	4
136	но не	2	4
137	то он	1	4
138	все же	3	4
139	но в	2	4
140	абсолютное есть	3	4
141	бы и	1	4
142	на то	3	4
143	есть все	1	4
144	было бы	5	4
145	чем в	1	4
146	такой же	1	4
147	в котором	1	4
148	даже в	1	4
149	тому что	4	4
150	не имеет	11	4
151	пусть он	1	4
152	учения о	2	4
153	в каком	3	4
154	только при	1	4
155	то время	4	4
156	не с	1	4
157	мог бы	1	4
158	она была	2	4
159	никак не	2	4
160	утверждает что	3	4
161	и можно	2	4
162	если мы	1	4
163	при помощи	3	4
164	от того	4	4
165	здесь в	1	4
166	говорит о	4	4
167	и все	6	4
168	как это	5	4
169	если оно	4	4
170	в течение	1	4
171	по существу	2	4
172	то следовательно	4	4
173	указать на	1	4
174	в результате	1	4
175	есть и	12	4
176	точно так	2	4
177	же как	2	3
178	на самом	1	3
179	мы имеем	1	3
180	на первом	1	3
181	и тут	3	3
182	я не	6	3
183	здесь не	1	3
184	бы то	2	3
185	в чем	4	3
186	за пределы	3	3
187	независимо от	1	3
188	перед нами	3	3
189	и у	2	3
190	из этих	2	3
191	если есть	1	3
192	в нем	3	3
193	при этом	2	3
194	раз навсегда	2	3
195	христианство и	1	3
196	но все	1	3
197	то ни	1	3
198	в качестве	1	3
199	это было	3	3
200	это не	4	3
201	бытие и	3	3
202	далеко не	1	3
203	этого не	2	3
204	первом плане	1	3
205	не больше	3	3
206	нисколько не	1	3
207	разного рода	2	3
208	не в	3	3
209	что этот	2	3
210	если нет	4	3
211	что есть	4	3
212	и притом	5	3
213	тех кто	1	3
214	всякого рода	1	3
215	все то	1	3
216	отличается от	8	3
217	всегда есть	5	3
218	оно не	6	3
219	в виду	7	3
220	то как	2	3
