N	2gram	Berdyaev_M_1	FransuaR
1	и в	28	29
2	то есть	3	21
3	и не	11	16
4	в эпоху	1	15
5	в этой	6	13
6	и все	10	13
7	но в	7	12
8	как и	5	12
9	и на	6	11
10	в этом	20	11
11	так и	1	11
12	мы уже	1	10
13	не только	29	10
14	во время	1	10
15	в то	2	10
16	все эти	2	9
17	и с	3	9
18	его в	3	9
19	в конце	7	9
20	вовсе не	1	9
21	но и	25	9
22	и его	9	8
23	в его	9	8
24	прежде всего	10	8
25	как бы	2	8
26	в них	4	7
27	в том	6	7
28	так как	3	7
29	так же	1	7
30	этот процесс	3	6
31	но он	9	6
32	в атмосфере	1	6
33	это и	4	5
34	и до	1	5
35	в нем	13	5
36	весь мир	1	5
37	он и	2	5
38	в своей	15	5
39	до конца	14	5
40	рядом с	1	5
41	и о	1	5
42	это не	5	5
43	у него	17	5
44	сказать что	2	5
45	и по	4	5
46	также и	2	4
47	связана с	2	4
48	на самом	1	4
49	и есть	14	4
50	в которой	6	4
51	еще не	1	4
52	с его	3	4
53	конце концов	2	4
54	в образе	1	4
55	были в	1	4
56	которую он	2	4
57	точки зрения	4	4
58	в плане	1	4
59	жизнь и	1	4
60	что он	10	4
61	конечно не	3	4
62	тем что	4	4
63	связан с	1	4
64	и др	1	4
65	по своему	2	4
66	только для	1	4
67	но это	1	4
68	все это	6	4
69	один из	4	4
70	мира и	5	4
71	то что	5	4
72	есть и	3	4
73	жизни и	2	4
74	в ней	15	3
75	как к	1	3
76	в своем	10	3
77	и как	2	3
78	в себе	7	3
79	он не	24	3
80	всех этих	1	3
81	и вот	3	3
82	и сам	1	3
83	для того	2	3
84	особенно в	3	3
85	с начала	1	3
86	том что	3	3
87	не видят	1	3
88	почти все	1	3
89	того чтобы	2	3
90	в разных	1	3
91	по своей	2	3
92	в ее	3	3
93	роль в	1	3
94	к нему	7	3
95	все время	1	3
96	того что	7	3
97	же и	1	3
98	и их	3	3
99	ведь это	2	3
100	и даже	1	3
101	все же	2	3
102	мы видим	2	3
103	в частности	1	3
104	и то	1	2
105	с таким	1	2
106	ни того	2	2
107	этот был	1	2
108	то время	2	2
109	в виду	2	2
110	он был	14	2
111	но не	8	2
112	если в	1	2
113	что они	1	2
114	в одной	1	2
115	как в	2	2
116	это был	1	2
117	и наконец	1	2
118	и к	2	2
119	и этим	1	2
120	бы не	2	2
121	как он	2	2
122	эпохи возрождения	1	2
123	после этого	1	2
124	на этом	3	2
125	может быть	30	2
126	он знал	4	2
127	этом он	2	2
128	и мы	2	2
129	в жизни	3	2
130	мировой литературы	1	2
131	их было	1	2
132	не мог	3	2
133	в этих	4	2
134	в котором	8	2
135	в их	4	2
136	место в	2	2
137	не столько	1	2
138	что я	1	2
139	знал и	1	2
140	мир и	1	2
141	но она	1	2
142	никогда не	14	2
143	в гневе	1	2
144	исторического процесса	1	2
145	как будто	2	2
146	у меня	1	2
147	был еще	4	2
148	к тому	3	2
149	о том	2	2
150	и это	12	2
151	через все	2	2
152	на нем	1	2
153	же не	1	2
154	было в	1	2
155	сам он	1	2
156	поэтому в	1	2
157	образов у	1	2
158	быть может	7	2
159	с ним	2	2
160	все в	6	2
161	в другой	1	2
162	также в	1	2
163	одной из	1	2
164	мы увидим	3	2
165	то он	1	2
166	себя в	3	2
167	это ни	1	2
168	уже не	4	2
169	и у	2	2
170	уже в	4	2
171	его и	1	2
172	ни с	4	2
173	мир в	3	2
174	уж тут	1	2
175	даже и	2	2
176	о своей	2	2
177	к которому	1	2
178	но оно	1	2
179	нужно сказать	1	2
180	они не	1	2
181	не на	1	2
182	власти и	1	2
183	разных местах	1	2
184	о чем	2	2
185	в той	2	2
186	связаны с	1	2
187	да и	1	2
188	вокруг себя	1	2
189	о его	1	2
190	о мире	2	2
191	и для	2	2
192	которых он	4	2
193	в основе	2	2
194	а как	2	2
195	жизни в	2	2
196	его к	1	2
197	нет ничего	7	2
198	от всех	1	2
199	не может	28	2
