N	3gram	Voloshinov_1	EvropaiC
1	в том что	1	16
2	до сих пор	3	12
3	друг с другом	1	9
4	с точки зрения	6	8
5	на самом деле	4	7
6	мы знаем что	1	7
7	для того чтобы	1	6
8	в самом деле	2	5
9	по сравнению с	3	5
10	совершенно так же	1	4
11	не может быть	3	4
12	о том что	2	4
13	и того же	1	3
14	одного и того	1	3
15	так же как	2	3
16	в данном случае	1	3
17	в связи с	1	3
18	и может быть	2	2
19	бы то ни	1	2
20	рано или поздно	1	2
21	вместе с тем	1	2
22	из того же	1	2
23	то ни было	1	2
24	с одной стороны	1	2
25	а с другой	1	2
26	во всяком случае	3	2
27	нечего и говорить	2	2
28	в этих областях	1	2
29	теперь мы должны	1	1
30	уже знаем что	1	1
31	дело в том	1	1
32	а потому и	2	1
33	не осталось и	1	1
34	во всем мире	1	1
35	то же самое	1	1
36	сих пор еще	1	1
37	а потом и	1	1
38	между собою в	1	1
39	превратив его в	1	1
40	мы утверждаем что	1	1
41	вступают в борьбу	1	1
42	друг на друга	2	1
43	в основе их	1	1
44	а может быть	1	1
45	в более позднее	1	1
46	одна на другую	1	1
47	основе их лежит	1	1
48	но мы знаем	1	1
49	все эти понятия	1	1
50	по крайней мере	3	1
51	роль в развитии	1	1
52	более позднее время	1	1
53	осталось и следа	1	1
54	таким образом и	1	1
55	в высшей степени	1	1
56	на первый взгляд	1	1
57	в борьбу с	1	1
58	в этом и	1	1
59	но вместе с	1	1
60	а на самом	1	1
61	а потому не	1	1
62	все то что	2	1
63	шаг за шагом	1	1
64	и таким образом	1	1
65	вопрос можно ли	1	1
66	самом деле есть	1	1
67	на наших глазах	1	1
68	с самого начала	4	1
69	по его мнению	1	1
70	в течение своей	1	1
71	мы уже знаем	1	1
72	что рано или	1	1
73	как мы знаем	1	1
