N	2gram	Bakhtin_Pr_3	Sotsiolo
1	истории литературы	1	10
2	все это	8	7
3	в том	14	5
4	в этом	8	5
5	не только	4	3
6	и в	53	3
7	но ведь	1	3
8	не в	2	3
9	в его	8	3
10	за пределы	1	2
11	как только	1	2
12	но и	7	2
13	конце концов	1	2
14	было бы	5	2
15	в смысле	2	2
16	исторического развития	1	2
17	только в	4	2
18	далеко не	2	2
19	в результате	1	2
20	тем более	2	2
21	том что	5	2
22	как будто	2	2
23	то что	9	2
24	главным образом	3	2
25	или даже	1	2
26	и что	1	2
27	литературы и	2	2
28	еще не	5	2
29	ведь это	1	2
30	таким образом	6	2
31	это и	1	2
32	им не	1	2
33	отношению к	1	2
34	в конце	3	2
35	что в	2	2
36	может быть	12	2
37	как бы	14	2
38	по отношению	2	2
39	и заключается	2	2
40	по существу	5	2
41	то же	6	2
42	друг от	1	1
43	крайней мере	1	1
44	что все	1	1
45	я и	1	1
46	вряд ли	1	1
47	нашей работы	1	1
48	наконец в	2	1
49	даже в	1	1
50	в мире	5	1
51	в этой	1	1
52	эти два	2	1
53	даже не	1	1
54	на все	2	1
55	глубоко проникли	1	1
56	и самые	1	1
57	с другой	2	1
58	его в	2	1
59	ровно ничего	1	1
60	с ним	2	1
61	это не	6	1
62	именно в	2	1
63	же по	1	1
64	один из	6	1
65	перед нами	5	1
66	в то	5	1
67	и наконец	2	1
68	жанра и	2	1
69	еще и	1	1
70	тем что	2	1
71	в процессе	1	1
72	что он	4	1
73	прежде всего	15	1
74	бы он	1	1
75	в них	2	1
76	так и	6	1
77	не было	4	1
78	но только	1	1
79	и не	15	1
80	никогда не	2	1
81	мы не	4	1
82	же время	5	1
83	ничего не	6	1
84	мы еще	3	1
85	не мешает	1	1
86	все эти	9	1
87	именно на	1	1
88	как и	11	1
89	или нет	1	1
90	с помощью	1	1
91	для этого	1	1
92	этом не	1	1
93	приводной ремень	1	1
94	мы должны	4	1
95	в таких	1	1
96	в сущности	10	1
97	в серьезных	1	1
98	но она	1	1
99	образом в	2	1
100	конечно не	4	1
101	в связи	2	1
102	и его	10	1
103	в этих	5	1
104	место в	2	1
105	связи с	1	1
106	от друга	1	1
107	хотя бы	2	1
108	вступает в	1	1
109	в целом	1	1
110	не может	2	1
111	в своей	3	1
112	а в	2	1
113	работы в	1	1
114	еще недостаточно	2	1
115	благодаря этому	1	1
116	что она	1	1
117	о том	2	1
118	не дает	1	1
119	в области	3	1
120	и потому	5	1
121	представить себе	1	1
122	он ни	1	1
123	но именно	1	1
124	в котором	1	1
125	в строгом	1	1
126	между ними	2	1
127	происходит не	1	1
128	исторической поэтики	2	1
129	с социальной	1	1
130	темы и	4	1
131	два или	2	1
132	все то	3	1
133	литературе мы	1	1
134	литературы на	1	1
135	столь же	1	1
136	время в	1	1
137	всяком случае	1	1
138	собой не	1	1
139	в силу	1	1
140	литературы некоторые	1	1
141	в область	1	1
142	ни на	1	1
143	что это	2	1
144	вовсе не	3	1
145	жизни он	1	1
146	же самое	1	1
147	может служить	1	1
148	а между	2	1
149	в заключение	2	1
150	но не	5	1
151	у него	1	1
152	этого и	1	1
153	вопросов в	1	1
154	между тем	2	1
155	и по	3	1
156	что на	1	1
157	по крайней	1	1
158	и более	2	1
159	во всяком	1	1
160	перейти к	2	1
161	в каждом	4	1
162	они не	3	1
