N	2gram	Ircho_Kome_1	FransuaR
1	и в	22	49
2	то есть	1	32
3	прежде всего	5	19
4	в его	5	18
5	и на	3	17
6	не только	10	17
7	и его	8	17
8	в этом	3	15
9	и не	8	15
10	в году	3	13
11	в них	3	13
12	только в	3	13
13	но и	11	13
14	во время	5	12
15	как и	9	11
16	как бы	1	11
17	в этой	7	10
18	вовсе не	2	10
19	в нем	4	9
20	и др	1	9
21	все это	5	9
22	в сущности	2	8
23	отношение к	3	8
24	до нас	5	8
25	то же	6	7
26	все же	3	7
27	таким образом	8	7
28	на протяжении	4	7
29	как мы	4	7
30	один из	5	7
31	не может	2	7
32	жизни и	1	7
33	мы уже	1	6
34	именно в	4	6
35	во всех	1	6
36	в истории	5	6
37	так и	5	6
38	и с	3	6
39	времени и	2	6
40	точки зрения	4	6
41	но он	2	6
42	в то	10	6
43	же время	4	6
44	в себя	2	6
45	в литературе	1	6
46	то что	2	6
47	здесь в	3	6
48	так как	4	6
49	сказать что	1	6
50	из этих	1	5
51	но не	2	5
52	в своем	1	5
53	при этом	5	5
54	в эту	1	5
55	роль в	1	5
56	тот же	3	5
57	уже в	5	5
58	в начале	3	5
59	может быть	9	5
60	протяжении всего	2	5
61	в особенности	1	5
62	пародии на	1	5
63	относится к	2	5
64	и потому	1	5
65	в основном	1	5
66	и к	1	4
67	но в	4	4
68	в себе	2	4
69	но все	1	4
70	в жизни	1	4
71	в этих	1	4
72	и более	1	4
73	с ним	1	4
74	одна из	2	4
75	в области	2	4
76	на службу	1	4
77	с другой	5	4
78	и во	2	4
79	а в	6	4
80	тем что	4	4
81	в форме	2	4
82	до сих	2	4
83	и о	3	4
84	сих пор	2	4
85	том что	12	4
86	в духе	1	4
87	нового времени	5	4
88	в своих	2	4
89	как на	1	4
90	также и	1	3
91	в самом	2	3
92	место в	3	3
93	почти все	1	3
94	раз в	2	3
95	да и	3	3
96	но прежде	1	3
97	и вот	4	3
98	можно было	1	3
99	на все	2	3
100	и других	7	3
101	было бы	2	3
102	из них	10	3
103	ни в	6	3
104	далеко не	1	3
105	несмотря на	4	3
106	мы видели	2	3
107	в г	11	3
108	во всем	1	3
109	в одном	8	3
110	и под	1	3
111	даже в	3	3
112	но они	1	3
113	лиц и	1	3
114	в комических	1	3
115	к этим	3	3
116	и это	1	3
117	с ее	2	3
118	культуры и	1	3
119	сочеталась с	1	3
120	так в	4	3
121	о том	8	3
122	в значительной	1	3
123	к нему	2	3
124	наконец в	1	3
125	же в	4	3
126	большей или	1	3
127	что он	6	3
128	с одной	3	3
129	не дает	1	3
130	этом отношении	3	3
131	и особенно	4	3
132	или меньшей	1	3
133	превращается в	1	3
134	связь с	1	3
135	о чем	1	3
136	одной стороны	3	3
137	в течение	3	3
138	в книге	1	3
139	с полной	1	3
140	его творчества	3	3
141	и все	3	3
142	в том	11	3
143	другой стороны	5	3
144	как известно	2	2
145	одним из	1	2
146	мы здесь	1	2
147	на самом	1	2
148	тех же	2	2
149	перед лицом	3	2
150	в какой-то	1	2
151	видеть в	2	2
152	организующим началом	1	2
153	в ней	1	2
154	от всей	1	2
155	еще не	2	2
156	он был	2	2
157	за пределы	2	2
158	что они	4	2
159	и вовсе	1	2
160	дает нам	1	2
161	целый ряд	1	2
162	нового и	1	2
163	к числу	2	2
164	на то	3	2
165	на его	5	2
166	и еще	3	2
167	века были	1	2
168	подобно тому	1	2
169	так например	1	2
170	и за	1	2
171	значительной степени	1	2
172	связанные с	2	2
173	в мире	1	2
174	чем объяснить	1	2
175	в веселом	1	2
176	на этой	1	2
177	зрения на	1	2
178	в vii	3	2
179	должен был	1	2
180	на античных	1	2
181	были в	2	2
182	по поводу	4	2
183	можно найти	1	2
184	в отношении	6	2
185	наших дней	1	2
186	и без	2	2
187	что касается	2	2
188	в их	4	2
189	жизнь и	1	2
190	его современников	1	2
191	он дает	1	2
192	в условиях	1	2
193	и эти	1	2
194	что в	6	2
195	и государственного	1	2
196	вплоть до	1	2
197	того как	3	2
198	он еще	1	2
199	того чтобы	1	2
200	ничего не	3	2
201	связанное с	1	2
202	что только	1	2
203	к ней	2	2
204	и после	1	2
205	вот в	1	2
206	могут быть	3	2
207	характеризует как	1	2
208	на празднике	1	2
209	в дальнейшем	1	2
210	особенно в	1	2
211	еще в	5	2
212	к году	2	2
213	в другом	4	2
214	одного из	6	2
215	там же	3	2
216	и были	1	2
217	они являются	1	2
218	нуждается в	1	2
219	его современники	1	2
220	и следовательно	1	2
221	одной из	3	2
222	века с	1	2
223	всяком случае	2	2
224	именно на	2	2
225	в качестве	4	2
226	в новое	2	2
227	за счет	3	2
228	себе в	1	2
229	никто не	1	2
230	в конце	6	2
231	к первой	1	2
232	мы можем	4	2
233	у него	3	2
234	в первую	2	2
235	даже и	1	2
236	до наших	1	2
237	и даже	5	2
238	литературу и	1	2
239	и прежде	1	2
240	в предисловии	1	2
241	до конца	2	2
242	из наиболее	2	2
243	одну из	2	2
244	для них	2	2
245	вместе с	2	2
246	так же	3	2
247	такого рода	6	2
248	на эту	1	2
249	тому как	1	2
250	в тех	3	2
251	по существу	1	2
252	всем что	1	2
253	но это	2	2
254	хотя и	3	2
255	недоверие к	1	2
256	и другие	1	2
257	природой и	1	2
258	совершенно не	1	2
259	ко всему	1	2
260	из своей	2	2
261	из лучших	1	2
262	вполне понятно	1	2
263	ее в	2	2
264	и эта	1	2
265	это в	1	2
266	в противоположность	2	2
267	во всяком	2	2
268	все что	2	2
