N	3gram	Vinokur_Ku_2	FransuaR
1	то же время	3	9
2	в то же	3	9
3	для того чтобы	8	6
4	в том что	10	6
5	в этом отношении	3	5
6	в связи с	3	5
7	а также и	1	4
8	так же как	2	4
9	на самом деле	2	4
10	как мы видели	1	4
11	потому что он	2	3
12	до сих пор	1	3
13	связи с этим	1	3
14	и прежде всего	1	3
15	потому что она	1	2
16	дело в том	1	2
17	сих пор еще	1	2
18	с точки зрения	8	2
19	в отличие от	2	2
20	можно было бы	9	2
21	и не в	1	2
22	не нуждается в	1	2
23	в данном случае	1	2
24	в то время	1	2
25	можно говорить о	1	2
26	не может быть	4	2
27	можно сказать что	2	2
28	в большинстве случаев	1	2
29	в сущности не	1	2
30	к тому же	1	2
31	не только для	1	2
32	также и в	1	2
33	том что в	1	1
34	что иное как	1	1
35	хотя и не	1	1
36	в году в	1	1
37	и той же	1	1
38	в самом деле	7	1
39	это в сущности	1	1
40	и к этому	1	1
41	и до конца	1	1
42	же значение имеют	1	1
43	так как оно	1	1
44	тем что она	1	1
45	что он не	1	1
46	сказать несколько слов	1	1
47	не имеет никакого	1	1
48	все те же	1	1
49	но это не	1	1
50	это вовсе не	1	1
51	но вряд ли	1	1
52	в своей книге	1	1
53	одном и том	1	1
54	вместе с тем	2	1
55	только для того	1	1
56	может быть и	1	1
57	не хочет и	1	1
58	и в частности	1	1
59	резко отличны от	1	1
60	в значительной степени	1	1
61	нет почти ни	1	1
62	все это в	1	1
63	того чтобы не	1	1
64	какое же значение	1	1
65	и том же	1	1
66	увидеть и раскрыть	1	1
67	и в этой	1	1
68	для этой цели	1	1
69	все они имеют	1	1
70	а вслед за	1	1
71	в пределах своей	1	1
72	в нем есть	1	1
73	одной и той	1	1
74	в одном и	1	1
75	есть не что	1	1
76	идет здесь о	1	1
77	и некоторые другие	1	1
78	не что иное	1	1
79	как и в	1	1
80	в свою очередь	2	1
81	но он не	1	1
82	о том что	1	1
83	ничего общего с	1	1
84	в конечном счете	2	1
85	и в самом	2	1
86	это особенно ясно	1	1
87	в другом случае	1	1
88	после того как	1	1
89	тем не менее	5	1
90	что свидетельствует о	1	1
91	только тогда когда	1	1
