N	3gram	Bakhtin_Pr_1	Dialekti
1	с точки зрения	15	9
2	в том что	7	9
3	по крайней мере	2	7
4	не может быть	3	6
5	то же время	7	6
6	в то же	7	6
7	есть то что	1	5
8	для того чтобы	2	5
9	в этом смысле	9	4
10	того что он	1	4
11	само по себе	2	4
12	не в том	1	4
13	что он есть	2	4
14	это и есть	3	4
15	подобно тому как	3	4
16	выйти за пределы	1	3
17	и в этом	3	3
18	то же что	1	3
19	равно как и	1	2
20	как таковой и	1	2
21	и в то	3	2
22	хотя бы и	2	2
23	точно так же	1	2
24	с этой точки	1	2
25	то и другое	1	2
26	но в то	2	2
27	этой точки зрения	1	2
28	по сравнению с	1	2
29	что оно есть	1	2
30	та или иная	1	2
31	и в частности	1	2
32	мы видим что	1	2
33	лежащей в основе	1	1
34	теперь мы должны	1	1
35	что в результате	1	1
36	имеет значение только	1	1
37	тот же самый	1	1
38	что она не	2	1
39	прямо сказать что	1	1
40	дело в том	1	1
41	из этих трех	1	1
42	что это не	1	1
43	что все в	1	1
44	и даже не	1	1
45	же как и	1	1
46	он не может	1	1
47	может быть только	1	1
48	вполне понятно что	1	1
49	и есть то	1	1
50	и не только	1	1
51	в лучшем случае	2	1
52	в романе достоевского	6	1
53	в зависимости от	3	1
54	в той же	3	1
55	можно говорить о	1	1
56	не входит в	1	1
57	в отличие от	2	1
58	жизни и наконец	1	1
59	личности в этом	1	1
60	можно сказать что	2	1
61	и именно в	1	1
62	в себе и	1	1
63	так как только	1	1
64	то что я	1	1
65	во всей его	2	1
66	и то что	1	1
67	в данном случае	2	1
68	не только в	1	1
69	в нас самих	1	1
70	друг другу как	1	1
71	видеть в нем	1	1
72	в конце концов	4	1
73	и в сущности	1	1
74	в сущности только	2	1
75	не только его	1	1
76	это не так	1	1
77	как бы только	1	1
78	и как бы	1	1
79	по природе своей	1	1
80	то что было	3	1
81	что он сам	1	1
82	в своем существе	1	1
83	а не как	3	1
84	точки зрения воли	1	1
85	можно прямо сказать	1	1
86	можно конечно и	1	1
87	как бы в	2	1
88	а вместе с	1	1
89	сознания если бы	1	1
90	его жизни и	1	1
91	и можно говорить	1	1
92	о том что	2	1
93	не только не	1	1
94	легко заметить что	1	1
95	и не может	2	1
96	он как бы	1	1
97	но все же	1	1
98	нужно сказать что	1	1
99	с другой стороны	2	1
100	не есть конечно	1	1
101	имеет под собою	1	1
102	ни одна из	1	1
103	но это не	3	1
104	тех или иных	1	1
105	в отношении к	1	1
106	уже не раз	1	1
107	оно и не	1	1
108	перед нами не	1	1
109	по себе а	1	1
110	он мыслится и	1	1
111	и не входит	1	1
