N	2gram	Vinokur_Ku_2	Problemy
1	и в	23	43
2	и не	16	29
3	т е	22	26
4	может быть	15	23
5	как бы	4	22
6	не может	9	18
7	в пределах	4	16
8	как и	2	14
9	у достоевского	1	14
10	но и	7	14
11	и т	39	13
12	в этом	18	13
13	точки зрения	14	13
14	что он	5	13
15	в нем	4	12
16	в одном	1	12
17	слова в	6	12
18	слова и	5	12
19	не только	20	11
20	в каждом	1	11
21	не в	8	11
22	по себе	10	11
23	и на	6	10
24	но в	11	10
25	как мы	3	10
26	в его	5	10
27	прежде всего	8	10
28	в сущности	9	9
29	еще не	5	9
30	он не	3	9
31	никогда не	2	9
32	в большинстве	1	9
33	т п	24	9
34	то же	6	8
35	лишь в	5	8
36	для него	1	8
37	с точки	8	8
38	и его	3	8
39	большинстве случаев	2	8
40	или в	4	8
41	слово в	1	8
42	ведь и	1	7
43	перед нами	4	7
44	в самом	12	7
45	в то	4	7
46	слова с	1	7
47	в другом	2	7
48	в него	1	7
49	до сих	1	7
50	а не	10	7
51	что же	5	7
52	сих пор	1	7
53	то что	9	7
54	при этом	2	6
55	к одному	1	6
56	не как	2	6
57	в этих	1	6
58	что я	4	6
59	здесь не	3	6
60	приводит к	5	6
61	в том	19	6
62	в котором	1	6
63	у него	3	6
64	и все	2	6
65	сам по	1	5
66	самом деле	9	5
67	и он	1	5
68	установки на	1	5
69	но не	6	5
70	по отношению	1	5
71	слова на	1	5
72	хотя и	4	5
73	в себе	1	5
74	все эти	12	5
75	но ведь	1	5
76	на то	4	5
77	да и	6	5
78	таким образом	5	5
79	и с	7	5
80	было бы	15	5
81	рядом с	2	5
82	в слове	1	5
83	это слово	4	5
84	но здесь	2	5
85	в речи	6	5
86	о том	1	5
87	никак не	3	5
88	и что	8	5
89	же время	3	5
90	к нему	2	5
91	слов и	2	5
92	так что	1	5
93	вовсе не	9	5
94	в той	2	5
95	все это	5	5
96	а что	1	5
97	бы в	1	5
98	а в	3	5
99	на фоне	3	5
100	и до	2	4
101	а как	1	4
102	мы не	1	4
103	я не	5	4
104	с его	1	4
105	себе и	1	4
106	отличие от	2	4
107	сама по	1	4
108	там где	5	4
109	вот как	1	4
110	в своем	2	4
111	словом в	1	4
112	такое слово	1	4
113	т д	14	4
114	если же	1	4
115	в них	4	4
116	далеко не	1	4
117	между собою	1	4
118	должно быть	4	4
119	в своей	2	4
120	установка на	2	4
121	в отличие	2	4
122	но он	1	4
123	их в	1	4
124	том же	1	4
125	слово как	1	4
126	в самой	2	4
127	среди них	1	4
128	к тому	4	4
129	и это	3	4
130	почему же	1	4
131	этот вопрос	6	4
132	только в	5	4
133	в стиле	1	4
134	же и	2	4
135	ни одного	1	4
136	так как	15	4
137	как раз	3	4
138	с другой	8	4
139	при чем	1	4
140	на этот	2	4
141	до конца	3	4
142	более того	1	4
143	не на	2	4
144	не могут	5	4
145	но это	3	4
146	в результате	4	4
147	между ними	1	4
148	речи и	5	4
149	совершенно не	3	4
150	что в	10	4
151	но эти	1	4
152	также и	5	3
153	не хочет	2	3
154	должна быть	5	3
155	мы уже	1	3
156	той же	2	3
157	что если	2	3
158	в виду	3	3
159	здесь нет	1	3
160	он был	1	3
161	по чужому	1	3
162	мы будем	2	3
163	что так	1	3
164	кроме того	1	3
165	когда он	1	3
166	и к	1	3
167	еще один	1	3
168	тому же	1	3
169	это не	6	3
170	кажется что	1	3
171	такой же	1	3
172	и их	1	3
173	в их	2	3
174	он тоже	1	3
175	даже в	1	3
176	в одно	1	3
177	в отношении	2	3
178	она не	2	3
179	ничего не	4	3
180	слова как	3	3
181	во всем	1	3
182	могут быть	4	3
183	не менее	7	3
184	в себя	1	3
185	можно было	9	3
186	так и	4	3
187	если бы	12	3
188	и даже	2	3
189	и здесь	5	3
190	быть более	1	3
191	между тем	6	3
192	что и	3	3
193	и только	1	3
194	и следовательно	2	3
195	тот же	5	3
196	том или	1	3
197	устной речи	1	3
198	есть в	3	3
199	уже не	8	3
200	в виде	1	3
201	тем что	3	3
202	или иной	1	3
203	он и	2	3
204	ни на	2	3
205	по существу	5	3
206	но для	3	3
207	все же	7	3
208	и для	2	3
209	сознания и	2	3
210	но зато	2	3
211	это все	1	3
212	не знает	3	3
213	другой стороны	7	3
214	того же	3	3
215	ту же	6	2
216	отношения к	2	2
217	чтобы не	2	2
218	тем же	2	2
219	почти всегда	2	2
220	словами в	1	2
221	себе как	1	2
222	и о	4	2
223	вопрос о	9	2
224	время как	1	2
225	мы и	1	2
226	себе что	1	2
227	с большим	1	2
228	и говорить	1	2
229	но конечно	1	2
230	он говорит	1	2
231	отношение к	1	2
232	как в	3	2
233	с этим	3	2
234	целый ряд	5	2
235	и как	1	2
