1	в том что	6	11
2	в отличие от	1	5
3	в то же	10	5
4	то же время	10	5
5	состоит в том	1	5
6	в связи с	3	4
7	в данном случае	2	4
8	прежде всего в	1	3
9	и прежде всего	1	3
10	при этом как	1	3
11	в этом отношении	1	2
12	с одной стороны	2	2
13	дело в том	2	2
14	и то что	1	2
15	но при этом	1	2
16	с точки зрения	2	2
17	по отношению к	1	2
18	подобно тому как	1	2
19	о том что	2	2
20	и в частности	1	1
21	были по преимуществу	1	1
22	в том числе	3	1
23	а с другой	1	1
24	у него прямо	1	1
25	а также и	1	1
26	то ни было	1	1
27	один из моментов	1	1
28	как один из	1	1
29	с самого начала	1	1
30	какой бы то	1	1
31	автора и его	1	1
32	можно было бы	1	1
33	уже не просто	1	1
34	том или ином	1	1
35	современность с ее	1	1
36	в пределах одной	1	1
37	не может быть	2	1
38	это уже не	1	1
39	диалога но и	1	1
40	к тому же	1	1
41	и как раз	1	1
42	имел в виду	1	1
43	на самом деле	1	1
44	в самом деле	1	1
45	в этом контексте	1	1
46	в другом месте	3	1
47	бы то ни	2	1
48	с другой стороны	2	1
49	никогда не бывает	1	1
50	не подлежит сомнению	3	1
51	но в то	2	1
52	же время не	1	1
53	на эту тему	1	1
54	в большинстве случаев	6	1
55	прежде всего это	1	1
56	и в этом	1	1
57	как мы знаем	1	1
58	только то что	1	1
59	до сих пор	8	1
60	может и не	1	1
