N	2gram	Propp_Russ_1	Istorich
1	в сказке	1	44
2	и в	36	28
3	и т	10	25
4	может быть	8	25
5	т д	9	22
6	а не	2	15
7	не может	4	15
8	мы имеем	4	13
9	мы должны	2	13
10	для нас	6	13
11	то же	3	12
12	не только	22	12
13	что в	19	12
14	мы видим	2	11
15	только в	4	11
16	мы не	6	10
17	все же	5	10
18	и что	4	10
19	что он	1	10
20	мы увидим	8	10
21	но и	16	10
22	т е	17	10
23	так и	7	9
24	о том	8	9
25	то что	6	9
26	видим что	1	9
27	в том	17	9
28	и не	6	9
29	в этом	12	8
30	но в	2	8
31	что это	3	8
32	в лес	1	8
33	таким образом	6	8
34	не всегда	1	8
35	если бы	1	8
36	в ней	2	7
37	здесь мы	1	7
38	это не	10	7
39	еще не	4	7
40	и здесь	2	7
41	этот вопрос	2	7
42	и др	4	7
43	что мы	1	7
44	так же	3	7
45	том что	19	7
46	было бы	1	7
47	в этих	3	7
48	а в	9	7
49	в этой	1	6
50	его в	1	6
51	так например	6	6
52	тем не	3	6
53	не менее	3	6
54	к тому	4	6
55	что и	7	6
56	так как	15	6
57	представляют собой	7	6
58	вместе с	10	6
59	когда он	2	6
60	видно что	6	6
61	например в	2	5
62	должна быть	1	5
63	вопрос о	1	5
64	что они	7	5
65	в своем	3	5
66	увидим что	1	5
67	что она	2	5
68	в силу	2	5
69	по существу	4	5
70	их в	3	5
71	не будем	3	5
72	дело не	1	5
73	этого обряда	3	5
74	на основе	1	5
75	в дальнейшем	2	5
76	можно было	1	5
77	в его	2	5
78	что здесь	1	5
79	но не	2	5
80	показывают что	2	5
81	в качестве	3	5
82	в одном	3	5
83	к которому	1	5
84	на более	1	5
85	или в	2	5
86	ты не	1	5
87	не знает	1	5
88	сказать что	1	5
89	и для	2	4
90	и на	10	4
91	между собой	2	4
92	как правило	3	4
93	не все	1	4
94	с этим	2	4
95	представляет собой	4	4
96	все эти	2	4
97	на то	1	4
98	но все	3	4
99	об этом	9	4
100	и с	2	4
101	с тем	8	4
102	как и	10	4
103	в основе	1	4
104	находится в	2	4
105	связи с	4	4
106	должны быть	1	4
107	в пределах	1	4
108	так в	4	4
109	означает что	2	4
110	раньше чем	1	4
111	детей и	2	4
112	того что	4	4
113	потому что	10	4
114	так что	2	4
115	в большинстве	2	4
116	большинстве случаев	2	4
117	мы знаем	1	4
118	к ним	3	4
119	должны будем	1	4
120	и пр	2	4
121	один из	8	4
