N	2gram	Propp_Morf_1	Literetu
1	а не	11	20
2	и в	13	19
3	может быть	52	17
4	то же	7	12
5	и не	12	11
6	как и	3	10
7	в том	6	10
8	но и	4	10
9	тогда как	2	9
10	в этом	14	9
11	состоит в	2	9
12	в то	3	9
13	не может	14	9
14	не только	4	8
15	и даже	1	8
16	с другой	8	8
17	том что	4	7
18	так и	6	7
19	с одной	1	7
20	то что	8	7
21	и на	1	6
22	в себе	1	6
23	при этом	1	6
24	однако в	2	6
25	не менее	5	6
26	себя в	1	6
27	одной стороны	1	6
28	но не	4	5
29	он не	3	5
30	одна из	4	5
31	в качестве	5	5
32	для всех	1	5
33	у нас	2	5
34	того что	3	5
35	мы не	8	4
36	по отношению	4	4
37	так что	1	4
38	в рамках	1	4
39	для него	1	4
40	точки зрения	2	4
41	не в	3	4
42	даже в	1	4
43	в русской	1	4
44	в области	1	4
45	еще в	1	4
46	в его	1	4
47	один из	5	4
48	тем что	4	4
49	прежде всего	9	4
50	в частности	2	4
51	другой стороны	4	4
52	со мной	1	4
53	что в	8	4
54	одним из	1	3
55	и то	1	3
56	в сущности	3	3
57	во всех	4	3
58	право на	2	3
59	в этой	2	3
60	такой же	1	3
61	с точки	2	3
62	вплоть до	1	3
63	не столько	1	3
64	ничего не	4	3
65	по земле	1	3
66	и его	1	3
67	данном случае	1	3
68	всей своей	1	3
69	не с	2	3
70	и с	1	3
71	в другом	2	3
72	но с	1	3
73	а в	7	3
74	так как	16	3
75	этом отношении	1	3
76	и др	10	3
77	со стороны	3	3
78	в данном	1	3
79	а именно	1	3
80	по существу	12	3
81	но это	6	3
82	в начале	3	3
83	и для	2	3
84	обращается к	1	3
85	и как	5	3
86	что он	4	3
87	отношению к	4	3
88	как на	1	3
89	ту же	2	2
90	и т	41	2
91	е годы	1	2
92	и до	1	2
93	и за	2	2
94	на первом	1	2
95	с ее	1	2
96	но как	2	2
97	если в	5	2
98	в е	1	2
99	все же	7	2
100	как уже	2	2
101	и наконец	1	2
102	и к	4	2
103	на войну	1	2
104	но в	2	2
105	то в	3	2
106	в целом	3	2
107	представляет собой	17	2
108	в нашем	3	2
109	идут в	1	2
110	подобно тому	6	2
111	на этом	3	2
112	одно и	1	2
113	в каждом	1	2
114	а затем	4	2
115	и иных	2	2
116	в них	1	2
117	нет в	1	2
118	с этой	1	2
119	с тем	2	2
120	превращаясь в	1	2
121	как бы	3	2
122	случае это	1	2
123	тем не	5	2
124	то с	2	2
125	не по	2	2
126	в основе	1	2
127	не вполне	1	2
128	в бою	2	2
129	перед ним	1	2
130	могут быть	16	2
131	все еще	3	2
132	для того	2	2
133	в виду	1	2
134	то как	2	2
135	еще не	3	2
136	о том	2	2
137	и что	2	2
138	для нас	2	2
139	а также	4	2
140	путь к	2	2
141	а потому	1	2
142	не более	1	2
143	в него	1	2
144	было бы	3	2
145	могло бы	1	2
146	одной из	1	2
147	в какой	3	2
148	друг друга	3	2
149	потому что	3	2
150	уже не	2	2
151	с другим	1	2
152	ни было	2	2
153	из них	3	2
154	одно из	1	2
155	не так	1	2
156	в одном	1	2
157	что и	7	2
158	вовсе не	4	2
159	у него	1	2
160	как раз	1	2
161	себя и	2	2
162	что не	1	2
163	в россии	2	2
164	могут служить	1	2
165	как это	3	2
166	и каждый	1	2
167	из которых	3	2
168	а если	4	2
169	тому как	5	2
170	быть не	1	2
171	этом случае	8	2
172	и нет	1	2
173	не является	3	2
174	в результате	7	2
175	хотя бы	4	2
176	дальний путь	1	2
177	же в	2	2
178	не знает	1	2
179	в свое	2	2
180	героя в	4	2
181	к этой	1	2
182	исходит от	2	1
183	начинается с	3	1
184	что данная	1	1
185	многих отношениях	1	1
186	это и	2	1
187	от самого	1	1
188	в первом	3	1
189	должна быть	1	1
190	и превращение	1	1
191	для общего	1	1
192	мы имеем	9	1
193	это совершенно	1	1
194	как мы	6	1
195	сами себе	1	1
196	имеет характер	1	1
197	в дальний	1	1
198	а для	1	1
199	задаваясь вопросом	1	1
200	ему в	1	1
201	начала в	1	1
202	какого бы	1	1
203	с большой	1	1
204	оказывается что	1	1
205	не от	2	1
206	он был	1	1
207	он сам	1	1
208	за это	1	1
209	бы то	3	1
210	в чем	1	1
211	самом деле	4	1
212	а он	1	1
213	герой не	2	1
214	отличие от	1	1
215	камень под	1	1
216	которые не	1	1
217	более чем	1	1
218	вследствие чего	1	1
219	как в	3	1
220	данный момент	1	1
221	о жизни	1	1
222	в полном	1	1
223	в круг	1	1
224	и своего	1	1
225	а этой	1	1
226	этой цели	1	1
227	в этот	1	1
228	что это	1	1
229	все эти	2	1
230	во многих	1	1
231	рассказ о	1	1
232	типа все	1	1
233	в плену	1	1
234	но он	1	1
235	после чего	2	1
236	на то	2	1
237	слова а	1	1
238	и вот	1	1
239	в живых	3	1
240	и по	2	1
241	обстоит дело	1	1
242	или иных	1	1
243	таким образом	21	1
244	здесь мы	3	1
245	то ни	3	1
246	что такой	1	1
247	со всеми	1	1
248	его не	1	1
249	в ход	1	1
250	а по	3	1
251	с другими	1	1
252	это не	6	1
253	например с	2	1
254	более широкого	1	1
255	далеко не	5	1
256	и определяет	1	1
257	и подобные	1	1
258	между собою	2	1
259	ведет к	1	1
260	этом с	1	1
261	нет а	1	1
262	по затылку	1	1
263	которую он	1	1
264	в этих	13	1
265	в своей	1	1
266	он должен	2	1
267	где мы	1	1
268	что до	1	1
269	но эта	1	1
270	их в	1	1
271	что этот	1	1
272	тому что	4	1
273	не противоречит	1	1
274	но они	1	1
275	на номер	1	1
276	на работу	2	1
277	свой вопрос	1	1
278	можно указать	1	1
279	не имеет	2	1
280	того как	2	1
281	и притом	1	1
282	есть путь	1	1
283	во всем	1	1
284	у кого	1	1
285	к исторической	1	1
286	связи с	10	1
287	во избежание	1	1
288	есть у	1	1
289	существу мысль	1	1
290	для наших	1	1
291	не могут	4	1
292	в других	3	1
293	же самое	1	1
294	является одним	1	1
295	к тому	4	1
296	в наши	1	1
297	не выводя	1	1
298	ничего общего	1	1
299	приходит к	1	1
300	того чтобы	3	1
301	здесь не	2	1
302	некоторые другие	1	1
303	в собственном	3	1
304	как по	1	1
305	мысль о	1	1
306	в особенности	1	1
307	и говорит	1	1
308	в пределах	3	1
309	приводит к	2	1
310	на свой	1	1
311	читателя в	1	1
312	и когда	1	1
313	же касается	1	1
314	в образе	4	1
315	можно было	2	1
316	мог бы	1	1
317	с этого	2	1
318	в таком	1	1
319	находится в	1	1
320	но мы	3	1
321	все тем	1	1
322	на что	1	1
323	после того	1	1
324	и просто	1	1
325	можно сказать	2	1
326	элементов здесь	1	1
327	самому себе	1	1
328	в камень	1	1
329	грань между	1	1
330	во втором	3	1
331	и хорошо	1	1
332	его герой	1	1
333	целого а	1	1
334	нас явления	1	1
335	лица в	1	1
336	или нет?	1	1
337	же можно	2	1
338	еще несколько	1	1
339	тех пор	1	1
340	по собственному	1	1
