N	3gram	Ircho_Kome_3	Mirosoze
1	вместе с тем	3	5
2	и в самом	3	3
3	по отношению к	3	2
4	до сих пор	9	2
5	и не может	1	2
6	что он не	2	2
7	то время как	2	2
8	в конце концов	2	2
9	в то время	2	2
10	с тем он	1	2
11	отношение к человеку	1	2
12	для того чтобы	6	2
13	сам не знает	1	1
14	потому что он	1	1
15	не без основания	1	1
16	одной из сторон	1	1
17	имеем в виду	1	1
18	самого бога и	1	1
19	в себе самом	1	1
20	в самом деле	6	1
21	лишь средством для	1	1
22	так и не	1	1
23	в зависимости от	1	1
24	в отличие от	1	1
25	он должен быть	1	1
26	и т п	3	1
27	не выдержала испытания	1	1
28	утра до вечера	1	1
29	своего дома и	1	1
30	по сравнению с	2	1
31	трудно было бы	1	1
32	в этот момент	1	1
33	во всяком случае	3	1
34	и речи о	3	1
35	к ней в	1	1
36	как бы в	1	1
37	в отношении к	1	1
38	ставит нас перед	1	1
39	к человеку и	1	1
40	ко всем и	1	1
41	и никогда не	1	1
42	что и в	2	1
43	мы имеем в	1	1
44	о том что	4	1
45	его в своем	1	1
46	в том что	9	1
47	с утра до	1	1
48	выходят за пределы	1	1
