N	2gram	Bakhtin_Fr_3	PoTuStor
1	может быть	9	17
2	и в	40	16
3	в этом	15	9
4	таким образом	10	9
5	и только	1	9
6	прежде всего	16	9
7	и с	8	8
8	точки зрения	2	8
9	и его	17	8
10	не может	3	8
11	с его	3	7
12	не только	13	7
13	сказать что	3	7
14	самом деле	3	6
15	конечно не	2	6
16	при этом	3	6
17	с точки	1	6
18	и это	2	6
19	для него	5	6
20	и к	3	6
21	еще не	3	5
22	отношение к	8	5
23	все эти	8	5
24	только для	3	5
25	ни в	4	5
26	нуждается в	3	5
27	ту сторону	1	5
28	в него	1	5
29	как бы	3	5
30	на самом	3	4
31	и ее	2	4
32	и на	8	4
33	отнюдь не	1	4
34	и наконец	3	4
35	но в	8	4
36	в этой	3	4
37	в нем	5	4
38	его в	1	4
39	в один	2	4
40	мысли и	1	4
41	все это	4	4
42	по ту	1	4
43	самого начала	1	4
44	как мы	10	4
45	с самого	1	4
46	так и	3	4
47	можно сказать	2	4
48	в его	13	4
49	с ними	1	4
50	только в	3	4
51	для всех	1	4
52	и их	1	4
53	так как	4	4
54	и даже	4	4
55	но и	11	4
56	и не	13	4
57	и все	9	4
58	хотя бы	2	4
59	все что	2	4
60	отношения к	1	3
61	во всех	6	3
62	в общем	1	3
63	и есть	3	3
64	и как	3	3
65	и вот	2	3
66	их в	3	3
67	на этом	2	3
68	том что	4	3
69	во время	8	3
70	сих пор	4	3
71	в одном	7	3
72	и притом	1	3
73	в основе	5	3
74	до сих	4	3
75	те же	5	3
76	мира и	1	3
77	по сравнению	2	3
78	на язык	1	3
79	с другими	1	3
80	и она	1	3
81	в том	8	3
82	только на	4	3
83	мы знаем	2	3
84	всяком случае	1	3
85	в области	4	3
86	и др	7	3
87	но оно	1	3
88	вместе с	3	3
89	и потому	4	3
90	как это	1	3
91	сравнению с	2	3
92	в основном	4	3
93	что в	12	3
94	в этих	6	3
95	а в	3	3
96	то что	5	3
97	между ними	3	3
98	жизни и	4	3
99	во всяком	1	3
100	в самом	6	2
101	и этот	2	2
102	мы уже	13	2
103	мы не	2	2
104	и о	4	2
105	метода и	1	2
106	того же	2	2
107	на них	2	2
108	между собой	1	2
109	из этих	2	2
110	но как	2	2
111	нет и	1	2
112	с этим	2	2
113	в этот	2	2
114	что это	1	2
115	но ведь	3	2
116	современной ему	1	2
117	он не	9	2
118	и исключительно	1	2
119	и по	1	2
120	то же	7	2
121	связанные с	3	2
122	связанных с	1	2
123	на протяжении	3	2
124	было бы	4	2
125	по всему	1	2
126	в них	9	2
127	всей последующей	1	2
128	как и	11	2
129	это нечто	1	2
130	на первый	1	2
131	в своей	6	2
132	знаем что	1	2
133	рождение и	1	2
134	и вся	1	2
135	не менее	2	2
136	его целом	1	2
137	не нуждается	1	2
138	чрезвычайно характерно	1	2
139	никогда не	1	2
140	так называемый	1	2
141	что на	1	2
142	все то	2	2
143	не могут	1	2
144	на границе	1	2
145	что оно	1	2
146	существует только	1	2
147	он ищет	1	2
148	на основе	2	2
149	только то	1	2
150	в пределах	1	2
151	для этого	3	2
152	и вообще	1	2
153	с ним	1	2
154	является по	1	2
155	о том	4	2
156	другими словами	3	2
157	рождения и	1	2
158	путь к	1	2
159	что и	3	2
160	во всей	3	2
161	один из	4	2
162	образов и	2	2
163	мы видим	5	2
164	что он	2	2
165	и так	2	2
166	поэтому и	3	2
167	со всеми	5	2
168	с нею	2	2
169	в начале	3	2
170	и других	6	2
171	у него	8	2
172	момент в	2	2
173	и т.п	10	2
174	характерно для	2	2
175	что не	1	2
176	не на	1	2
177	в развитии	1	2
178	с помощью	2	2
179	в частности	3	2
180	так же	1	2
181	в свое	1	2
182	своей жизни	2	2
183	но это	3	2
184	и для	5	2
185	и образы	1	2
186	в голову	1	2
187	ни было	1	2
188	это делает	1	2
189	все остальные	1	2
190	не знает	1	2
191	есть и	2	2
192	ее в	1	2
193	к этому	6	2
194	они не	3	2
195	но вернемся	2	1
196	говоря о	1	1
197	его школы	1	1
198	это и	2	1
199	согласии с	1	1
200	высшей степени	1	1
201	века в	2	1
202	в году	5	1
203	очень широко	1	1
204	до времени	1	1
205	мы имеем	1	1
206	что между	1	1
207	и посвящена	1	1
208	и момент	1	1
209	период жизни	2	1
210	его современников	2	1
211	а для	1	1
212	но даже	1	1
213	конечно и	1	1
214	не совсем	1	1
215	ними уже	1	1
216	эти термины	1	1
217	в ней	4	1
218	и ценность	1	1
219	и самого	1	1
220	он был	3	1
221	первый план	1	1
222	иное как	1	1
223	не был	2	1
224	его отношение	2	1
225	бы то	1	1
226	этим не	1	1
227	всего конечно	1	1
228	но не	2	1
229	не входит	1	1
230	менее всего	1	1
231	право на	1	1
232	интересует только	2	1
233	что они	1	1
234	момент он	1	1
235	мы снова	1	1
236	это самое	2	1
237	в течение	2	1
238	него существует	1	1
239	от содержания	1	1
240	на врача	1	1
241	все же	2	1
242	когда он	1	1
243	но несмотря	1	1
244	был связан	1	1
245	не являются	1	1
246	его к	2	1
247	всего как	1	1
248	этой цели	1	1
249	от этого	1	1
250	тон и	1	1
251	лежит на	2	1
252	в нашем	4	1
253	или во	1	1
254	мы чувствуем	3	1
255	как он	2	1
256	самым существенным	1	1
257	имеем в	1	1
258	во многих	1	1
259	на его	2	1
260	теории и	1	1
261	что было	2	1
262	главным образом	1	1
263	освобождение от	2	1
264	но именно	3	1
265	врача и	2	1
266	они служат	1	1
267	именно и	1	1
268	образом и	1	1
269	душу и	1	1
270	в корне	2	1
271	свое время	1	1
272	подобно тому	1	1
273	и специфическими	1	1
274	мы говорили	1	1
275	находит себе	1	1
276	без исключения	1	1
277	существенным моментом	1	1
278	но увы	1	1
279	то ни	1	1
280	для всей	2	1
281	как они	1	1
282	в мире	4	1
283	той же	8	1
284	момент и	1	1
285	часто мы	1	1
286	на все	1	1
287	вклад в	2	1
288	лишь в	2	1
289	как видим	1	1
290	это было	1	1
291	на почве	1	1
292	форму и	2	1
293	истории и	1	1
294	весь мир	1	1
295	мы считаем	1	1
296	для них	1	1
297	с тем	1	1
298	страха это	1	1
299	несмотря на	1	1
300	смысл и	1	1
301	и еще	2	1
302	и культуры	1	1
303	переносит в	1	1
304	никакому сомнению	2	1
305	врача в	1	1
306	но эта	1	1
307	которые в	1	1
308	страха и	4	1
309	друг другу	1	1
310	слов о	1	1
311	этот мир	2	1
312	человека но	1	1
313	вернемся к	5	1
314	с теми	1	1
315	в смысле	1	1
316	в эпоху	8	1
317	дело в	2	1
318	одна из	3	1
319	в сущности	9	1
320	до поры	1	1
321	что иное	1	1
322	того чтобы	4	1
323	только не	1	1
324	не имеет	1	1
325	ничего не	1	1
326	эта сторона	1	1
327	всего на	1	1
328	очень мало	1	1
329	во всем	3	1
330	мире и	1	1
331	связи с	6	1
332	мочи и	4	1
333	в виду	7	1
334	следует что	1	1
335	уже и	1	1
336	характерен для	1	1
337	разложения и	1	1
338	в образах	6	1
339	в духе	7	1
340	мы узнаем	1	1
341	и такие	2	1
342	с телом	1	1
343	отличается от	1	1
344	должны быть	2	1
345	бы он	1	1
346	той или	2	1
347	для его	1	1
348	поры до	1	1
349	как известно	2	1
350	в применении	1	1
351	и стали	1	1
352	всем этим	2	1
353	данном случае	2	1
354	характер и	2	1
355	в себя	1	1
356	культуры и	7	1
357	говорили что	1	1
358	роль в	4	1
359	и что	1	1
360	например о	1	1
361	и сам	2	1
362	что может	1	1
363	в другом	3	1
364	с первым	1	1
365	можно было	3	1
366	времени и	2	1
367	каждого из	1	1
368	отсюда и	1	1
369	еще в	3	1
370	именно этот	1	1
371	стиль этого	1	1
372	к тем	2	1
373	даны в	2	1
374	если бы	3	1
375	в разных	2	1
376	главном в	1	1
377	его интересует	2	1
378	местах и	1	1
379	о нем	3	1
380	и здесь	4	1
381	году и	1	1
382	внимание на	1	1
383	говорит об	2	1
384	др и	1	1
385	утрачивают свое	1	1
386	на волю	2	1
387	всего и	1	1
388	нас в	2	1
389	теле и	1	1
390	на пользу	1	1
391	но весь	1	1
392	какие были	1	1
393	этот момент	1	1
394	на одном	1	1
395	отметить что	1	1
396	в другой	1	1
397	врач и	1	1
398	наконец в	1	1
399	во внешнем	1	1
400	нем и	1	1
401	в свете	3	1
402	все время	1	1
403	и об	1	1
404	к нему	2	1
405	что здесь	1	1
406	но так	1	1
407	самые основы	1	1
408	от аффектов	2	1
409	что только	1	1
410	на женщин	1	1
411	сомнению что	2	1
412	дело с	1	1
413	мы увидим	2	1
414	человека все	1	1
415	к их	1	1
416	о смерти	1	1
417	об их	2	1
418	теперь в	1	1
419	с одной	1	1
420	в качестве	1	1
421	образов в	2	1
422	к врачу	1	1
423	же и	3	1
424	уже в	2	1
425	и они	2	1
426	в нашей	2	1
427	ведь это	1	1
428	в конце	3	1
429	вовсе не	12	1
430	в землю	1	1
431	с этими	1	1
432	ее не	2	1
433	как его	2	1
434	них мы	1	1
435	заметить что	1	1
436	как раз	5	1
437	этом отношении	2	1
438	даже и	2	1
439	для того	3	1
440	со всем	2	1
441	без всякой	1	1
442	или иной	2	1
443	в высшей	1	1
444	с другой	2	1
445	моменты и	1	1
446	здесь в	4	1
447	даже самого	1	1
448	и прежде	3	1
449	в свою	1	1
450	на чем	1	1
451	мы еще	6	1
452	что для	2	1
453	говорит о	1	1
454	связано с	1	1
455	них и	1	1
456	у нас	4	1
457	отметим здесь	1	1
458	его смерти	1	1
459	и самый	1	1
460	а не	5	1
461	жизнь в	3	1
462	не всегда	1	1
463	в связи	5	1
464	связь с	6	1
465	утверждение что	1	1
466	и особенно	1	1
467	но особенно	1	1
468	образного мышления	2	1
469	жизнь человека	1	1
470	не сразу	1	1
471	в человеке	1	1
472	влияния на	1	1
473	в данном	4	1
474	и оценок	1	1
475	применении к	1	1
476	правда он	1	1
477	тому как	1	1
478	остановимся прежде	1	1
479	быть только	1	1
480	даже с	1	1
481	у самого	2	1
482	из этой	2	1
483	наконец и	1	1
484	нового мира	1	1
485	в человеческом	1	1
486	в состоянии	2	1
487	очень важный	1	1
488	в уже	1	1
489	несколько слов	1	1
490	вводит нас	1	1
491	в культуре	4	1
492	так ли	1	1
493	работу в	1	1
494	под названием	1	1
495	в более	3	1
496	это уже	1	1
497	и часто	1	1
498	пор еще	1	1
499	потому не	1	1
500	не подлежит	3	1
501	которые на	1	1
502	это может	1	1
503	в эту	4	1
504	еще более	4	1
505	на языке	1	1
506	ключом к	1	1
507	на такой	2	1
508	же в	1	1
509	хотя в	2	1
510	только нечто	1	1
511	здесь только	2	1
512	это касается	1	1
513	а ведь	1	1
514	образы не	1	1
515	не что	1	1
516	ко всему	2	1
517	и жизнь	1	1
518	с прочими	1	1
519	в своих	5	1
520	именно здесь	1	1
521	это в	2	1
522	как на	1	1
