N	3gram	Bakhtin_Fr_3	Vladivir
1	в том что	1	10
2	о том что	2	8
3	с точки зрения	1	6
4	а также и	3	6
5	не может быть	2	6
6	как раз и	1	5
7	и в этом	1	5
8	дело в том	1	5
9	том что в	1	3
10	в настоящее время	1	3
11	хотя бы и	1	3
12	бы то ни	1	3
13	во всяком случае	1	3
14	в то же	6	3
15	в отличие от	3	3
16	само по себе	1	3
17	как мы видели	2	3
18	что и в	1	3
19	но даже и	1	2
20	также и в	1	2
21	свидетельствует о том	1	2
22	на первый план	1	2
23	в этом отношении	2	2
24	в данном случае	2	2
25	еще и в	1	2
26	даже и в	1	2
27	в связи с	4	2
28	с другой стороны	1	2
29	как мы знаем	1	2
30	то же время	6	2
31	и вместе с	1	2
32	к нему и	1	2
33	в вопросе о	1	2
34	в согласии с	1	2
35	как и его	1	1
36	что иное как	1	1
37	но как раз	1	1
38	раз и не	1	1
39	так как в	1	1
40	и так сказать	1	1
41	в том же	2	1
42	о том как	1	1
43	в этом случае	1	1
44	и в данном	1	1
45	он в сущности	1	1
46	до сих пор	4	1
47	нетрудно заметить что	1	1
48	в строгом смысле	1	1
49	сих пор не	1	1
50	только то что	1	1
51	как раз наиболее	1	1
52	что в нем	1	1
53	можно было бы	2	1
54	это вовсе не	2	1
55	в основе своей	1	1
56	и далеко не	1	1
57	в своей статье	1	1
58	в частности у	1	1
59	может быть и	1	1
60	не подлежит никакому	2	1
61	она вовсе не	1	1
62	он не понимает	1	1
63	то ни было	1	1
64	подлежит никакому сомнению	2	1
65	все такого рода	1	1
66	все дело в	1	1
67	от правильного понимания	2	1
68	как будто бы	1	1
69	притом не только	1	1
70	почти все они	1	1
71	и потому не	1	1
72	но и не	1	1
73	них мы уже	1	1
74	какой бы то	1	1
75	в связи со	1	1
76	а именно его	1	1
77	то что он	1	1
78	в новое время	1	1
79	все то что	2	1
80	по себе конечно	1	1
81	в истории и	1	1
82	это и есть	1	1
83	и отнюдь не	1	1
84	и не хочет	1	1
85	с самого начала	1	1
86	что бы он	1	1
87	но никак не	1	1
88	строгом смысле слова	1	1
89	но все эти	1	1
90	той или иной	2	1
91	вовсе не являются	1	1
92	включает в себя	1	1
93	мы знаем что	1	1
94	неразрывно связанным с	1	1
95	не было ни	3	1
96	однако и здесь	1	1
97	заключается в том	1	1
98	в том числе	3	1
99	мы видим что	1	1
100	не что иное	1	1
101	для него как	1	1
102	истории и в	1	1
103	быть и не	1	1
104	для того чтобы	3	1
105	в последующие годы	1	1
106	из них мы	1	1
107	те же самые	1	1
108	ко второму изданию	1	1
