N	4gram	Potebnia_M_2	Myshleni
1	один и тот же	1	7
2	одно и то же	2	6
3	одного и того же	6	5
4	одной и той же	1	4
5	состоит в том что	1	3
6	с одной стороны и	1	2
7	только в том что	1	2
8	и во многих других	1	1
9	в том смысле как	2	1
10	себе никакого намека не	1	1
11	или куда проходит свет	1	1
12	как и во всех	1	1
13	с тем что мы	1	1
14	значит то куда смотрят	1	1
15	и того же предмета	1	1
16	намека не только на	1	1
17	не только на раму	1	1
18	в то время как	3	1
19	само по себе не	1	1
20	оно значит то куда	1	1
21	в том случае если	1	1
22	заключает в себе никакого	1	1
23	которые не могут быть	2	1
24	бы то ни было	1	1
25	но во всяком случае	3	1
26	в себе никакого намека	1	1
27	в том что здесь	1	1
28	куда смотрят или куда	1	1
29	в том что он	1	1
30	свет и не заключает	1	1
31	то куда смотрят или	1	1
32	только на раму и	1	1
33	никакого намека не только	1	1
34	в том смысле что	1	1
35	на то что в	2	1
36	в том виде в	1	1
37	и не заключает в	1	1
38	в этом смысле мы	1	1
39	но само по себе	1	1
40	том что здесь впервые	1	1
41	не заключает в себе	2	1
42	том виде в каком	1	1
43	одном и том же	1	1
44	куда проходит свет и	1	1
45	прежде чем перейти к	1	1
46	проходит свет и не	1	1
47	смотрят или куда проходит	1	1
48	слова в собственном смысле	1	1
49	смысле этого слова а	1	1
50	что с одной стороны	1	1
51	тем что мы называем	1	1
52	относятся друг к другу	1	1
