N	2gram	Medvedev_F_2	Analitik
1	литературного произведения	3	41
2	в качестве	2	31
3	может быть	23	29
4	в том	11	27
5	не может	14	22
6	и не	20	21
7	и в	38	18
8	но и	13	17
9	а не	6	17
10	отнюдь не	8	15
11	не только	9	15
12	не в	15	14
13	в этом	27	13
14	как и	9	13
15	в его	10	13
16	при этом	9	12
17	том что	2	12
18	литературное произведение	1	12
19	в себе	1	11
20	состоит в	2	11
21	произведения в	2	11
22	но не	2	10
23	художественного целого	1	10
24	то же	6	9
25	в то	5	9
26	а в	6	9
27	произведение искусства	2	9
28	есть не	1	8
29	в принципе	1	8
30	но в	4	8
31	в той	2	8
32	не есть	3	8
33	том чтобы	1	7
34	произведения как	2	7
35	тем самым	2	7
36	к тому	4	7
37	художественного восприятия	1	7
38	этого слова	1	7
39	особого рода	1	7
40	мы имеем	1	6
41	в сущности	4	6
42	отличие от	2	6
43	в самом	16	6
44	это не	2	6
45	далеко не	1	6
46	точки зрения	8	6
47	в своей	7	6
48	в отличие	2	6
49	в основе	5	6
50	той или	1	6
51	должен быть	1	6
52	времени и	2	6
53	же время	5	6
54	только в	6	6
55	то что	6	6
56	прежде всего	15	6
57	художественного произведения	6	5
58	в их	6	5
59	что иное	1	5
60	и на	3	5
61	иное как	1	5
62	и как	3	5
63	в произведении	1	5
64	в целом	3	5
65	в этой	6	5
66	лишь в	7	5
67	и его	21	5
68	имеет место	1	5
69	о том	1	5
70	сводится к	5	5
71	между тем	2	5
72	такого рода	1	5
73	как бы	4	5
74	художественное произведение	2	5
75	что в	7	5
76	того же	1	4
77	не что	1	4
78	из того	1	4
79	в широком	2	4
80	столь же	2	4
81	все же	8	4
82	сознания в	1	4
83	не следует	4	4
84	с другими	10	4
85	с точки	7	4
86	большей или	1	4
87	и более	2	4
88	по себе	7	4
89	в области	3	4
90	ни в	2	4
91	могут быть	6	4
92	так и	8	4
93	с ним	2	4
94	в другом	1	4
95	с другой	3	4
96	того что	3	4
97	и пространстве	1	4
98	уже не	7	4
99	для того	3	4
100	с другим	1	4
101	именно в	5	4
102	вместе с	6	4
103	в литературе	1	4
104	как предмет	2	4
105	собственно говоря	1	4
106	истории литературы	6	4
107	или меньшей	1	4
108	как известно	1	3
109	и т	14	3
110	одним из	1	3
111	таком случае	1	3
112	мере в	1	3
113	и есть	1	3
114	между двумя	2	3
115	подхода к	2	3
116	место в	3	3
117	бы то	1	3
118	если в	3	3
119	в художественном	2	3
120	однако не	3	3
121	вступает в	1	3
122	и к	4	3
123	автора и	1	3
124	в нашем	1	3
125	как он	1	3
126	в нем	13	3
127	он не	6	3
128	таким образом	20	3
129	то ни	2	3
130	не будет	2	3
131	бы быть	1	3
132	того или	4	3
133	даже в	2	3
134	ведет к	1	3
135	смысл и	2	3
136	в котором	2	3
137	того чтобы	3	3
138	т п	9	3
139	о нем	1	3
140	в таком	2	3
141	как будто	1	3
142	или ином	1	3
143	не могут	7	3
144	могла бы	1	3
145	в собственном	1	3
146	если бы	5	3
147	к нему	3	3
148	с его	11	3
149	том или	1	3
150	с одной	1	3
151	вопроса о	2	3
152	никто не	1	3
153	что и	8	3
154	одной стороны	1	3
155	а именно	2	3
156	что не	4	3
157	смысла и	2	3
158	более того	5	3
159	произведения искусства	2	3
160	по мысли	1	3
161	и все	3	3
162	хотя бы	6	3
163	что он	5	3
164	о литературе	3	3
165	или иного	5	3
166	говоря о	1	2
167	самом деле	8	2
168	на самом	3	2
169	науки о	2	2
170	в первом	7	2
171	едва ли	2	2
172	иметь место	1	2
173	той же	1	2
174	а как	3	2
175	на место	1	2
176	и то	2	2
177	такого анализа	1	2
178	события в	1	2
179	иного рода	1	2
180	данном случае	1	2
181	то он	1	2
182	отношение к	2	2
183	произведение не	1	2
184	не просто	2	2
185	за пределы	1	2
186	что именно	2	2
187	без другого	1	2
188	встречи с	1	2
189	как к	3	2
190	его к	1	2
191	то в	2	2
192	в которой	2	2
193	все эти	6	2
194	внутреннего смысла	1	2
195	бы не	1	2
196	из этих	3	2
197	думать что	1	2
198	и до	3	2
199	широком смысле	2	2
200	не к	2	2
201	из виду	1	2
202	какой бы	1	2
203	и по	2	2
204	на этом	2	2
205	произведения с	1	2
206	и с	9	2
207	самим собой	1	2
208	из них	4	2
209	вовсе не	11	2
210	творческий акт	1	2
211	так как	4	2
212	несмотря на	1	2
213	такой же	3	2
214	для него	7	2
215	отрыве от	1	2
216	при изучении	1	2
217	к предмету	3	2
218	не столько	4	2
219	вопрос о	1	2
220	которые в	1	2
221	творчества и	1	2
222	для этого	2	2
223	как язык	1	2
224	смысла как	1	2
225	литературы как	1	2
226	в процессе	9	2
227	совпадает с	2	2
228	никогда не	2	2
229	и является	1	2
230	потому что	2	2
231	и заключается	1	2
232	отличается от	1	2
233	для себя	1	2
234	как мы	7	2
235	роль в	3	2
236	и о	2	2
237	здесь не	4	2
238	в пределах	12	2
239	в искусстве	2	2
240	читателя в	1	2
241	и сам	1	2
242	особенно в	3	2
243	одного из	3	2
244	не говоря	1	2
245	должно быть	2	2
246	часть третья	1	2
247	и восприятия	2	2
248	и та	1	2
249	можно сказать	1	2
250	два различных	1	2
251	и смыслом	2	2
252	является по	1	2
253	может иметь	1	2
254	один из	2	2
255	в отрыве	1	2
256	в литературоведении	1	2
257	наконец четвертая	1	2
