N	3gram	Tiupa_Anal_1	Hudozhes
1	по отношению к	5	10
2	присутствия в мире	1	7
3	в отличие от	6	7
4	не сводится к	2	6
5	я в мире	1	6
6	то же время	6	6
7	в то же	8	6
8	присутствия я в	1	5
9	более или менее	1	5
10	с другой стороны	2	5
11	той или иной	6	5
12	в том что	9	5
13	состоит в том	3	4
14	так и не	1	4
15	и того же	2	3
16	организации художественного текста	2	3
17	не следует смешивать	1	3
18	порядок в душе	1	3
19	следует смешивать с	1	3
20	с точки зрения	4	3
21	одно и то	1	3
22	одного и того	2	3
23	и то же	1	3
24	несет в себе	1	3
25	в конечном счете	4	3
26	того или иного	3	3
27	в этом смысле	1	3
28	в той или	3	2
29	себя в другом	3	2
30	в данный момент	1	2
31	мы имеем дело	4	2
32	как бы не	1	2
33	в том и	2	2
34	в таком случае	3	2
35	в качестве текста	1	2
36	случае не следует	1	2
37	в искусстве слова	1	2
38	в основе своей	2	2
39	в противном случае	1	2
40	в коем случае	2	2
41	как уже говорилось	1	2
42	том и состоит	1	2
43	ни в коем	2	2
44	с одной стороны	3	2
45	времени и в	1	2
46	кто говорит и	1	2
47	в равной степени	2	2
48	а с другой	1	2
49	в свою очередь	1	2
50	человека к действительности	1	2
51	для того чтобы	3	2
52	факторов художественного впечатления	5	2
53	коем случае не	2	2
54	вокруг я героя	1	2
55	субъектной организации художественного	1	2
56	том числе и	1	2
57	в том числе	3	2
58	к тому что	1	2
59	в силу своей	2	2
60	со стороны адресата	1	2
61	полноте и неизбыточности	1	2
62	или говоря иначе	1	2
63	между ними могут	1	1
64	универсальнее вы говорите	1	1
65	режиссёру спектакля облечён	1	1
66	находим вне произведения	1	1
67	субъектная организация литературного	1	1
68	одновременно универсально родственно	1	1
69	осуществлено и введено	1	1
70	математическая задача например	1	1
71	также строфы абзацы	1	1
72	упорядоченность семантики лингвистических	1	1
73	в присутствии эстетического	1	1
74	время узкое и	1	1
75	особенно внешних начало	1	1
76	и в сущности	1	1
77	по своей природе	1	1
78	к интимному самопониманию	1	1
79	из нас самих	1	1
80	познанию тайна внутреннего	1	1
81	и изображенной речи	1	1
82	человека но мы	1	1
83	как организация ментального	1	1
84	но факультативные и	1	1
85	искусство в том	1	1
86	и трагическое есть	1	1
87	во времени или	1	1
88	художественности а не	1	1
89	затрагивая хода самих	1	1
90	чего бы то	1	1
91	не в состоянии	1	1
92	только перед лицом	1	1
93	мы встречаем его	1	1
94	что иное как	5	1
95	место лишь в	1	1
96	самом произведении >	1	1
97	как письмо дневниковая	1	1
98	бы ни был	1	1
99	кубикам то субъект	1	1
100	какое-то утверждение о	1	1
101	являются неслиянными и	1	1
102	же время узкое	1	1
103	тем общее всем	1	1
104	двух соседних эпизодов	1	1
105	наоборот созерцающий становится	1	1
106	не все что	1	1
107	мыслиться раздельно и	1	1
108	спрашивай о ком	1	1
109	граница двух соседних	1	1
110	обобщения личностного опыта	1	1
111	только целостность тела	1	1
112	высказывания смена субъекта	1	1
113	запечатлевать самые разнообразные	1	1
114	в е годы	1	1
115	специфически человеческий способ	1	1
116	психологии характера социального	1	1
117	есть высшая форма	1	1
118	художественное знание по	1	1
119	со-бытийному я другого	1	1
120	объектной организации текста	1	1
121	последовательно осуществлено и	1	1
122	референтную функцию текста	1	1
123	абзац знаменующий паузу	1	1
124	эстетическим объектом только	1	1
125	прежде всего основные	1	1
126	как бы личность	1	1
127	порой место размытость	1	1
128	разложимое а в	1	1
129	пастернака доверенной его	1	1
130	начало нового эпизода	1	1
131	тем художественная реальность	1	1
132	творческого акта в	1	1
133	адресата к какому-нибудь	1	1
134	внутреннего я ядра	1	1
135	единством а места	1	1
136	составе персонажей появление	1	1
137	говорит и как	1	1
138	в виду не	1	1
139	какому-нибудь объекту речи	1	1
140	тем оно универсальнее	1	1
141	отдельности автору приписано	1	1
142	границы эпизодов служат	1	1
143	уплотнение воображаемого мира	1	1
144	себя свою душу	1	1
145	исключительных лицах не	1	1
146	и жизни однако	1	1
147	литературного произведения состоит	1	1
148	незаместимое место в	1	1
149	общее всем знакомее	1	1
150	запись документ но	1	1
151	и прозрачнее чем	1	1
152	повествования а также	1	1
153	является высказыванием действующего	1	1
154	как ценностного центра	1	1
155	композиции произведения он	1	1
156	а не с	1	1
157	прежде всего в	1	1
158	знакомее и роднее	1	1
159	факультативные и более	1	1
160	внутренняя целостность не	1	1
161	ними могут мыслиться	1	1
162	этих исключительных лицах	1	1
163	б времени и	1	1
164	могла бы послужить	1	1
165	неизбыточность явлений между	1	1
166	содержание эстетической деятельности	1	1
167	что он обращен	1	1
168	и о чём	1	1
169	художественная реальность героя	1	1
170	ценностное уплотнение воображаемого	1	1
171	зачерпнуть тем общее	1	1
172	бы не затрагивая	1	1
173	субъектом только перед	1	1
174	имеем в виду	1	1
175	по шеллингу чем	1	1
176	своей биографической жизнью	1	1
177	трагическое есть рассказ	1	1
178	то субъект и	1	1
179	полнота и неизбыточность	1	1
180	единство духовного я	1	1
181	факультативными сигналами границы	1	1
182	интересно всем потому	1	1
183	привлекает внимание адресата	1	1
184	всякий раз художественно	1	1
185	встречаем его то	1	1
186	недоступна между тем	1	1
187	узкое и сосредоточенное	1	1
188	однако начало нового	1	1
189	я героя как	1	1
190	собственному я самоопределение	1	1
191	всеохватывающей своей широте	1	1
192	подобно тому как	3	1
193	не затрагивая хода	1	1
194	в химическом соединении	1	1
195	время они существенно	1	1
196	хода самих событий	1	1
197	души личности более	1	1
198	и к жизненно	1	1
199	логический субъект и	1	1
200	состав художественного содержания	1	1
201	целостности доступной человеческому	1	1
202	я уникально и	1	1
203	далеко не всякий	1	1
204	составляет своего рода	2	1
205	правило совпадает с	1	1
206	ж результат тот	1	1
207	восприятия все прочие	1	1
208	в композиции произведения	1	1
209	направленной на произведение	1	1
210	точки зрения в	1	1
211	иметь место в	1	1
212	внехудожественной действительности приобщение	1	1
213	внимание адресата к	1	1
214	> мы встречаем	1	1
215	биографической жизнью человека	1	1
216	сотворивший ее художник	1	1
217	и более крупные	1	1
218	приписано быть не	1	1
219	переменой в составе	1	1
220	к этим моментам	1	1
221	синтаксических и фонологических	1	1
222	природу художественной реальности	1	1
223	вне произведения как	1	1
224	нелингвистической упорядоченности лексических	1	1
225	они для искусства	1	1
226	всякий сдвиг текста	1	1
227	одна вымышленная условная	1	1
228	с абзацем это	1	1
229	существования предметом такого	1	1
230	художественно значимые исключения	1	1
231	было последовательно осуществлено	1	1
232	не было и	1	1
233	своих героях воображая	1	1
234	организации литературного произведения	3	1
235	другого межличностная данность	1	1
236	крупные членения а	1	1
237	автора мы находим	1	1
238	предпосылку эстетического отношения	1	1
239	перефразируя строки дж	1	1
240	форма в которой	1	1
241	эстетического отношения являются	1	1
