N	4gram	Vinokur_Ku_1	Dialekti
1	не что иное как	1	8
2	в то же время	2	6
3	не в том что	1	4
4	и т д и	2	3
5	д и т д	2	2
6	и в то же	1	2
7	и т д все	1	2
8	с этой точки зрения	1	2
9	вовсе не в том	1	2
10	т д и т	2	2
11	т д все это	1	1
12	ни то ни другое	1	1
13	не может уже быть	1	1
14	поскольку речь идет о	1	1
15	для того чтобы дать	2	1
16	как это делается в	1	1
17	и т д это	1	1
18	в том случае если	1	1
19	о том как должно	1	1
20	что с точки зрения	1	1
21	в этом смысле есть	1	1
22	с точки зрения законов	1	1
23	заключается не в том	1	1
24	только для того чтобы	1	1
25	и с этой точки	1	1
