N	3gram	Bakhtin_Pr_2	Formalny
1	с точки зрения	9	14
2	не может быть	6	14
3	на самом деле	1	12
4	в то же	3	7
5	то же время	3	7
6	в зависимости от	3	5
7	с другой стороны	1	5
8	в самом деле	3	4
9	подобно тому как	2	4
10	видения и понимания	1	4
11	и не может	2	4
12	в данном случае	1	4
13	в большинстве случаев	2	4
14	для того чтобы	1	4
15	по отношению к	8	3
16	в самом произведении	1	3
17	в этом романе	1	3
18	в этом отношении	2	3
19	и формы его	1	3
20	в одной плоскости	4	3
21	в том что	4	3
22	вовсе не является	1	3
23	нет и не	1	2
24	с таким же	1	2
25	как и всякое	1	2
26	в этом смысле	5	2
27	нам кажется что	1	2
28	в нем и	1	2
29	и со стороны	1	2
30	сами по себе	1	2
31	в отличие от	1	2
32	мы отвлечемся от	1	2
33	может быть только	2	2
34	как со стороны	1	2
35	в высшей степени	1	2
36	в литературе как	1	2
37	со стороны его	1	2
38	дело в том	1	2
39	так и со	1	2
40	как бы ни	1	2
41	именно потому что	1	2
42	не может стать	1	2
43	между ними и	1	2
44	тем не менее	1	2
45	то же что	2	2
46	там где она	2	2
47	в процессе их	1	2
48	смысле этого слова	2	2
49	в конце концов	3	2
50	как мы видели	3	2
51	и того же	1	1
52	а потому что	1	1
53	хотя и не	1	1
54	точки зрения на	1	1
55	возможно лишь там	1	1
56	говорит об этом	1	1
57	не значит конечно	1	1
58	да иначе и	1	1
59	они никогда не	1	1
60	так как и	1	1
61	имеем в виду	2	1
62	что в данном	1	1
63	от него мы	1	1
64	и до конца	4	1
65	виду прежде всего	1	1
66	непосредственно ни с	1	1
67	в этом случае	1	1
68	что же касается	1	1
69	можно и должно	1	1
70	момент художественного произведения	1	1
71	значит конечно что	1	1
72	мы говорили в	1	1
73	в лучшем случае	1	1
74	того как мы	1	1
75	бы в точке	1	1
76	хотя бы и	2	1
77	так чтобы она	1	1
78	самом деле нет	1	1
79	же время не	1	1
80	котором мы говорили	1	1
81	точки зрения своей	1	1
82	не совпадает с	1	1
83	как и с	1	1
84	тому как в	1	1
85	как это происходит	1	1
86	точки зрения ее	1	1
87	те же и	1	1
88	в той мере	1	1
89	здесь не в	1	1
90	переходит в другое	2	1
91	мы еще вернемся	1	1
92	так сказать в	1	1
93	до сих пор	2	1
94	жизни и в	1	1
95	так как он	1	1
96	и в других	1	1
97	я и не	1	1
98	начала и до	2	1
99	но в таком	1	1
100	его художественного замысла	1	1
101	первого и второго	1	1
102	так же как	3	1
103	не потому что	1	1
104	дело идет не	3	1
105	не только в	1	1
106	бы ни были	1	1
107	так же не	1	1
108	чем-то абсолютно новым	1	1
109	никогда не может	2	1
110	оно ориентировано на	1	1
111	и пр как	1	1
112	а не как	1	1
113	это не значит	1	1
114	был бы не	1	1
115	и ничем не	1	1
116	в таком случае	1	1
117	а не только	2	1
118	он и не	2	1
119	о котором мы	1	1
120	мере в какой	1	1
121	и той же	1	1
122	в его целом	3	1
123	потому что они	2	1
124	никогда не является	1	1
125	этой точки зрения	2	1
126	о том что	3	1
127	одной плоскости с	3	1
128	функции в произведении	1	1
129	одного сознания одного	1	1
130	ни в каком	1	1
131	мы можем сказать	2	1
132	которые сами по	1	1
133	в виду прежде	1	1
134	можно было бы	1	1
135	и потому нет	1	1
136	это происходит в	1	1
137	в ее целом	1	1
138	другой стороны и	1	1
139	с самого начала	1	1
140	и в самом	2	1
141	только на почве	1	1
142	она так сказать	1	1
143	той или иной	3	1
144	в нем нет	1	1
145	но все же	2	1
146	и в романе	1	1
147	можно сказать что	2	1
148	мы имеем в	2	1
149	на то что	2	1
150	одного и того	1	1
151	с начала и	2	1
152	здесь вовсе не	1	1
153	и быть не	1	1
154	еще вернемся в	1	1
155	лишь там где	2	1
156	в том числе	2	1
157	одной и той	1	1
158	не входят в	1	1
159	тех или иных	1	1
160	иначе и быть	1	1
161	сама по себе	5	1
162	и в том	2	1
163	друг с другом	2	1
164	героя и его	1	1
165	друг друга и	1	1
166	той мере в	1	1
167	можем сказать что	2	1
168	в жизни и	1	1
169	она не может	2	1
170	том числе и	2	1
171	можно выразить так	1	1
172	увидеть и показать	1	1
