N	4gram	Bakhtin_Pr_2	slovoVRo
1	в то же время	5	4
2	с чужим словом и	1	3
3	с одной стороны и	1	3
4	в той или иной	3	3
5	но в то же	3	3
6	той или иной степени	1	3
7	чужим словом и с	1	2
8	до сих пор не	1	2
9	никогда не может быть	1	2
10	и т п в	1	2
11	и его слово в	1	2
12	отношения к чужому слову	2	1
13	сама по себе никогда	1	1
14	в том что он	1	1
15	как это возможно в	1	1
16	и не может быть	1	1
17	в том числе и	1	1
18	с чужим словом в	1	1
19	иначе обстоит дело в	1	1
20	в него свои интенции	1	1
21	как мы уже говорили	1	1
22	в большинстве случаев в	1	1
23	не с точки зрения	1	1
24	словом и с чужим	1	1
25	сама по себе еще	1	1
26	рассказ от автора и	1	1
27	тем не менее в	1	1
28	в значительной степени определяется	1	1
29	одну и ту же	1	1
30	без дистанции без преломления	1	1
31	по себе никогда не	1	1
32	по отношению к себе	1	1
33	в нем новые стороны	1	1
