N	3gram	Trubetskoy_1	Myslijsy
1	по отношению к	9	8
2	заключает в себе	2	8
3	в том что	15	7
4	до тех пор	1	6
5	в этом случае	4	5
6	по крайней мере	1	5
7	не может быть	3	5
8	о том что	4	5
9	а между тем	8	4
10	то же самое	1	4
11	до сих пор	8	4
12	и то что	3	4
13	только тогда когда	1	4
14	на то что	7	4
15	для того чтобы	7	4
16	тем не менее	4	4
17	на самом деле	7	3
18	с точки зрения	8	3
19	вместе с тем	2	3
20	в том случае	4	3
21	во всяком случае	2	3
22	лишь тогда когда	2	3
23	и таким образом	1	3
24	то же время	2	3
25	не только не	1	3
26	в то же	2	3
27	потому что как	1	2
28	с течением времени	4	2
29	не в состоянии	2	2
30	в своем развитии	3	2
31	и до сих	1	2
32	в том и	2	2
33	в том же	3	2
34	только в том	1	2
35	между тем как	1	2
36	рано или поздно	1	2
37	это потому что	1	2
38	в данном случае	3	2
39	в общих чертах	1	2
40	так или иначе	5	2
41	не в том	1	2
42	и в том	2	2
43	а в том	1	2
44	таким образом мы	1	2
45	то есть в	1	2
46	тогда когда оно	1	2
47	и проч но	1	2
48	а следовательно и	1	1
49	а для того	1	1
50	есть не более	1	1
51	хотя и не	1	1
52	что же касается	2	1
53	в себе никаких	1	1
54	если бы все	1	1
55	на той ступени	1	1
56	и того же	3	1
57	дело в том	1	1
58	а не в	1	1
59	и той же	1	1
60	но так как	2	1
61	в том виде	2	1
62	лишь самое незначительное	1	1
63	стороны одного и	1	1
64	в настоящее время	2	1
65	в том числе	1	1
66	только в степени	3	1
67	а потом и	1	1
68	же касается до	2	1
69	таким образом получается	1	1
70	настоящее время мы	1	1
71	том случае если	4	1
72	таким образом как	1	1
73	то я не	1	1
74	ответить на вопрос	2	1
75	что все эти	1	1
76	а может быть	1	1
77	то это потому	1	1
78	таким образом все	1	1
79	в таком же	2	1
80	на каждом шагу	1	1
81	и не может	1	1
82	точно так же	1	1
83	не подлежит сомнению	3	1
84	может быть и	4	1
85	первый взгляд кажется	1	1
86	выше мы видели	1	1
87	и проч в	1	1
88	нет и не	1	1
89	ничего общего с	2	1
90	может быть не	1	1
91	мы не знаем	1	1
92	этом случае мы	1	1
93	с одной стороны	2	1
94	чтобы ответить на	1	1
95	на первый взгляд	1	1
96	смысле этого слова	1	1
97	в связи с	3	1
98	том что как	1	1
99	а в с	1	1
100	но при этом	1	1
101	данный промежуток времени	1	1
102	это не так	1	1
103	разница только в	1	1
104	таким же образом	2	1
105	в свою очередь	2	1
106	каждый раз когда	1	1
107	прежде всего для	1	1
108	более близкие к	1	1
109	столь же мало	1	1
110	друг к другу	2	1
111	в одно целое	1	1
112	лишь в том	5	1
113	не следует чтобы	1	1
114	с другой стороны	4	1
115	все то что	1	1
116	самое незначительное количество	1	1
117	о котором мы	1	1
118	образом мы видим	1	1
119	того же явления	1	1
120	том виде в	1	1
121	я в то	1	1
122	сих пор не	2	1
123	это было бы	1	1
124	таким образом в	3	1
125	иметь в виду	1	1
126	же самое что	1	1
127	заключается в том	2	1
128	в то время	2	1
129	но в этой	1	1
130	и все это	1	1
131	с самого начала	1	1
132	том и другом	1	1
133	как бы ни	1	1
134	заключают в себе	1	1
135	в с d	1	1
136	и так как	1	1
137	в самой сущности	1	1
138	в ту же	1	1
139	том числе и	1	1
140	не менее в	1	1
141	не более как	2	1
142	состоит именно в	1	1
143	случае если бы	2	1
144	одного и того	3	1
145	вытекают из самой	1	1
146	друг от друга	6	1
147	которые могут быть	1	1
148	к тому что	1	1
149	одной и той	1	1
150	только в этом	1	1
151	что мы можем	1	1
152	не без влияния	1	1
153	из самой сущности	1	1
154	или лучше сказать	1	1
155	и все что	2	1
156	как и в	2	1
157	что так как	1	1
158	самом деле есть	1	1
159	как бы он	1	1
160	именно в том	1	1
161	мы видели что	1	1
