N	3gram	Propp_Isto_1	EvropaiE
1	с одной стороны	4	8
2	одной стороны и	1	6
3	в том что	4	6
4	так же как	2	5
5	для того чтобы	1	5
6	бы то ни	2	4
7	не только в	1	4
8	то ни было	2	4
9	и в этом	1	4
10	того или иного	1	4
11	само по себе	2	4
12	в этом смысле	1	3
13	же как и	1	3
14	в этом отношении	1	3
15	можно было бы	3	3
16	друг с другом	3	3
17	во всех случаях	2	3
18	прежде всего в	1	2
19	не говоря уже	1	2
20	то что в	2	2
21	к тому чтобы	1	2
22	с течением времени	1	2
23	но в то	1	2
24	тому или иному	1	2
25	с другой стороны	5	2
26	вслед за тем	1	2
27	не может быть	7	2
28	по себе не	1	2
29	в одном из	1	2
30	хотя бы в	1	2
31	на то что	4	2
32	в большинстве случаев	4	2
33	приводит нас к	1	2
34	что в этом	1	1
35	мы хотели бы	1	1
36	только в пределах	1	1
37	в своем развитии	1	1
38	же обстоит дело	2	1
39	дело в том	3	1
40	прибавим от себя	1	1
41	но так как	1	1
42	более или менее	5	1
43	большей или меньшей	2	1
44	при вступлении в	1	1
45	кажется что в	1	1
46	во многих случаях	1	1
47	в соответствии с	1	1
48	в нем и	1	1
49	говоря уже о	1	1
50	в отличие от	2	1
51	но и в	2	1
52	к тому или	1	1
53	мы увидим что	5	1
54	на этот вопрос	2	1
55	то мы увидим	1	1
56	в противном случае	1	1
57	это может быть	1	1
58	это один из	2	1
59	и тот же	2	1
60	смысле этого слова	1	1
61	она никогда не	1	1
62	в значительной степени	1	1
63	не могут быть	1	1
64	в том случае	1	1
65	так и с	1	1
66	то время как	3	1
67	в большей или	1	1
68	в связи с	3	1
69	как одно из	1	1
70	этот вопрос мы	2	1
71	мы видели что	2	1
72	в стороне от	1	1
73	это потому что	1	1
74	отнюдь не означает	1	1
75	один и тот	2	1
76	в себе ничего	1	1
77	мы не можем	2	1
78	не означает что	2	1
79	в то время	3	1
80	что наряду с	1	1
81	только в области	1	1
82	но и для	1	1
83	на берегу моря	1	1
84	именно потому что	1	1
85	во всем его	1	1
86	не более как	1	1
87	можно рассматривать как	1	1
88	вопрос о характере	1	1
89	к тому что	1	1
90	тех или иных	1	1
91	так и по	1	1
92	при помощи которого	1	1
93	а именно в	1	1
94	к тому же	1	1
95	только тогда когда	1	1
96	и т д	22	1
