N	2gram	Voloshinov_1	Poddanst
1	не только	4	17
2	и в	12	14
3	и не	10	12
4	в области	1	11
5	в этом	4	10
6	в отношении	2	10
7	в качестве	1	9
8	но в	5	9
9	то же	5	9
10	в том	6	9
11	в пределах	3	8
12	хотя бы	5	8
13	только в	6	7
14	в то	2	7
15	же время	1	7
16	в ней	6	6
17	было бы	1	6
18	но и	3	6
19	в смысле	1	6
20	отношении к	3	5
21	с другой	4	5
22	может быть	14	5
23	и пр	3	5
24	не в	4	5
25	и о	1	5
26	если бы	9	4
27	в своем	2	4
28	и к	4	4
29	как бы	13	4
30	и политического	1	4
31	том что	5	4
32	не может	16	4
33	и потому	2	4
34	в котором	3	4
35	по себе	3	4
36	в русской	1	4
37	что в	2	4
38	мы должны	1	4
39	то что	5	4
40	мы не	3	3
41	сводится к	1	3
42	в порядке	1	3
43	столь же	1	3
44	между тем	3	3
45	это не	2	3
46	хотя и	1	3
47	тот же	1	3
48	с одной	2	3
49	в себе	3	3
50	в нем	6	3
51	ей в	1	3
52	сами по	1	3
53	прежде всего	8	3
54	одной стороны	2	3
55	что мы	5	3
56	и без	1	3
57	с точки	2	3
58	но не	2	3
59	наряду с	1	3
60	могут быть	2	3
61	точки зрения	14	3
62	я и	1	3
63	и это	1	2
64	например в	1	2
65	в ее	1	2
66	было в	1	2
67	является в	1	2
68	не нужно	1	2
69	в значительной	1	2
70	во всех	1	2
71	в общем	1	2
72	отнюдь не	5	2
73	пути в	1	2
74	того что	3	2
75	стороны и	2	2
76	думать что	1	2
77	есть в	1	2
78	в его	2	2
79	в виде	1	2
80	не к	3	2
81	и вот	1	2
82	и с	3	2
83	точек зрения	3	2
84	именно в	1	2
85	и мы	1	2
86	и тем	1	2
87	в жизни	5	2
88	в определенную	1	2
89	для них	1	2
90	в них	3	2
91	не было	1	2
92	а не	5	2
93	должно быть	1	2
94	культуры в	1	2
95	не менее	3	2
96	своем значении	1	2
97	все это	3	2
98	на этих	1	2
99	слова но	2	2
100	сколько бы	3	2
101	да и	3	2
102	еще более	1	2
103	тем более	1	2
104	для нас	7	2
105	может и	1	2
106	в частности	1	2
107	так называемые	1	2
108	как на	2	2
109	от этой	2	1
110	же как	1	1
111	но чтобы	1	1
112	и то	2	1
113	на основе	1	1
114	тем же	1	1
115	в себя	2	1
116	по преимуществу	1	1
117	идет речь	1	1
118	в рамки	1	1
119	должна быть	5	1
120	только а	1	1
121	те же	2	1
122	по природе	2	1
123	с чрезвычайно	1	1
124	экономических и	1	1
125	что уже	1	1
126	для этого	1	1
127	не вполне	1	1
128	на себя	1	1
129	почти исключительно	2	1
130	с ее	1	1
131	и ее	3	1
132	и здесь	2	1
133	но несколько	1	1
134	подчеркнуть что	2	1
135	настоящее время	2	1
136	и что	2	1
137	литературы и	4	1
138	еще не	3	1
139	и на	4	1
140	и который	1	1
141	оно ни	1	1
142	с его	2	1
143	вопросу о	1	1
144	момента и	1	1
145	что и	2	1
146	них в	1	1
147	в истории	1	1
148	к внешнему	1	1
149	не входят	1	1
150	и мир	1	1
151	оставаясь в	1	1
152	в современной	1	1
153	все же	4	1
154	отождествлять с	1	1
155	два основных	1	1
156	более или	1	1
157	в какой	2	1
158	поскольку мы	1	1
159	политического строя	1	1
160	в самом	4	1
161	только то	1	1
162	в условиях	2	1
163	во времени	1	1
164	что это	1	1
165	формы в	1	1
166	если мы	1	1
167	в эти	1	1
168	себя в	1	1
169	сливаются в	1	1
170	уже в	2	1
171	во многих	1	1
172	в большинстве	1	1
173	только на	3	1
174	только к	1	1
175	соприкасается с	2	1
176	из этой	1	1
177	одно из	1	1
178	не как	1	1
179	и должна	1	1
180	к ним	2	1
181	друг друга	1	1
182	мы можем	2	1
183	и только	1	1
184	какой бы	1	1
185	и по	3	1
186	одно и	2	1
187	от нее	1	1
188	бы это	1	1
189	из двух	1	1
190	без того	1	1
191	ясно что	3	1
192	его в	4	1
193	в душе	2	1
194	и тех	1	1
195	и иных	1	1
196	совершенно ясно	1	1
197	нельзя отождествлять	1	1
198	а с	1	1
199	что не	4	1
200	или хотя	1	1
201	но есть	1	1
202	из нее	1	1
203	них и	1	1
204	кто не	1	1
205	далеко не	1	1
206	отношения в	1	1
207	как и	5	1
208	и уже	3	1
209	движение и	1	1
210	или менее	1	1
211	бы оно	2	1
212	эти суждения	1	1
213	речь но	1	1
214	в творчестве	3	1
215	творчестве достоевского	1	1
216	так же	3	1
217	бесконечное количество	1	1
218	всяком случае	1	1
219	все основные	1	1
220	к предмету	5	1
221	что именно	1	1
222	место в	2	1
223	одна сторона	1	1
224	поскольку они	2	1
225	бы мы	3	1
226	в данном	2	1
227	он будет	1	1
228	как к	3	1
229	и более	3	1
230	там где	2	1
231	того кто	1	1
232	и менее	1	1
233	может идти	1	1
234	ни были	1	1
235	с окружающей	3	1
236	и вся	1	1
237	в формах	2	1
238	в основном	2	1
239	с которой	1	1
240	она не	2	1
241	входят в	1	1
242	но для	3	1
243	к другим	1	1
244	тогда когда	2	1
245	этом смысле	1	1
246	она должна	1	1
247	находящееся в	1	1
248	того чтобы	1	1
249	ценности и	1	1
250	рассматривать как	1	1
251	никогда не	5	1
252	в результате	1	1
253	в настоящее	2	1
254	или иным	1	1
255	этих двух	2	1
256	они являются	1	1
257	и притом	2	1
258	как явление	1	1
259	другой стороны	2	1
260	бы за	1	1
261	в этих	2	1
262	пафос и	1	1
263	нет ничего	2	1
264	в каком	3	1
265	только как	1	1
266	они как	1	1
267	в момент	2	1
268	является и	1	1
269	и союзники	1	1
270	что все	1	1
271	мы все	4	1
272	частности в	1	1
273	что оно	1	1
274	ни на	2	1
275	и другие	2	1
276	не есть	2	1
277	вместе с	2	1
278	во всяком	1	1
279	они не	1	1
