N	2gram	Propp_Isto_1	StatiiOP
1	и в	28	29
2	том что	7	27
3	в том	9	27
4	в этом	8	21
5	не только	12	19
6	но и	10	19
7	что в	12	19
8	о том	9	17
9	в и	1	13
10	в его	5	13
11	что он	10	13
12	в которой	1	11
13	то что	9	11
14	все это	4	11
15	таким образом	8	10
16	к тому	6	10
17	т е	10	10
18	и т	25	9
19	в своем	5	9
20	он не	2	9
21	потому что	4	9
22	так и	9	9
23	этом отношении	1	9
24	и не	9	9
25	но в	8	8
26	как раз	2	8
27	и пр	4	8
28	я не	3	7
29	в ней	7	7
30	так например	6	7
31	но все	4	7
32	в своей	1	7
33	в котором	3	7
34	тому что	1	7
35	того как	3	7
36	для того	1	7
37	в виду	1	7
38	с тем	4	7
39	вместе с	6	7
40	одним из	2	6
41	вопрос о	5	6
42	и на	4	6
43	все же	10	6
44	т д	22	6
45	вовсе не	2	6
46	того чтобы	1	6
47	и его	3	6
48	об этом	4	6
49	и что	10	6
50	в одном	5	6
51	до сих	5	6
52	в свет	1	5
53	было бы	7	5
54	в русской	2	5
55	была бы	2	5
56	в языке	1	5
57	того что	4	5
58	между тем	2	5
59	в качестве	5	5
60	своего рода	1	5
61	прежде всего	10	5
62	а не	15	5
63	как бы	2	5
64	сих пор	5	5
65	речь идет	1	4
66	кроме того	1	4
67	хотя и	1	4
68	и к	1	4
69	в нем	2	4
70	что у	1	4
71	в другом	3	4
72	и с	4	4
73	должен был	3	4
74	не в	9	4
75	дело в	3	4
76	ничего не	2	4
77	времени и	1	4
78	после того	1	4
79	внимание на	1	4
80	раньше чем	4	4
81	но с	1	4
82	связи с	4	4
83	при помощи	2	4
84	для него	2	4
85	с другой	6	4
86	именно в	3	4
87	в частности	2	4
88	а как	1	4
89	к этому	2	4
90	например в	5	3
91	же как	2	3
92	сомнения что	1	3
93	на самом	1	3
94	в году	1	3
95	в их	3	3
96	по его	2	3
97	его не	1	3
98	хотя бы	4	3
99	подчеркнуть что	2	3
100	и он	3	3
101	но не	5	3
102	не то	4	3
103	как в	2	3
104	с этим	4	3
105	в полном	1	3
106	не было	1	3
107	что это	8	3
108	тому же	1	3
109	в начале	3	3
110	из них	3	3
111	не мог	1	3
112	в эту	1	3
113	в этих	7	3
114	и сейчас	1	3
115	одном из	1	3
116	но он	1	3
117	по себе	3	3
118	пять лет	2	3
119	не менее	6	3
120	что эта	1	3
121	самого начала	2	3
122	одной из	2	3
123	иметь в	1	3
124	никогда не	14	3
125	на себя	1	3
126	и по	3	3
127	тем что	3	3
128	у нас	1	3
129	у меня	3	3
130	оно не	1	3
131	с самого	2	3
132	материала для	1	3
133	в образе	3	3
134	на нее	2	3
135	за то	2	3
136	и здесь	7	3
137	на вопрос	2	3
138	в пользу	2	3
139	должно было	1	3
140	но это	4	3
141	так что	4	3
142	борьбы с	2	3
143	кажется что	1	3
144	т п	1	3
145	связан с	1	3
146	и даже	4	3
147	в предисловии	1	3
148	еще и	2	3
149	а с	2	3
150	так же	7	3
151	xix века	2	3
152	другой стороны	5	3
153	во всяком	1	3
154	также и	3	2
155	тем же	1	2
156	смысл этого	1	2
157	из его	1	2
158	то же	12	2
159	в полной	1	2
160	это время	2	2
161	бы то	2	2
162	отличие от	2	2
163	что они	5	2
164	на то	4	2
165	к сожалению	3	2
166	и я	1	2
167	там где	4	2
168	в истории	1	2
169	народа в	2	2
170	и как	2	2
171	по пути	1	2
172	более или	5	2
173	все эти	4	2
174	в этой	6	2
175	в себе	2	2
176	как он	2	2
177	при этом	3	2
178	если бы	8	2
