N	3gram	Propp_Isto_1	formyVre
1	и т п	1	11
2	в связи с	3	7
3	для того чтобы	1	7
4	в непосредственном соседстве	1	5
5	не только в	1	5
6	друг с другом	3	4
7	и в особенности	1	3
8	в средние века	1	3
9	о том как	1	3
10	но и в	2	3
11	и в этом	1	3
12	непосредственном соседстве с	1	3
13	в большинстве случаев	4	3
14	в том что	4	3
15	и т д	22	3
16	в другом месте	1	2
17	что в этом	1	2
18	прежде всего в	1	2
19	равно как и	1	2
20	то же самое	3	2
21	в этом случае	1	2
22	до сих пор	5	2
23	сами по себе	1	2
24	друг на друга	1	2
25	и должно быть	2	2
26	в этом отношении	1	2
27	средние века и	1	2
28	с этим в	1	1
29	никогда не было	1	1
30	сводится к тому	1	1
31	имеется и в	1	1
32	с ним но	1	1
33	его в связи	1	1
34	так что в	1	1
35	они не могут	1	1
36	в отличие от	2	1
37	наряду с этим	1	1
38	как мы увидим	2	1
39	а так как	1	1
40	то что в	2	1
41	но он не	1	1
42	вместе с тем	2	1
43	же относится и	1	1
44	здесь мы видим	1	1
45	то время как	3	1
46	каждый из этих	1	1
47	быть раскрыт только	1	1
48	в них как	1	1
49	таким образом и	1	1
50	с одной стороны	4	1
51	на первый взгляд	2	1
52	в иной мир	3	1
53	можно говорить о	1	1
54	обстоит дело с	2	1
55	образов и мотивов	1	1
56	все же еще	1	1
57	это не значит	1	1
58	с другой стороны	5	1
59	не может быть	7	1
60	но в то	1	1
61	только в пределах	1	1
62	ее так что	1	1
63	в то время	3	1
64	том что они	2	1
65	в тех же	1	1
66	о том что	3	1
67	в одном из	1	1
68	с самого начала	2	1
69	в его образе	1	1
70	но все же	3	1
71	за тридевять земель	2	1
72	уже не только	1	1
73	с едой и	1	1
74	к тому что	1	1
75	то что уже	1	1
76	не входят в	1	1
77	и в нем	1	1
78	во всех случаях	2	1
79	что и в	1	1
80	т д он	1	1
