N	3gram	Vinokur_Ku_1	Analitik
1	не может быть	3	16
2	в том что	15	9
3	в то же	2	8
4	в том чтобы	8	7
5	в отличие от	1	6
6	то же время	2	6
7	той или иной	1	6
8	что иное как	1	5
9	по отношению к	8	5
10	с точки зрения	9	4
11	и не в	1	4
12	не что иное	1	4
13	о том что	5	3
14	состоит в том	3	3
15	того или иного	3	3
16	и т п	18	3
17	для того чтобы	15	3
18	с одной стороны	1	3
19	не в том	4	3
20	лишь в том	1	3
21	и того же	2	2
22	того что в	2	2
23	в самом деле	7	2
24	в том и	2	2
25	сами по себе	1	2
26	в этом отношении	5	2
27	в той мере	5	2
28	вместе с ним	1	2
29	далеко не всегда	1	2
30	в первом случае	1	2
31	с другой стороны	6	2
32	мере в какой	5	2
33	в свое время	2	2
34	с легкой руки	1	2
35	и все же	1	2
36	одного и того	2	2
37	той мере в	5	2
38	тех или иных	1	2
39	том что он	4	2
40	но прежде всего	1	1
41	самом деле в	1	1
42	в том виде	1	1
43	культуры в целом	1	1
44	бы не может	1	1
45	в виду не	1	1
46	а вовсе не	1	1
47	более или менее	3	1
48	имеем в виду	1	1
49	в соответствии с	3	1
50	о том как	3	1
51	как раз и	1	1
52	для науки о	1	1
53	только в том	3	1
54	до сих пор	4	1
55	следует думать что	1	1
56	том случае если	1	1
57	в зависимости от	5	1
58	есть в сущности	1	1
59	в том случае	1	1
60	можно сказать на	1	1
61	по своему содержанию	1	1
62	между тем как	1	1
63	в собственном смысле	1	1
64	состоит не в	1	1
65	а то и	1	1
66	в противном случае	1	1
67	с этой точки	1	1
68	по крайней мере	5	1
69	вместе с тем	3	1
70	только для того	1	1
71	одно и то	1	1
72	и тогда когда	3	1
73	дело не с	1	1
74	в данный момент	1	1
75	и на все	1	1
76	не только в	1	1
77	в акте понимания	1	1
78	смысле этого слова	1	1
79	и то же	1	1
80	в свою очередь	3	1
81	а с другой	3	1
82	так и не	1	1
83	только в его	1	1
84	собственном смысле слова	1	1
85	во всяком случае	5	1
86	что же касается	4	1
87	может быть как	1	1
88	уже не с	1	1
89	этой точки зрения	2	1
90	можно обозначить как	1	1
91	иметь дело не	1	1
92	а вместе с	1	1
93	по аналогии с	1	1
94	и вместе с	1	1
95	содержат в себе	1	1
96	в этом понимании	1	1
97	и тем самым	1	1
98	и в самом	2	1
99	только тогда когда	1	1
100	мы имеем в	1	1
101	широком смысле этого	1	1
102	в сущности говоря	1	1
103	в этом смысле	3	1
104	во втором случае	1	1
105	не следует думать	1	1
106	в связи с	3	1
107	к тому что	2	1
108	дело не в	1	1
109	того чтобы быть	2	1
110	не говоря уже	1	1
