N	2gram	Tiupa_Teor_1	Istorich
1	и в	18	26
2	так же	2	18
3	то что	3	16
4	не только	16	15
5	может быть	17	14
6	что в	9	14
7	же как	1	13
8	между двумя	3	12
9	но и	9	12
10	в лесу	1	12
11	так и	10	10
12	таким образом	3	10
13	и его	8	10
14	что он	1	10
15	его в	2	9
16	что и	2	9
17	так как	1	9
18	и не	13	9
19	то же	7	8
20	этих случаях	1	8
21	а в	13	8
22	мы имеем	7	7
23	в этом	8	7
24	он не	3	7
25	об этом	2	7
26	как и	4	7
27	в этих	3	7
28	их в	3	7
29	как в	5	7
30	в качестве	24	7
31	превращается в	2	7
32	и то	2	6
33	еще не	4	6
34	что они	1	6
35	таким же	1	6
36	могут быть	4	6
37	к нему	1	6
38	мы видим	1	6
39	потому что	3	6
40	а не	9	6
41	не может	4	6
42	вместе с	2	6
43	но не	9	5
44	и как	2	5
45	но в	9	5
46	уже не	4	5
47	и только	1	5
48	в силу	1	5
49	и по	2	5
50	с собой	1	5
51	в другом	3	5
52	это не	2	5
53	не в	7	5
54	точно так	1	5
55	как мы	1	5
56	и здесь	2	5
57	и что	3	5
58	в его	6	5
59	с ними	1	5
60	в одном	2	5
61	у него	1	5
62	тем что	1	5
63	и др	1	5
64	вопрос о	1	4
65	на себя	2	4
66	тогда как	15	4
67	он в	1	4
68	но он	3	4
69	в своей	6	4
70	но эта	1	4
71	даже в	3	4
72	указывает на	1	4
73	здесь не	1	4
74	так в	4	4
75	о том	1	4
76	и даже	2	4
77	с появлением	1	4
78	которых можно	1	4
79	дает ему	1	4
80	вовсе не	3	4
81	с другой	7	4
82	а на	3	4
83	все что	1	4
84	другой стороны	5	4
85	например в	1	3
86	что иное	1	3
87	из этих	3	3
88	в одной	1	3
89	можно предположить	1	3
90	перед нами	2	3
91	все эти	2	3
92	одном случае	1	3
93	в лес	1	3
94	на то	1	3
95	на его	1	3
96	что она	2	3
97	при этом	12	3
98	он должен	2	3
99	на земле	1	3
100	а затем	1	3
101	те же	1	3
102	должен был	1	3
103	том что	9	3
104	от своего	2	3
105	и более	1	3
106	как это	8	3
107	на котором	1	3
108	в русской	6	3
109	связи с	1	3
110	она не	1	3
111	данном случае	5	3
112	на вопрос	1	3
113	иное как	1	3
114	а также	6	3
115	в другой	1	3
116	в том	16	3
117	только в	6	3
118	человека с	2	3
119	а именно	2	3
120	не на	2	3
121	о чем	1	3
122	к своему	1	3
123	в данном	8	3
124	как бы	5	3
125	по существу	1	3
126	многих других	1	3
127	или в	3	3
128	из своего	1	3
129	на поле	1	3
130	между ними	4	3
131	на смену	4	3
