N	3gram	Propp_Isto_7	Problemy
1	с точки зрения	1	9
2	до сих пор	2	8
3	не может быть	3	8
4	в большинстве случаев	1	8
5	по отношению к	1	5
6	в самом деле	1	4
7	более или менее	1	3
8	как мы увидим	1	3
9	с другой стороны	8	3
10	нам кажется что	1	3
11	мы имеем в	4	3
12	как и в	2	3
13	хотя и не	1	2
14	и в других	2	2
15	но и в	2	2
16	можно было бы	1	2
17	на этот вопрос	2	2
18	в том что	4	2
19	как если бы	1	2
20	при всем их	1	2
21	друг на друга	1	2
22	о том что	5	2
23	в этих случаях	10	2
24	как мы уже	1	2
25	конечно не в	1	2
26	сама по себе	1	2
27	и не в	1	2
28	мы увидим что	2	2
29	для наших целей	1	2
30	и в конце	1	1
31	важна не только	1	1
32	они играют в	1	1
33	по мере того	1	1
34	в этом случае	1	1
35	же как и	1	1
36	все в этом	1	1
37	правильнее будет сказать	1	1
38	не знает что	1	1
39	увидим дальше что	1	1
40	почти никогда не	1	1
41	этого он не	1	1
42	к себе и	2	1
43	мы увидим дальше	1	1
44	но для наших	1	1
45	так же как	4	1
46	в данном случае	3	1
47	не в его	1	1
48	с одной стороны	4	1
49	станет ясным из	1	1
50	вовсе не входит	1	1
51	не входит в	1	1
52	в различных формах	1	1
53	роли которую они	1	1
54	все же не	1	1
55	в связи с	1	1
56	перед тем как	1	1
57	таким образом и	1	1
58	здесь перед нами	1	1
59	так и в	2	1
60	мере того как	1	1
61	но и на	1	1
62	другой стороны и	2	1
63	не меняет дела	1	1
64	не только в	5	1
65	но все же	2	1
66	той роли которую	1	1
67	сюда же относится	1	1
68	не в этом	1	1
69	мы увидим в	1	1
70	после того как	2	1
71	к тому что	1	1
72	дело не в	3	1
73	никак не может	1	1
74	а именно в	1	1
75	все это не	1	1
76	дело конечно не	1	1
77	которую они играют	1	1
